3_gourmet_pos_1	0.25	0.375
3_gourmet_pos_2	0.125	0.25
3_gourmet_pos_3	0.125	0.25
3_gourmet_pos_4	0.125	0.25
3_gourmet_pos_5	0.001	0.25
3_gourmet_pos_6	0.375	0.5
3_gourmet_pos_7	0.5833333333333334	0.375
3_gourmet_pos_8	0.001	0.001
3_gourmet_pos_9	0.125	0.5
3_gourmet_pos_10	0.25	0.125
3_gourmet_pos_11	0.375	0.46875
3_gourmet_pos_12	0.75	0.001
3_gourmet_pos_13	0.125	0.125
3_gourmet_pos_14	0.25	0.3125
3_gourmet_pos_15	0.001	0.3333333333333333
3_gourmet_pos_16	0.001	0.001
3_gourmet_pos_17	0.125	0.125
3_gourmet_pos_18	0.125	0.25
3_gourmet_pos_19	0.001	0.001
3_gourmet_pos_20	0.375	0.125
3_gourmet_pos_21	0.001	0.001
3_gourmet_pos_22	0.375	0.125
3_gourmet_pos_23	0.5	0.3125
3_gourmet_pos_24	0.001	0.001
3_gourmet_pos_25	0.001	0.25
3_gourmet_pos_26	0.125	0.125
3_gourmet_pos_27	0.125	0.3125
3_gourmet_pos_28	0.001	0.25
3_gourmet_pos_29	0.125	0.001
3_gourmet_pos_30	0.001	0.001
3_gourmet_pos_31	0.125	0.1875
3_gourmet_pos_32	0.4375	0.25
3_gourmet_pos_33	0.2845	0.31033333333333335
3_gourmet_pos_34	0.001	0.001
3_gourmet_pos_35	0.001	0.001
3_gourmet_pos_36	0.001	0.001
3_gourmet_pos_37	0.125	0.125
3_gourmet_pos_38	0.001	0.001
3_gourmet_pos_39	0.001	0.001
3_gourmet_pos_40	0.001	0.001
3_gourmet_pos_41	0.5	0.125
3_gourmet_pos_42	0.444	0.403
3_gourmet_pos_43	0.001	0.001
3_gourmet_pos_44	0.375	0.1875
3_gourmet_pos_45	0.125	0.001
3_gourmet_pos_46	0.375	0.125
3_gourmet_pos_47	0.001	0.001
3_gourmet_pos_48	0.25	0.25
3_gourmet_pos_49	0.001	0.5
3_gourmet_pos_50	0.001	0.001
3_gourmet_pos_51	0.125	0.25
3_gourmet_pos_52	0.125	0.1875
3_gourmet_pos_53	0.001	0.25
3_gourmet_pos_54	0.001	0.001
3_gourmet_pos_55	0.625	0.375
3_gourmet_pos_56	0.125	0.25
3_gourmet_pos_57	0.25	0.34375
3_gourmet_pos_58	0.001	0.001
3_gourmet_pos_59	0.2916666666666667	0.2916666666666667
3_gourmet_pos_60	0.125	0.25
3_gourmet_pos_61	0.4375	0.1875
3_gourmet_pos_62	0.125	0.25
3_gourmet_pos_63	0.001	0.001
