19_cell_neg_5	19_cell_neg_6
8_cell_neg_50	8_cell_neg_51
20_cell_pos_1	20_cell_pos_2
20_cell_pos_40	20_cell_pos_41
20_cell_pos_68	20_cell_pos_69
9_cell_pos_44	9_cell_pos_45
9_cell_pos_92	9_cell_pos_93
4_gourmet_neg_37	4_gourmet_neg_38
8_kitchen_neg_27	8_kitchen_neg_28
8_kitchen_neg_34	8_kitchen_neg_35
8_kitchen_neg_35	8_kitchen_neg_36
9_kitchen_neg_27	9_kitchen_neg_28
9_kitchen_neg_34	9_kitchen_neg_35
9_kitchen_neg_35	9_kitchen_neg_36
4_kitchen_pos_85	4_kitchen_pos_86
9_kitchen_pos_5	9_kitchen_pos_6
9_kitchen_pos_16	9_kitchen_pos_17
9_kitchen_pos_21	9_kitchen_pos_22
9_kitchen_pos_35	9_kitchen_pos_36
