8_kitchen_neg_1	0.375	0.34375
8_kitchen_neg_2	0.625	0.375
8_kitchen_neg_3	0.001	0.001
8_kitchen_neg_4	0.4375	0.25
8_kitchen_neg_5	0.4375	0.525
8_kitchen_neg_6	0.001	0.25
8_kitchen_neg_7	0.001	0.001
8_kitchen_neg_8	0.001	0.875
8_kitchen_neg_9	0.1875	0.25
8_kitchen_neg_10	0.001	0.001
8_kitchen_neg_11	0.16666666666666666	0.2916666666666667
8_kitchen_neg_12	0.25	0.001
8_kitchen_neg_13	0.25	0.125
8_kitchen_neg_14	0.75	0.20833333333333334
8_kitchen_neg_15	0.34375	0.16666666666666666
8_kitchen_neg_16	0.001	0.001
8_kitchen_neg_17	0.001	0.001
8_kitchen_neg_18	0.4375	0.001
8_kitchen_neg_19	0.001	0.001
8_kitchen_neg_20	0.25	0.001
8_kitchen_neg_21	0.001	0.25
8_kitchen_neg_22	0.125	0.001
8_kitchen_neg_23	0.001	0.001
8_kitchen_neg_24	0.001	0.001
8_kitchen_neg_25	0.25	0.25
8_kitchen_neg_26	0.5	0.001
8_kitchen_neg_27	0.125	0.2916666666666667
8_kitchen_neg_28	0.625	0.001
8_kitchen_neg_29	0.001	0.001
8_kitchen_neg_30	0.3125	0.3125
8_kitchen_neg_31	0.001	0.001
8_kitchen_neg_32	0.25	0.375
8_kitchen_neg_33	0.001	0.5625
8_kitchen_neg_34	0.3333333333333333	0.25
8_kitchen_neg_35	0.25	0.001
8_kitchen_neg_36	0.5	0.001
8_kitchen_neg_37	0.125	0.5
8_kitchen_neg_38	0.375	0.25
8_kitchen_neg_39	0.001	0.001
8_kitchen_neg_40	0.001	0.001
8_kitchen_neg_41	0.001	0.001
8_kitchen_neg_42	0.125	0.001
8_kitchen_neg_43	0.125	0.125
8_kitchen_neg_44	0.001	0.125
