 1_cell_neg_3	negative	0.125	0.25	There  are  many  pros  and  cons  about  this  device  and  the  service  that  it  is  shackled  to  . 
 1_cell_neg_4	negative	0.125	0.25	I  will  break  it  down  to  Hardware  ,  Software  and  Cell  Phone  Service  Provider  . 
 1_cell_neg_5	positive	0.0001	0.0001	Hardware  Pro  's  : 
 1_cell_neg_6	positive	0.125	0.4166666666666667	A  lot  has  been  written  about  this  aspect  of  the  device  ,  so  I  `  ll  keep  this  to  a  minimum  -  The  best  form  factor 
 1_cell_neg_7	positive	0.0001	0.0001	I  `  ve  ever  seen  . 
 1_cell_neg_8	positive	0.0001	0.0001	This  device  provides  you  the  power  of  a  Blackberry  without  the  bulky  hardware 
 1_cell_neg_9	positive	0.125	0.0001	so  I  can  put  it  in  my  pocket  comfortably 
 1_cell_neg_10	positive	0.3333333333333333	0.25	and  not  have  to  look  like  a  geek  with  the  belt  holster  . 
 1_cell_neg_11	positive	0.125	0.25	-  A  key  selling  point  for  me  was  the  combined  Bluetooth  ,  Wi-Fi  and  quad-band  connectivity 
 1_cell_neg_12	positive	0.0001	0.3125	that  enabled  me  to  connect  a  wireless  headset  ,  cruise  web  pages 
 1_cell_neg_13	positive	0.0001	0.25	and  have  access 
 1_cell_neg_14	positive	0.0001	0.0001	to  email 
 1_cell_neg_15	positive	0.0001	0.0001	when  in  the  US  or  Europe  . 
 1_cell_neg_16	positive	0.125	0.3125	-  The  phone  quality  is  excellent  . 
 1_cell_neg_17	positive	0.1875	0.4375	-  The  keyboard  layout  is  excellent  and  easy  to  use  for  medium  sized  emails  . 
 1_cell_neg_18	positive	0.125	0.25	-  The  battery  life  is  great 
 1_cell_neg_19	positive	0.375	0.3125	when  Wi-Fi  is  not  enabled  and  adequate 
 1_cell_neg_20	positive	0.125	0.25	when  it  is  . 
 1_cell_neg_21	positive	0.375	0.0001	-LRB-  I  `  ve  rarely  struggled  with  a  dying  battery  .  -RRB-  Stand-by 
 1_cell_neg_22	positive	0.125	0.25	power  management  appears  to  be  excellent  . 
 1_cell_neg_23	positive	0.1875	0.25	-  Charging  of  the  device  is  very  quick  . 
 1_cell_neg_24	positive	0.0001	0.0001	-  The  display  , 
 1_cell_neg_25	negative	0.375	0.0001	while  a  little  small  , 
 1_cell_neg_26	positive	0.21875	0.325	is  crystal  clear  and  surprisingly  easy  to  use  given  its  size  . 
 1_cell_neg_27	positive	0.16666666666666666	0.4	-  The  camera  is  pretty  good  and  it  's  been  really  great 
 1_cell_neg_28	positive	0.0001	0.0001	emailing  photo  's  to  people  as  I  'm  traveling  around  . 
 1_cell_neg_29	negative	0.0001	0.0001	After  all  of  the  cons 
 1_cell_neg_30	negative	0.0001	0.0001	that  you  `  ll  read  below  you 
 1_cell_neg_31	negative	0.0001	0.75	`  ll  wonder 
 1_cell_neg_32	negative	0.0001	0.0001	why  I  ever  bought  the  device 
 1_cell_neg_33	negative	0.125	0.0001	and  why  I  still  use  it  . 
 1_cell_neg_34	negative	0.125	0.25	Well  here  it  is  : 
 1_cell_neg_35	negative	0.25	0.3333333333333333	1  .  T-Mobile  locked  me  into  a  2  year  contract  on  a  very  expensive  device  . 
 1_cell_neg_36	positive	0.0001	0.25	2  .  It  has  great  hardware 
 1_cell_neg_37	positive	0.0001	0.0001	that  I  can  use  in  the  US  and  Europe  , 
 1_cell_neg_38	negative	0.125	0.125	I  'm  just  hoping 
 1_cell_neg_39	negative	0.0001	0.125	that  Microsoft  will  finally  get 
 1_cell_neg_40	negative	0.125	0.0001	it  right  . 
 1_cell_neg_41	negative	0.0001	0.0001	Hardware  Con  's 
 1_cell_neg_42	negative	0.125	0.25	-  The  touch  sensitive  volume  button  is  the  most  ill-conceived  feature 
 1_cell_neg_43	positive	0.0001	0.0001	I  `  ve  ever  seen  . 
 1_cell_neg_44	negative	0.0001	0.125	Even  after  playing  around  with  various  settings 
 1_cell_neg_45	negative	0.15625	0.20833333333333334	it  is  still  hard  to  quickly  set  the  volume  at  the  desired  level  . 
 1_cell_neg_46	negative	0.75	0.125	Even  worse  , 
 1_cell_neg_47	negative	0.375	0.0001	when  using  the  phone  your  ear  or  finger  can  inadvertently  hit  the  control 
 1_cell_neg_48	negative	0.0001	0.375	and  randomly  change  the  volume  . 
 1_cell_neg_49	negative	0.375	0.1875	-  The  TI  OMAP  850  at  201MHz  is  not  beefy  enough  for  the  software 
 1_cell_neg_50	negative	0.125	0.25	that  is  loaded  onto  the  device  . 
 1_cell_neg_51	negative	0.5	0.125	However  , 
 1_cell_neg_52	negative	0.3125	0.3125	the  blame  could  well  be  laid  at  Microsoft  's  door  for  writing  inefficient  code 
 1_cell_neg_53	negative	0.0001	0.25	and  having  poor  scheduling  software  between  tasks  and  applications  . 
 1_cell_neg_54	negative	0.1875	0.20833333333333334	Either  way  ,  performance  is  very  slow  for  some  basic  functions 
 1_cell_neg_55	negative	0.0001	0.0001	-LRB-  see  below  -RRB- 
 1_cell_neg_56	negative	0.0001	0.0001	and 
 1_cell_neg_57	negative	0.5	0.0001	I  'm  afraid 
 1_cell_neg_58	negative	0.2916666666666667	0.25	some  of  the  blame  needs  to  be  laid  at  the  choice  of  processor  . 
 1_cell_neg_59	positive	0.0001	0.0001	Software  Pro  's 
 1_cell_neg_60	negative	0.625	0.0001	-  Not  many 
 1_cell_neg_61	negative	0.5	0.625	that  really  come  to  mind  . 
 1_cell_neg_62	negative	0.0001	0.0001	Software  Con  's 
 1_cell_neg_63	negative	0.125	0.125	-LRB-  I  hope 
 1_cell_neg_64	negative	0.125	0.0001	you  `  re  sitting  comfortably  -RRB- 
 1_cell_neg_65	negative	0.0001	0.0001	- 
 1_cell_neg_66	negative	0.125	0.25	When  a  call  is  on  call 
 1_cell_neg_67	negative	0.16666666666666666	0.0001	waiting  the  phone  fails  to  give  an  option  to  the  user  to  select  which  call  to  take  and 
 1_cell_neg_68	negative	0.0001	0.25	which  call  to  put  on  hold  or  drop\/ignore  . 
 1_cell_neg_69	negative	0.0001	0.0001	On  the  occasions 
 1_cell_neg_70	negative	0.625	0.25	this  problem  has  occurred  with  me  the  call 
 1_cell_neg_71	negative	0.1875	0.25	that  is  dropped\/kept  appears  random  with  a  preference  to  switch  to  the  incoming  call  no  matter 
 1_cell_neg_72	negative	0.125	0.25	what  is  depressed  . 
 1_cell_neg_73	negative	0.4583333333333333	0.25	The  other  call  is  dropped  and  not  put  on  hold  . 
 1_cell_neg_74	negative	0.0001	0.0001	- 
 1_cell_neg_75	negative	0.125	0.25	When  a  call  is  incoming 
 1_cell_neg_76	negative	0.125	0.25	and  the  keyboard  is  locked  , 
 1_cell_neg_77	negative	0.125	0.25	if  the  user  depresses  the  green  phone  key  the  call  is  dropped  . 
 1_cell_neg_78	negative	0.125	0.4375	This  is  extremely  counter  intuitive  . 
 1_cell_neg_79	negative	0.2916666666666667	0.21875	"If  the  user  presses  anything  other  than  the  ""  answer  ""  key  the  call  is  dropped  and  sometimes  the  call  has  been  dropped  even "
 1_cell_neg_80	negative	0.125	0.25	"when  I  have  depressed  the  ""  answer  ""  key  . "
 1_cell_neg_81	negative	0.25	0.375	-  The  contacts  database  is  extremely  rudimentary  with  a  very  limited  number  of  views  and  filters 
 1_cell_neg_82	negative	0.125	0.25	that  can  be  used  . 
 1_cell_neg_83	negative	0.75	0.25	Even  worse  ,  upon  selection  ,  the  contacts  database  takes  between  5  and  8  seconds 
 1_cell_neg_84	negative	0.0001	0.0001	to  open  . 
 1_cell_neg_85	negative	0.0001	0.0001	Now  , 
 1_cell_neg_86	negative	0.125	0.28125	I  have  what  some  would  call  a  large  database  of  contacts  , 
 1_cell_neg_87	negative	0.0001	0.125	but  considering 
 1_cell_neg_88	negative	0.34375	0.625	that  the  Palm  OS  version  responded  immediately  with  a  far  more  sophisticated  use  model  this  excuse  does  not  wash  . 
 1_cell_neg_89	negative	0.75	0.0001	It  's  simply  a  poorly  architected  database  . 
 1_cell_neg_90	negative	0.125	0.3333333333333333	-  The  user  interface  for  entering  a  new  contact  is  rudimentary 
 1_cell_neg_91	negative	0.125	0.25	-LRB-  as  are  all  dialog  windows  on  this  device  .  -RRB- 
 1_cell_neg_92	negative	0.1875	0.3125	-  One  of  the  most  annoying  aspects  of  this  device  is  the  alarm  clock  . 
 1_cell_neg_93	negative	0.125	0.25	The  user  interface  looks  like  it  was  written  in  10  minutes 
 1_cell_neg_94	negative	0.3333333333333333	0.4375	and  was  clearly  not  verified  for  correctness  . 
 1_cell_neg_95	negative	0.25	0.20833333333333334	The  digital  watch  I  had  in  1982  had  the  same  degree  of  sophistication 
 1_cell_neg_96	negative	0.0001	0.0001	but  with  a  more  intuitive  use  model 
 1_cell_neg_97	negative	0.125	0.4375	and  was  more  thoroughly  debugged  . 
 1_cell_neg_98	negative	0.1875	0.25	First  of  all  ,  the  user  only  gets  to  select  a  time  and  if  the  alarm  is  on  or  off  . 
 1_cell_neg_99	negative	0.0001	0.0001	From  the  interface 
 1_cell_neg_100	negative	0.3125	0.375	you  would  assume  you  could  only  set  a  single  alarm  .  .  . 
 1_cell_neg_101	negative	0.125	0.375	if  only  it  were  that  obvious  . 
 1_cell_neg_102	negative	0.125	0.4166666666666667	The  best  way  to  explain  this  buggy  piece  of  software  is  with  an  example  : 
 1_cell_neg_103	negative	0.25	0.375	I  set  the  alarm  for  6am  ; 
 1_cell_neg_104	negative	0.25	0.375	the  next  day  the  alarm  goes  off  at  6am  . 
 1_cell_neg_105	negative	0.25	0.375	That  day  I  set  the  alarm  for  7am  - 
 1_cell_neg_106	negative	0.25	0.375	the  following  day  the  alarm  goes  off  at  6am  and  7am  . 
 1_cell_neg_107	negative	0.25	0.25	The  next  day  I  set  the  alarm  for  7:30  am  and  you  guessed  it  , 
 1_cell_neg_108	negative	0.25	0.4375	the  alarm  now  goes  off  three  times  . 
 1_cell_neg_109	negative	0.125	0.375	The  best  that  I  `  ve  been  able  to  deduce 
 1_cell_neg_110	negative	0.0001	0.25	-LRB-  of  course  ,  this  type  of  behavior 
 1_cell_neg_111	negative	0.375	0.1875	is  not  documented  in  the  user  manual 
 1_cell_neg_112	negative	0.0001	0.0001	that  comes  with  the  device  -RRB- 
 1_cell_neg_113	negative	0.125	0.3333333333333333	"is  that  the  user  has  to  actively  select  ""  off  ""  for  the  current  setting "
 1_cell_neg_114	negative	0.0001	0.375	"before  setting  ""  on  ""  for  the  new  time  . "
 1_cell_neg_115	negative	0.175	0.296875	But  there  is  no  indication  of  what  alarms  are  set  ,  so  after  a  while  or  a  particularly  busy  week  you  can  loose  track  of  what  's  set  and  what  is  n't  .  .  .  the  only  way  to  clear  all  of  the  alarms 
 1_cell_neg_116	negative	0.3333333333333333	0.25	that  have  been  set  is  a  hard  re-boot  . 
 1_cell_neg_117	negative	0.125	0.3125	-  The  calculator  is  a  joke  . 
 1_cell_neg_118	negative	0.125	0.25	If  this  took  an  engineer  10  minutes  to  write  they  should  be  fired  . 
 1_cell_neg_119	negative	0.0001	0.625	A  calculator  watch  in  the  '  80  's  had  more  sophisticated  features  . 
 1_cell_neg_120	negative	0.375	0.25	The  user  interface  is  so  bad 
 1_cell_neg_121	negative	0.75	0.0001	it  's  hard  to  describe  it  in  words  . 
 1_cell_neg_122	negative	0.625	0.5	-  Microsoft  truly  does  not  understand 
 1_cell_neg_123	negative	0.0001	0.125	how  a  user  would  like  to  use  the  device 
 1_cell_neg_124	negative	0.25	0.0001	and  instead  insists  on  using  the  same  usage  model 
 1_cell_neg_125	negative	0.625	0.0001	that  they  `  ve  inflicted  upon  us  since  Windows  95  . 
 1_cell_neg_126	negative	0.125	0.25	Most  features  or  function  have  to  be  navigated  through  the  Start  menu  button  . 
 1_cell_neg_127	negative	0.125	0.25	Applications  are  nested  and  features  are  hidden  behind  several  annoying  menu  selections  . 
 1_cell_neg_128	negative	0.125	0.1875	Some  features  are  simply  hard  to  find  , 
 1_cell_neg_129	negative	0.0001	0.625	but  should  it  really  take  so  many  menu  selections 
 1_cell_neg_130	negative	0.0001	0.0001	to  find  common  tools  or  applications  ? 
 1_cell_neg_131	negative	0.16666666666666666	0.2916666666666667	-  The  use  of  alarms  or  reminders  is  ambiguous  - 
 1_cell_neg_132	negative	0.0001	0.0001	"to  put  the  device  in  ""  Silent  ""  mode  , "
 1_cell_neg_133	negative	0.25	0.375	but  leave  alarms  on 
 1_cell_neg_134	negative	0.1875	0.2916666666666667	because  you  want  to  sleep  and  only  want  your  alarm  to  wake 
 1_cell_neg_135	negative	0.0001	0.0001	you 
 1_cell_neg_136	negative	0.0001	0.0001	up  ,  for  example  , 
 1_cell_neg_137	negative	0.625	0.0001	does  not  work  . 
 1_cell_neg_138	negative	0.3125	0.3125	Calendar  reminders  will  be  active 
 1_cell_neg_139	negative	0.1875	0.3125	as  they  are  assigned  the  alarm  property  instead  of  their  own  or  the  notification  property  . 
 1_cell_neg_140	negative	0.125	0.25	The  only  way  around  this  is  to  cancel  reminders  for  all  day  events  .  .  . 
 1_cell_neg_141	negative	0.125	0.5	otherwise 
 1_cell_neg_142	negative	0.25	0.25	you  get  an  alarm  at  midnight  . 
 1_cell_neg_143	negative	0.0001	0.0001	-  So  , 
 1_cell_neg_144	negative	0.0001	0.0001	on  my  Nokia  phone  a  thousand  years  ago  , 
 1_cell_neg_145	negative	0.375	0.25	when  I  went  to  Europe  my  phone  would  have  a  simple  selection  for  the  new  frequency 
 1_cell_neg_146	negative	0.25	0.25	I  needed 
 1_cell_neg_147	negative	0.0001	0.0001	once  landed  . 
 1_cell_neg_148	negative	0.0001	0.375	The  phone  would  then  automatically  connect  to  the  provider  available  . 
 1_cell_neg_149	positive	0.125	0.375	It  was  n't  completely  automatic  , 
 1_cell_neg_150	negative	0.25	0.1875	but  the  user  interaction  was  simple  and  intuitive  . 
 1_cell_neg_151	negative	0.625	0.375	Not  with  the  Dash  . 
 1_cell_neg_152	negative	0.5	0.25	First  of  all  T-Mobile  does  n't  help  by  keeping  a  radio  button  on  your  online  account  that  you  have  to  select  to  enable  international  roaming  . 
 1_cell_neg_153	negative	0.125	0.3125	The  feature  is  free 
 1_cell_neg_154	negative	0.625	0.0001	so  why  not  add  a  selection  anyway  ? 
 1_cell_neg_155	negative	0.0001	0.0001	All  you  know 
 1_cell_neg_156	negative	0.1875	0.16666666666666666	when  you  get  to  your  destination  is  that  your  phone  wo  n't  connect  to  the  local  network  no  matter 
 1_cell_neg_157	negative	0.0001	0.0001	what  you  do  . 
 1_cell_neg_158	negative	0.0001	0.0001	Now  , 
 1_cell_neg_159	negative	0.375	0.0001	assuming 
 1_cell_neg_160	negative	0.0001	0.0001	that  you  worked  this  out  , 
 1_cell_neg_161	negative	0.2916666666666667	0.3333333333333333	you  are  now  faced  with  the  challenge  of  actually  connecting  to  the  local  provider  's  network  . 
 1_cell_neg_162	negative	0.125	0.25	On  my  Blackberry  this  was  automatic  , 
 1_cell_neg_163	negative	0.0001	0.0001	but  of  course  with  Microsoft 
 1_cell_neg_164	negative	0.375	0.25	there  are  selections  to  make  ,  searches  to  activate  and  various  other  contortions 
 1_cell_neg_165	negative	0.1875	0.25	that  need  to  be  gone  through  before  you  connect  to  the  provider  of  choice  . 
 1_cell_neg_166	negative	0.375	0.125	Assuming  that  you  get 
 1_cell_neg_167	negative	0.0001	0.0001	connected  at  all  . 
 1_cell_neg_168	negative	0.0001	0.0001	-  ActiveSync  : 
 1_cell_neg_169	negative	0.375	0.25	This  is  the  most  annoying  piece  of  software  in  that  it  just  does  not  work  . 
 1_cell_neg_170	negative	0.375	0.0001	Worse  still  , 
 1_cell_neg_171	negative	0.4583333333333333	0.0001	when  it  does  not  work  it  gives  a  cryptic  error  message 
 1_cell_neg_172	negative	0.4166666666666667	0.25	stating  that  an  error  has  occurred  and  some  data  will  be  lost  next  time  you  perform  synchronization  . 
