 9_cell_neg_3	negative	0.0001	0.0001	Work  issued  this 
 9_cell_neg_4	negative	0.0001	0.0001	and  took  away  the  Blackberry 
 9_cell_neg_5	negative	0.0001	0.0001	and  I  'm  stuck  with  it  . 
 9_cell_neg_6	negative	0.125	0.25	All  I  can  do  is  whine  on  the  Internet  ,  so  here  it  goes  . 
 9_cell_neg_7	negative	0.0001	0.125	The  more  I  use  the  thing  the  less  I  like  it  . 
 9_cell_neg_8	negative	0.625	0.75	Here  's  my  list  ,  good  and  bad  . 
 9_cell_neg_9	negative	0.0001	0.0001	\*  Battery  life  -  attrocious  . 
 9_cell_neg_10	negative	0.375	0.375	Use  the  extended  battery  ,  throw  away  the  standard  one  . 
 9_cell_neg_11	negative	0.0001	0.0001	Trust  me  . 
 9_cell_neg_12	negative	0.0001	0.0001	Grade  : 
 9_cell_neg_13	negative	0.25	0.125	D  . 
 9_cell_neg_14	negative	0.0001	0.0001	\*  Navigation  -  cumbersome  . 
 9_cell_neg_15	negative	0.25	0.1875	The  keys  are  too  small  , 
 9_cell_neg_16	negative	0.0001	0.125	the  5-way  nav  with  buttons  get 
 9_cell_neg_17	negative	0.0001	0.125	pressed  accidentally  . 
 9_cell_neg_18	positive	0.0001	0.25	Workable  if  you  do  n't  have  huge  hands  . 
 9_cell_neg_19	negative	0.0001	0.0001	Grade  : 
 9_cell_neg_20	positive	0.0001	0.0001	B 
 9_cell_neg_21	negative	0.0001	0.0001	\*  Windows  Mobile  - 
 9_cell_neg_22	negative	0.75	0.0001	I  hate  it  . 
 9_cell_neg_23	negative	0.625	0.0001	Why  do  applications  not  quit 
 9_cell_neg_24	negative	0.0001	0.0001	when  you  end  them  ? 
 9_cell_neg_25	negative	0.0001	0.0001	Instead  they  stay  memory  resident 
 9_cell_neg_26	negative	0.0001	0.25	and  you  have  to  manually  cancel  them  using  the  task  manager  . 
 9_cell_neg_27	negative	0.125	0.25	The  menu  is  pre-loaded  with  goodies 
 9_cell_neg_28	negative	0.0001	0.0001	to  buy  from  Cingular  , 
 9_cell_neg_29	negative	0.25	0.625	how  convenient  . 
 9_cell_neg_30	negative	0.0001	0.0001	Grade  : 
 9_cell_neg_31	negative	0.375	0.25	C  +  if  you  bother  to  learn  the  shortcut  keys  . 
 9_cell_neg_32	negative	0.125	0.25	\*  Java  is  broken  , 
 9_cell_neg_33	negative	0.0001	0.0001	Google  email  does  n't  work  . 
 9_cell_neg_34	positive	0.0001	0.375	Maps  DOES  work  with  the  new  version  ,  thankfully  . 
 9_cell_neg_35	negative	0.0001	0.0001	Grade  : 
 9_cell_neg_36	negative	0.0001	0.0001	C  . 
 9_cell_neg_37	negative	0.25	0.25	\*  No  standard  headphone  jack  . 
 9_cell_neg_38	negative	0.0001	0.0001	HELLO  ?  ? 
 9_cell_neg_39	negative	0.125	0.25	This  is  suppose  to  be  an  MP3  player  ,  right  ? 
 9_cell_neg_40	negative	0.0001	0.0001	Somebody  explain  to  me 
 9_cell_neg_41	negative	0.125	0.25	why  this  is  OK  . 
 9_cell_neg_42	negative	0.0001	0.0001	Grade  : 
 9_cell_neg_43	negative	0.0001	0.0001	F  . 
 9_cell_neg_44	positive	0.0001	0.375	\*  Phone  quality  -  Grade  A  . 
 9_cell_neg_45	positive	0.0001	0.25	Yes  , 
 9_cell_neg_46	positive	0.0001	0.25	they  did  something  right  . 
 9_cell_neg_47	positive	0.125	0.3333333333333333	The  phone  works  great  ,  reception  is  great  ,  speakerphone  is  great  . 
 9_cell_neg_48	positive	0.125	0.25	Bluetooth  is  great  . 
 9_cell_neg_49	positive	0.125	0.25	\*  Outlook  &  email  -  This  is  workable  , 
 9_cell_neg_50	negative	0.0001	0.0001	but  difficult  . 
 9_cell_neg_51	positive	0.0001	0.0001	You  can  write  an  email  , 
 9_cell_neg_52	positive	0.0001	0.0001	you  can  edit  your  schedule  and  tasks  , 
 9_cell_neg_53	negative	0.4375	0.625	but  it  's  not  easy  . 
