negative	0.0001	0.0001	Work  issued  this 
negative	0.0001	0.0001	and  took  away  the  Blackberry 
negative	0.0001	0.0001	and  I  'm  stuck  with  it  . 
negative	0.125	0.25	All  I  can  do  is  whine  on  the  Internet  ,  so  here  it  goes  . 
negative	0.0001	0.125	The  more  I  use  the  thing  the  less  I  like  it  . 
negative	0.625	0.75	Here  's  my  list  ,  good  and  bad  . 
negative	0.0001	0.0001	\*  Battery  life  -  attrocious  . 
negative	0.375	0.375	Use  the  extended  battery  ,  throw  away  the  standard  one  . 
negative	0.0001	0.0001	Trust  me  . 
negative	0.0001	0.0001	Grade  : 
negative	0.25	0.125	D  . 
negative	0.0001	0.0001	\*  Navigation  -  cumbersome  . 
negative	0.25	0.1875	The  keys  are  too  small  , 
negative	0.0001	0.125	the  5-way  nav  with  buttons  get 
negative	0.0001	0.125	pressed  accidentally  . 
positive	0.0001	0.25	Workable  if  you  do  n't  have  huge  hands  . 
negative	0.0001	0.0001	Grade  : 
positive	0.0001	0.0001	B 
negative	0.0001	0.0001	\*  Windows  Mobile  - 
negative	0.75	0.0001	I  hate  it  . 
negative	0.625	0.0001	Why  do  applications  not  quit 
negative	0.0001	0.0001	when  you  end  them  ? 
negative	0.0001	0.0001	Instead  they  stay  memory  resident 
negative	0.0001	0.25	and  you  have  to  manually  cancel  them  using  the  task  manager  . 
negative	0.125	0.25	The  menu  is  pre-loaded  with  goodies 
negative	0.0001	0.0001	to  buy  from  Cingular  , 
negative	0.25	0.625	how  convenient  . 
negative	0.0001	0.0001	Grade  : 
negative	0.375	0.25	C  +  if  you  bother  to  learn  the  shortcut  keys  . 
negative	0.125	0.25	\*  Java  is  broken  , 
negative	0.0001	0.0001	Google  email  does  n't  work  . 
positive	0.0001	0.375	Maps  DOES  work  with  the  new  version  ,  thankfully  . 
negative	0.0001	0.0001	Grade  : 
negative	0.0001	0.0001	C  . 
negative	0.25	0.25	\*  No  standard  headphone  jack  . 
negative	0.0001	0.0001	HELLO  ?  ? 
negative	0.125	0.25	This  is  suppose  to  be  an  MP3  player  ,  right  ? 
negative	0.0001	0.0001	Somebody  explain  to  me 
negative	0.125	0.25	why  this  is  OK  . 
negative	0.0001	0.0001	Grade  : 
negative	0.0001	0.0001	F  . 
positive	0.0001	0.375	\*  Phone  quality  -  Grade  A  . 
positive	0.0001	0.25	Yes  , 
positive	0.0001	0.25	they  did  something  right  . 
positive	0.125	0.3333333333333333	The  phone  works  great  ,  reception  is  great  ,  speakerphone  is  great  . 
positive	0.125	0.25	Bluetooth  is  great  . 
positive	0.125	0.25	\*  Outlook  &  email  -  This  is  workable  , 
negative	0.0001	0.0001	but  difficult  . 
positive	0.0001	0.0001	You  can  write  an  email  , 
positive	0.0001	0.0001	you  can  edit  your  schedule  and  tasks  , 
negative	0.4375	0.625	but  it  's  not  easy  . 
negative	0.0001	0.0001	If  Blackberry  gets  and   A 
negative	0.0001	0.0001	-LRB-  and  it  does  -RRB-  , 
negative	0.0001	0.125	Blackjack  gets  a  C  . 
negative	0.0001	0.0001	It  does  n't  synch  notes  ,  so  if  you  `  re  an  Outlook  Notes  person 
negative	0.625	0.0001	you  `  re  just  left  out  ,  sorry  . 
negative	0.0001	0.0001	Why  ?  ? 
positive	0.0001	0.5625	\*  Hardware  quality  -  Very  good  ,  B  +  . 
positive	0.25	0.375	The  thing  really  feels  solidly  built  . 
positive	0.125	0.5625	The  screen  is  vibrant  and  attractive  . 
positive	0.125	0.0001	The  camera  seems  to  work  fine  , 
positive	0.0001	0.0001	although  I  may  use  it  twice  per  year  . 
negative	0.0001	0.0001	In  short  , 
negative	0.0001	0.3333333333333333	if  you  really  want  to  get  work 
negative	0.0001	0.0001	done  on  your  phone  get  a  Blackberry  . 
negative	0.0001	0.25	If  you  want  a  phone 
negative	0.75	0.0001	that  does  a  lot  of  things  poorly 
positive	0.0001	0.875	but  looks  nice  , 
negative	0.125	0.25	this  could  be  the  one  for  you  . 
positive	0.125	0.20833333333333331	My  previous  phone  was  the  Motorola  V60i  with  a  monochrome  screen  with  Cingular  ,  so  I  am  still  getting 
positive	0.375	0.4375	used  to  all  the  differences  in  phone  capabilities 
positive	0.25	0.1875	and  have  barely  scratched  the  surface  of  what  the  i560  can  do  . 
positive	0.0001	0.0001	Here  's  a  breakdown  of  the  pros  and  cons  so  far 
positive	0.0001	0.0001	-LRB-  after  a  week  -RRB-  . 
positive	0.0001	0.0001	PROS 
positive	0.0001	0.625	-LRB-  in  order  of  coolness  ,  best  first  -RRB-  : 
positive	0.1875	0.28125	1  .  Nextel  's  Direct  Connect  is  amazingly  fast  and  their  network  very  clear  . 
positive	0.25	0.25	2  .  Any  call  ,  either  DirectConnect  or  regular  call  can  be  made  with  the  flip  open  or  closed  . 
positive	0.0001	0.0001	You  can  scroll  through  recent  calls  with  the  flip  closed  and  call  any  of  them  . 
positive	0.0001	0.0001	3  .  If  you  `  re  concerned  about  radio 
positive	0.0001	0.5	-LRB-  RF  -RRB-  radiation 
positive	0.125	0.20833333333333331	-  and  you  should  be  even  though  nobody  talks  about  it  anymore  ,  this  phone  has  the  extendable  antenna 
positive	0.0001	0.125	to  get  the  transmission  point  further  away  from  you 
positive	0.0001	0.0001	-LRB-  and  improves  the  transmission  -RRB-  . 
positive	0.125	0.3125	4  .  The  speakerphone  is  as  loud 
positive	0.1875	0.25	as  you  need  it  to  be  , 
positive	0.0001	0.125	even  at  dinning  room  table  with  the  TV  on  and  the  sound 
positive	0.0001	0.0001	patched  through  the  stereo  system 
positive	0.25	0.1875	-LRB-  very  impressive  -RRB-  . 
positive	0.125	0.25	There  is  virtually  no  lag  in  the  switch  between  listening  and  speaking  using  the  speakerphone 
positive	0.0001	0.0001	-LRB-  full  duplex  -RRB-  . 
positive	0.0001	0.0001	You  can  also  turn  its  volume  down 
positive	0.5	0.25	to  a  whisper  if  you  want  to  . 
positive	0.0001	0.0001	5  . 
negative	0.25	0.25	The  phone  is  a  little  wider  than  some  phones 
negative	0.0001	0.0001	-LRB-  like  the  V60  -RRB-  , 
positive	0.20833333333333331	0.25	but  is  very  light  . 
positive	0.75	0.0001	Yet  the  phone  meets  the  tough  Military  specs  . 
positive	0.25	0.5	6  .  Rubberized  grips  on  the  phone  make  it  easy  to  grip 
positive	0.0001	0.5	and  dial  with  one  hand 
positive	0.75	0.2916666666666667	and  phone  has  a  comfortable  feel  in  my  medium-sized  hand  . 
positive	0.5	0.1875	Phone  has  slight  hourglass 
negative	0.0001	0.0001	shape 
positive	0.125	0.0001	-LRB-  wider  at  the  bottom  -RRB- 
positive	0.0001	0.5	to  fit  nicely  into  the  hand  . 
positive	0.0001	0.0001	7  . 
positive	0.0001	0.125	Charger  charges  the  battery  FAST  .  .  . 
positive	0.0001	0.0001	MUCH  faster  than  my  V60  ever  charged  . 
positive	0.375	0.3125	8  .  Phone  has  all  the  standard  stuff 
positive	0.0001	0.5	I  love  and  could  n't  live  without  : 
