6_cell_neg_2	I  ordered  a  VOX  8610  on  1/22/2007  online  thru  Virgin  Mobile  . 	0.125	0.0001
6_cell_neg_3	The  phone  would  n't  charge  . 	0.0001	0.0001
6_cell_neg_4	I  called  customer  service 	0.0001	0.25
6_cell_neg_5	and  explained  the  problem  . 	0.625	0.25
6_cell_neg_6	They  said 	0.0001	0.0001
6_cell_neg_7	did 	0.0001	0.0001
6_cell_neg_8	I  want  a  charger  or  another  phone  . 	0.0001	0.1875
6_cell_neg_9	I  replied  that  I  could  not  tell  if  it  was  the  charger  or  the  phone 	0.3333333333333333	0.1875
6_cell_neg_10	that  was  at  fault  so  please  send  a  new  kit  . 	0.375	0.4166666666666667
6_cell_neg_11	I  received  a  phone 	0.0001	0.0001
6_cell_neg_12	but  not  a  charger 	0.625	0.125
6_cell_neg_13	and  it  also  would  n't  charge  . 	0.0001	0.0001
6_cell_neg_14	I  called  customer  service 	0.0001	0.25
6_cell_neg_15	and  explained 	0.0001	0.25
6_cell_neg_16	the  issue 	0.0001	0.125
6_cell_neg_17	and 	0.0001	0.0001
6_cell_neg_18	it  must  be  the  charger  at  fault  . 	0.375	0.1875
6_cell_neg_19	The  rep  said 	0.0001	0.0001
6_cell_neg_20	they  would  not  send  a  new  charger  , 	0.625	0.25
6_cell_neg_21	that  I  would  have  to  purchase  one  . 	0.0001	0.25
6_cell_neg_22	I  said 	0.0001	0.0001
6_cell_neg_23	this  did  n't  make  any  sense  , 	0.0001	0.375
6_cell_neg_24	according  to  the  offer 	0.0001	0.0001
6_cell_neg_25	I  could  return  the  phone  for  a  full  refund 	0.0001	0.0001
6_cell_neg_26	and  does  that  mean 	0.0001	0.0001
6_cell_neg_27	that  to  get  a  new  phone 	0.0001	0.25
6_cell_neg_28	and  charge  I  need 	0.25	0.25
6_cell_neg_29	to  return  the  phones  for  a  refund 	0.0001	0.0001
6_cell_neg_30	and  then  order  another  one  to  get  a  charger  ? 	0.0001	0.125
6_cell_neg_31	The  support  rep  said 	0.0001	0.0001
6_cell_neg_32	yes  and  that  I  had  to  make  up  my  mind  -  either  return  the  phone  or  purchase  a  charger  . 	0.0001	0.1875
6_cell_neg_33	I  asked  to  speak  to  a  supervisor  . 	0.0001	0.0001
6_cell_neg_34	The  customer  support  rep  kept 	0.0001	0.0001
6_cell_neg_35	going  off  line 	0.0001	0.0001
6_cell_neg_36	-LRB-  to  talk  to  someone  ?  -RRB- 	0.0001	0.0001
6_cell_neg_37	but  refused  or  could  n't  get  a  supervisor 	0.375	0.125
6_cell_neg_38	to  talk  to  me  . 	0.0001	0.0001
6_cell_neg_39	She  then  asked  for  the  ESN  number  of  the  phone  . 	0.375	0.0001
6_cell_neg_40	When  I  said 	0.0001	0.0001
6_cell_neg_41	I  did  n't  know 	0.0001	0.0001
6_cell_neg_42	what  an  '  ESN  '  number  she  indignantly  explained 	0.375	0.25
6_cell_neg_43	that  it  was  like  a  serial  number  on  the  back  of  the  phone  . 	0.25	0.25
6_cell_neg_44	I  'm  not  clear 	0.625	0.5
6_cell_neg_45	why  she  needed  this  , 	0.25	0.25
6_cell_neg_46	since  I  have  n't  activated  the  phone 	0.0001	0.25
6_cell_neg_47	and  I  already  referenced  the  order 	0.0001	0.125
6_cell_neg_48	-LRB-  vmu  -RRB-  number  . 	0.375	0.0001
6_cell_neg_49	At  any  rate  I  had  been  on  the  phone  now  for  over  40  min  with  the  support  rep 	0.125	0.25
6_cell_neg_50	-LRB-  obviously  not  very  cost  effective  for  virgin  mobile  -RRB- 	0.28125	0.3333333333333333
6_cell_neg_51	and  at  least  she  was  trying  to  track  down  some  info  -  or  so  I  thought  -  she  finally  came  back  on  line 	0.125	0.25
