1_kitchen_neg_1	negative	False	1_kitchen_neg_0	Within a few weeks of purchase
1_kitchen_neg_2	negative	False	1_kitchen_neg_1	the teflon in the Zojirushi pan started to blister and flake off .
1_kitchen_neg_3	negative	False	1_kitchen_neg_2	This is NOT the result of customer abuse but a manufacturing defect .
1_kitchen_neg_4	negative	False	1_kitchen_neg_3	This is my third -LRB- and final -RRB-
1_kitchen_neg_5	negative	False	1_kitchen_neg_4	bread machine .
1_kitchen_neg_6	negative	False	1_kitchen_neg_5	The first two were Breadman Ultimates .
1_kitchen_neg_7	negative	False	1_kitchen_neg_6	I should note that I make bread in the machine about 6 times a week on average , pretty much every morning .
1_kitchen_neg_8	negative	False	1_kitchen_neg_7	The first Breadman worked for over a year until the teflon in the pan started to fail .
1_kitchen_neg_9	negative	False	1_kitchen_neg_8	This was probably my fault for allowing the pan
1_kitchen_neg_10	negative	False	1_kitchen_neg_9	to soak for extended periods of time
1_kitchen_neg_11	negative	False	1_kitchen_neg_10	-LRB- water can get behind the teflon
1_kitchen_neg_12	negative	False	1_kitchen_neg_11	and ruin the bond -RRB- .
1_kitchen_neg_13	negative	False	1_kitchen_neg_12	I bought an new Breadman Ultimate
1_kitchen_neg_14	negative	False	1_kitchen_neg_13	because the entire machine was only slightly more than the pan alone and the old machine was starting to have mechanical problems .
1_kitchen_neg_15	negative	False	1_kitchen_neg_14	This time I took extremely good care of the pan
1_kitchen_neg_16	negative	False	1_kitchen_neg_15	-LRB- letting it cool down , no soaking -RRB-
1_kitchen_neg_17	negative	False	1_kitchen_neg_16	because it 's clearly the weak link in the system .
1_kitchen_neg_18	negative	False	1_kitchen_neg_17	Within 8 months the stirring shaft that drives the paddle in the pan simply fell out .
1_kitchen_neg_19	negative	False	1_kitchen_neg_18	Whatever the detente mechanism was that holds the shaft to the pan failed ,
1_kitchen_neg_20	negative	False	1_kitchen_neg_19	making the machine useless .
1_kitchen_neg_21	negative	False	1_kitchen_neg_20	Currently it does n't seem very easy
1_kitchen_neg_22	negative	False	1_kitchen_neg_21	-LRB- or even possible -RRB-
1_kitchen_neg_23	negative	False	1_kitchen_neg_22	to buy a replacement pan for the Breadman .
1_kitchen_neg_24	negative	False	1_kitchen_neg_23	At this point I was done with the Breadman .
1_kitchen_neg_25	negative	False	1_kitchen_neg_24	Much as I did n't want to spring for the extra money for the Zojirushi ,
1_kitchen_neg_26	negative	False	1_kitchen_neg_25	and realizing
1_kitchen_neg_27	negative	False	1_kitchen_neg_26	that my default augmented
1_kitchen_neg_28	positive	False	1_kitchen_neg_27	sourdough recipe probably would n't work the same in the new machine ,
1_kitchen_neg_29	positive	False	1_kitchen_neg_28	I did n't see an alternative
1_kitchen_neg_30	positive	False	1_kitchen_neg_29	and got one .
1_kitchen_neg_31	negative	False	1_kitchen_neg_30	Within 3 weeks the teflon in the Zoji pan formed two blisters .
1_kitchen_neg_32	negative	False	1_kitchen_neg_31	One is bit
1_kitchen_neg_33	negative	False	1_kitchen_neg_32	smaller than a dime and all the teflon at this spot has flaked off ;
1_kitchen_neg_34	negative	False	1_kitchen_neg_33	the other spot is blistering
1_kitchen_neg_35	negative	False	1_kitchen_neg_34	but the teflon is still intact .
