11_gourmet_pos_1	0.001
11_gourmet_pos_2	0.25
11_gourmet_pos_3	0.375
11_gourmet_pos_4	0.001
11_gourmet_pos_5	0.25
11_gourmet_pos_6	0.001
11_gourmet_pos_7	0.25
11_gourmet_pos_8	0.375
11_gourmet_pos_9	0.125
11_gourmet_pos_10	0.25
11_gourmet_pos_11	0.1875
11_gourmet_pos_12	0.001
11_gourmet_pos_13	0.001
11_gourmet_pos_14	0.001
11_gourmet_pos_15	0.25
11_gourmet_pos_16	0.375
11_gourmet_pos_17	0.2916666666666667
11_gourmet_pos_18	0.001
11_gourmet_pos_19	0.125
11_gourmet_pos_20	0.21875
11_gourmet_pos_21	0.001
11_gourmet_pos_22	0.001
11_gourmet_pos_23	0.001
11_gourmet_pos_24	0.001
11_gourmet_pos_25	0.001
11_gourmet_pos_26	0.001
11_gourmet_pos_27	0.001
11_gourmet_pos_28	0.001
11_gourmet_pos_29	0.001
11_gourmet_pos_30	0.1875
11_gourmet_pos_31	0.625
11_gourmet_pos_32	0.125
11_gourmet_pos_33	0.001
11_gourmet_pos_34	0.001
11_gourmet_pos_35	0.001
11_gourmet_pos_36	0.125
11_gourmet_pos_37	0.001
11_gourmet_pos_38	0.125
11_gourmet_pos_39	0.001
11_gourmet_pos_40	0.5
11_gourmet_pos_41	0.4166666666666667
11_gourmet_pos_42	0.1875
11_gourmet_pos_43	0.125
11_gourmet_pos_44	0.001
