3_cell_neg_2	0.0001	0.0001
3_cell_neg_3	0.0001	0.0001
3_cell_neg_4	0.25	0.125
3_cell_neg_5	0.0001	0.125
3_cell_neg_6	0.0001	0.25
3_cell_neg_7	0.0001	0.125
3_cell_neg_8	0.0001	0.25
3_cell_neg_9	0.0001	0.0001
3_cell_neg_10	0.5	0.0001
3_cell_neg_11	0.0001	0.0001
3_cell_neg_12	0.125	0.25
3_cell_neg_13	0.0001	0.125
3_cell_neg_14	0.0001	0.0001
3_cell_neg_15	0.0001	0.0001
3_cell_neg_16	0.625	0.125
3_cell_neg_17	0.25	0.0001
3_cell_neg_18	0.5625	0.0001
3_cell_neg_19	0.0001	0.125
3_cell_neg_20	0.0001	0.5
3_cell_neg_21	0.0001	0.0001
3_cell_neg_22	0.125	0.25
3_cell_neg_23	0.25	0.25
3_cell_neg_24	0.0001	0.0001
3_cell_neg_25	0.25	0.125
3_cell_neg_26	0.125	0.1875
3_cell_neg_27	0.0001	0.0001
3_cell_neg_28	0.125	0.0001
3_cell_neg_29	0.0001	0.0001
3_cell_neg_30	0.0001	0.0001
3_cell_neg_31	0.3125	0.1875
3_cell_neg_32	0.125	0.0001
3_cell_neg_33	0.0001	0.0001
3_cell_neg_34	0.2916666666666667	0.34375
3_cell_neg_35	0.25	0.25
3_cell_neg_36	0.0001	0.0001
3_cell_neg_37	0.0001	0.0001
3_cell_neg_38	0.0001	0.125
3_cell_neg_39	0.0001	0.0001
3_cell_neg_40	0.25	0.625
3_cell_neg_41	0.0001	0.0001
3_cell_neg_42	0.0001	0.0001
3_cell_neg_43	0.25	0.25
3_cell_neg_44	0.0001	0.21875
3_cell_neg_45	0.0001	0.0001
3_cell_neg_46	0.125	0.0001
3_cell_neg_47	0.0001	0.0001
3_cell_neg_48	0.125	0.0001
3_cell_neg_49	0.0001	0.0001
3_cell_neg_50	0.0001	0.0001
3_cell_neg_51	0.375	0.1875
3_cell_neg_52	0.0001	0.0001
3_cell_neg_53	0.125	0.0001
3_cell_neg_54	0.0001	0.0001
3_cell_neg_55	0.0001	0.0001
3_cell_neg_56	0.0001	0.0001
3_cell_neg_57	0.0001	0.0001
3_cell_neg_58	0.0001	0.0001
3_cell_neg_59	0.5	0.125
3_cell_neg_60	0.2916666666666667	0.1875
3_cell_neg_61	0.0001	0.25
3_cell_neg_62	0.3125	0.25
3_cell_neg_63	0.125	0.0001
3_cell_neg_64	0.0001	0.5
3_cell_neg_65	0.0001	0.0001
3_cell_neg_66	0.25	0.25
3_cell_neg_67	0.0001	0.0001
3_cell_neg_68	0.0001	0.25
3_cell_neg_69	0.0001	0.125
3_cell_neg_70	0.0001	0.125
3_cell_neg_71	0.0001	0.125
3_cell_neg_72	0.0001	0.0001
3_cell_neg_73	0.75	0.125
3_cell_neg_74	0.0001	0.0001
3_cell_neg_75	0.0001	0.75
