11_cell_pos_1	positive
11_cell_pos_2	positive
11_cell_pos_3	positive
11_cell_pos_4	positive
11_cell_pos_5	positive
11_cell_pos_6	positive
11_cell_pos_7	negative
11_cell_pos_8	negative
11_cell_pos_9	positive
11_cell_pos_10	positive
11_cell_pos_11	positive
11_cell_pos_12	negative
11_cell_pos_13	positive
11_cell_pos_14	positive
11_cell_pos_15	positive
11_cell_pos_16	positive
11_cell_pos_17	positive
11_cell_pos_18	positive
11_cell_pos_19	positive
11_cell_pos_20	negative
11_cell_pos_21	negative
11_cell_pos_22	positive
11_cell_pos_23	positive
11_cell_pos_24	positive
11_cell_pos_25	positive
11_cell_pos_26	positive
11_cell_pos_27	positive
11_cell_pos_28	positive
11_cell_pos_29	positive
11_cell_pos_30	positive
11_cell_pos_31	positive
11_cell_pos_32	negative
11_cell_pos_33	positive
11_cell_pos_34	positive
11_cell_pos_35	positive
11_cell_pos_36	negative
11_cell_pos_37	positive
11_cell_pos_38	positive
11_cell_pos_39	positive
11_cell_pos_40	positive
11_cell_pos_41	positive
11_cell_pos_42	negative
11_cell_pos_43	negative
11_cell_pos_44	positive
11_cell_pos_45	positive
11_cell_pos_46	positive
11_cell_pos_47	positive
11_cell_pos_48	positive
11_cell_pos_49	positive
11_cell_pos_50	positive
11_cell_pos_51	positive
11_cell_pos_52	positive
11_cell_pos_53	positive
11_cell_pos_54	positive
11_cell_pos_55	positive
11_cell_pos_56	positive
11_cell_pos_57	positive
11_cell_pos_58	positive
11_cell_pos_59	positive
11_cell_pos_60	positive
11_cell_pos_61	positive
11_cell_pos_62	positive
11_cell_pos_63	positive
11_cell_pos_64	positive
11_cell_pos_65	positive
11_cell_pos_66	positive
11_cell_pos_67	positive
11_cell_pos_68	positive
11_cell_pos_69	positive
11_cell_pos_70	positive
11_cell_pos_71	positive
11_cell_pos_72	negative
