4_kitchen_pos_1	positive	False	4_kitchen_pos_0	What an awesome product !
4_kitchen_pos_2	positive	False	4_kitchen_pos_1	Heavy-duty and sturdy ,
4_kitchen_pos_3	positive	False	4_kitchen_pos_2	you 'd never know
4_kitchen_pos_4	positive	False	4_kitchen_pos_3	"it was an "" assemble-at-home "" item ."
4_kitchen_pos_5	positive	False	4_kitchen_pos_4	It 's a quality piece of furniture .
4_kitchen_pos_6	positive	False	4_kitchen_pos_5	It 's on wheels ,
4_kitchen_pos_7	positive	False	4_kitchen_pos_6	which is a good thing
4_kitchen_pos_8	negative	False	4_kitchen_pos_7	because it is surprisingly heavy .
4_kitchen_pos_9	positive	False	4_kitchen_pos_8	Let 's start at the top :
4_kitchen_pos_10	positive	False	4_kitchen_pos_9	The butcher block top .
4_kitchen_pos_11	positive	False	4_kitchen_pos_10	It 's three inches thick
4_kitchen_pos_12	positive	False	4_kitchen_pos_11	and ,
4_kitchen_pos_13	positive	False	4_kitchen_pos_12	as such ,
4_kitchen_pos_14	positive	False	4_kitchen_pos_13	it is the heaviest part of the entire kitchen cart .
4_kitchen_pos_15	positive	False	4_kitchen_pos_14	It is made of fine , high-quality Asian hardwoods .
4_kitchen_pos_16	positive	False	4_kitchen_pos_15	The finish is oiled and the manufacturer recommends seasoning it regularly with mineral oil .
4_kitchen_pos_17	positive	False	4_kitchen_pos_16	The next is the cart itself .
4_kitchen_pos_18	positive	False	4_kitchen_pos_17	Immediately under the butcher block top ,
4_kitchen_pos_19	positive	False	4_kitchen_pos_18	"there is a 2 """
4_kitchen_pos_20	positive	False	4_kitchen_pos_19	deep drawer .
4_kitchen_pos_21	positive	False	4_kitchen_pos_20	It 's large and deep enough
4_kitchen_pos_22	positive	False	4_kitchen_pos_21	to accommodate a standard utensil holder or other items of your choice .
4_kitchen_pos_23	positive	False	4_kitchen_pos_22	The pull handle on the drawer
4_kitchen_pos_24	positive	False	4_kitchen_pos_23	is fashioned out of brushed chrome .
4_kitchen_pos_25	positive	False	4_kitchen_pos_24	Beneath the drawer ,
4_kitchen_pos_26	positive	False	4_kitchen_pos_25	there is a shelf .
4_kitchen_pos_27	positive	False	4_kitchen_pos_26	Surrounding the shelf on three sides are brushed chrome rods ,
4_kitchen_pos_28	positive	False	4_kitchen_pos_27	adding a modern look .
4_kitchen_pos_29	positive	False	4_kitchen_pos_28	Matching the brushed chrome are three hooks on the right side of the cart , perfect for hanging larger utensils or pot holders .
4_kitchen_pos_30	positive	False	4_kitchen_pos_29	Below the shelf is a cabinet with two doors .
4_kitchen_pos_31	positive	False	4_kitchen_pos_30	The pull handles for the doors also have a brushed chrome finish .
4_kitchen_pos_32	positive	False	4_kitchen_pos_31	The cabinet is large enough
4_kitchen_pos_33	positive	False	4_kitchen_pos_32	to hold an entire set of dinnerware
4_kitchen_pos_34	positive	False	4_kitchen_pos_33	-LRB- as in my case
4_kitchen_pos_35	positive	False	4_kitchen_pos_34	where I have eight place settings
4_kitchen_pos_36	positive	False	4_kitchen_pos_35	that include dinner and luncheon plates , fruit and soup bowls , and more -RRB- .
4_kitchen_pos_37	positive	False	4_kitchen_pos_36	Finally , heavy-duty , professional grade caster wheels support the whole thing .
4_kitchen_pos_38	positive	False	4_kitchen_pos_37	The two in the front are locking .
4_kitchen_pos_39	positive	False	4_kitchen_pos_38	To prevent stubbed toes , the wheels can easily be rotated and tucked under the unit .
4_kitchen_pos_40	positive	False	4_kitchen_pos_39	The easy to follow directions for assembly
4_kitchen_pos_41	positive	False	4_kitchen_pos_40	-LRB-
4_kitchen_pos_42	positive	False	4_kitchen_pos_41	which are diagrammed and in English -RRB-
4_kitchen_pos_43	positive	False	4_kitchen_pos_42	call
4_kitchen_pos_44	positive	False	4_kitchen_pos_43	only for a Philips screwdriver .
4_kitchen_pos_45	positive	False	4_kitchen_pos_44	A hex wrench is included for the 18 hex bolts .
