16_cell_pos_1	positive
16_cell_pos_2	positive
16_cell_pos_3	positive
16_cell_pos_4	positive
16_cell_pos_5	positive
16_cell_pos_6	positive
16_cell_pos_7	positive
16_cell_pos_8	positive
16_cell_pos_9	positive
16_cell_pos_10	positive
16_cell_pos_11	positive
16_cell_pos_12	negative
16_cell_pos_13	negative
16_cell_pos_14	positive
16_cell_pos_15	positive
16_cell_pos_16	positive
16_cell_pos_17	positive
16_cell_pos_18	negative
16_cell_pos_19	positive
16_cell_pos_20	positive
16_cell_pos_21	positive
16_cell_pos_22	positive
16_cell_pos_23	positive
16_cell_pos_24	positive
16_cell_pos_25	negative
16_cell_pos_26	positive
16_cell_pos_27	positive
16_cell_pos_28	positive
16_cell_pos_29	positive
16_cell_pos_30	positive
16_cell_pos_31	positive
16_cell_pos_32	positive
16_cell_pos_33	positive
16_cell_pos_34	positive
16_cell_pos_35	positive
16_cell_pos_36	positive
16_cell_pos_37	positive
16_cell_pos_38	positive
16_cell_pos_39	positive
16_cell_pos_40	positive
16_cell_pos_41	positive
16_cell_pos_42	positive
16_cell_pos_43	positive
16_cell_pos_44	positive
16_cell_pos_45	positive
16_cell_pos_46	positive
16_cell_pos_47	positive
16_cell_pos_48	positive
16_cell_pos_49	positive
16_cell_pos_50	positive
16_cell_pos_51	positive
16_cell_pos_52	positive
16_cell_pos_53	positive
16_cell_pos_54	positive
16_cell_pos_55	negative
16_cell_pos_56	negative
16_cell_pos_57	negative
16_cell_pos_58	negative
16_cell_pos_59	negative
16_cell_pos_60	negative
16_cell_pos_61	positive
16_cell_pos_62	positive
16_cell_pos_63	negative
16_cell_pos_64	positive
16_cell_pos_65	negative
16_cell_pos_66	negative
16_cell_pos_67	negative
16_cell_pos_68	negative
16_cell_pos_69	negative
16_cell_pos_70	negative
16_cell_pos_71	negative
16_cell_pos_72	negative
16_cell_pos_73	negative
16_cell_pos_74	positive
16_cell_pos_75	positive
16_cell_pos_76	positive
16_cell_pos_77	negative
16_cell_pos_78	negative
16_cell_pos_79	negative
16_cell_pos_80	positive
16_cell_pos_81	positive
16_cell_pos_82	positive
16_cell_pos_83	positive
