1	possentiment	0.5538551492587785	0.7234202167756474	0.6600151477657041
1	negsentiment	0.7225320447369072	0.5437334428213464	0.6597226909030919
2	possentiment	0.4648188040818769	0.6728027243335478	0.5863334097684016
2	negsentiment	0.671754216122303	0.45526909226397255	0.5866306572566607
3	possentiment	0.5779241822217356	0.7818436163942433	0.7041619738872898
3	negsentiment	0.7816520410132023	0.5697152897601967	0.7043444708630545
4	possentiment	0.6730957556996624	0.4677053879413233	0.579248366013072
4	negsentiment	0.46579765215398067	0.6746125831363948	0.5792640774258422
5	possentiment	0.7283602199435915	0.5437781778339861	0.6382195669395302
5	negsentiment	0.5418038470976351	0.7293996978762112	0.6382800809787873
6	possentiment	0.6757315616327079	0.5921769765203162	0.654421962798291
6	negsentiment	0.5902080131121553	0.6771164882117107	0.6546359479144379
7	possentiment	0.4451321638826255	0.6592716734810986	0.5788500671658662
7	negsentiment	0.658327072135471	0.4401034109114995	0.5789631186242308
8	possentiment	0.4648199717638115	0.5180263886352464	0.47941071001673413
8	negsentiment	0.5169854656577015	0.4573129532701912	0.47953024145350204
9	possentiment	0.6438734204011626	0.6628884379220424	0.6848311335403731
9	negsentiment	0.6611539151973336	0.6467232544306657	0.6849184782608699
10	possentiment	0.6417256614940171	0.641804282456741	0.6563168010921692
10	negsentiment	0.6402028124617847	0.6343013227085829	0.6563527277299748
