12_cell_neg_1	1	0.375
12_cell_neg_2	1	0.001
12_cell_neg_3	1	0.125
12_cell_neg_4	1	0.001
12_cell_neg_5	1	0.001
12_cell_neg_6	1	0.001
12_cell_neg_7	1	0.625
12_cell_neg_8	1	0.5625
12_cell_neg_9	1	0.125
12_cell_neg_10	1	0.001
12_cell_neg_11	1	0.001
12_cell_neg_12	1	0.3541666666666667
12_cell_neg_13	1	0.125
12_cell_neg_14	1	0.25
12_cell_neg_15	1	0.001
12_cell_neg_16	1	0.001
12_cell_neg_17	1	0.001
12_cell_neg_18	1	0.125
12_cell_neg_19	1	0.25
12_cell_neg_20	1	0.001
12_cell_neg_21	1	0.625
12_cell_neg_22	1	0.001
12_cell_neg_23	1	0.125
12_cell_neg_24	1	0.001
12_cell_neg_25	1	0.625
12_cell_neg_26	1	0.001
12_cell_neg_27	1	0.125
12_cell_neg_28	1	0.125
12_cell_neg_29	1	0.125
12_cell_neg_30	1	0.375
12_cell_neg_31	1	0.6875
12_cell_neg_32	1	0.125
12_cell_neg_33	1	0.001
12_cell_neg_34	1	0.125
12_cell_neg_35	1	0.001
12_cell_neg_36	1	0.001
12_cell_neg_37	1	0.5
12_cell_neg_38	1	0.375
12_cell_neg_39	1	0.3125
1_cell_neg_1	1	0.25
1_cell_neg_2	1	0.001
1_cell_neg_3	1	0.16666666666666666
1_cell_neg_4	1	0.125
1_cell_neg_5	1	0.001
1_cell_neg_6	1	0.1875
1_cell_neg_7	1	0.001
1_cell_neg_8	1	0.001
1_cell_neg_9	1	0.125
1_cell_neg_10	1	0.3333333333333333
1_cell_neg_11	1	0.125
1_cell_neg_12	1	0.001
1_cell_neg_13	1	0.001
1_cell_neg_14	1	0.001
1_cell_neg_15	1	0.001
1_cell_neg_16	1	0.125
1_cell_neg_17	1	0.1875
1_cell_neg_18	1	0.125
1_cell_neg_19	1	0.375
1_cell_neg_20	1	0.125
1_cell_neg_21	1	0.375
1_cell_neg_22	1	0.125
1_cell_neg_23	1	0.1875
1_cell_neg_24	1	0.001
1_cell_neg_25	1	0.375
1_cell_neg_26	1	0.21875
1_cell_neg_27	1	0.16666666666666666
1_cell_neg_28	1	0.001
1_cell_neg_29	1	0.001
1_cell_neg_30	1	0.001
1_cell_neg_31	1	0.001
1_cell_neg_32	1	0.001
1_cell_neg_33	1	0.125
1_cell_neg_34	1	0.125
1_cell_neg_35	1	0.25
1_cell_neg_36	1	0.001
1_cell_neg_37	1	0.001
1_cell_neg_38	1	0.125
1_cell_neg_39	1	0.001
1_cell_neg_40	1	0.125
1_cell_neg_41	1	0.001
1_cell_neg_42	1	0.125
1_cell_neg_43	1	0.001
1_cell_neg_44	1	0.001
1_cell_neg_45	1	0.15625
1_cell_neg_46	1	0.75
1_cell_neg_47	1	0.375
1_cell_neg_48	1	0.001
1_cell_neg_49	1	0.375
1_cell_neg_50	1	0.125
1_cell_neg_51	1	0.5
1_cell_neg_52	1	0.3125
1_cell_neg_53	1	0.001
1_cell_neg_54	1	0.1875
1_cell_neg_55	1	0.001
1_cell_neg_56	1	0.001
1_cell_neg_57	1	0.5
1_cell_neg_58	1	0.2916666666666667
1_cell_neg_59	1	0.001
1_cell_neg_60	1	0.625
1_cell_neg_61	1	0.5
1_cell_neg_62	1	0.001
1_cell_neg_63	1	0.125
1_cell_neg_64	1	0.125
1_cell_neg_65	1	0.001
1_cell_neg_66	1	0.125
1_cell_neg_67	1	0.15625
1_cell_neg_68	1	0.001
1_cell_neg_69	1	0.001
1_cell_neg_70	1	0.625
1_cell_neg_71	1	0.16666666666666666
1_cell_neg_72	1	0.125
1_cell_neg_73	1	0.4583333333333333
1_cell_neg_74	1	0.001
1_cell_neg_75	1	0.125
1_cell_neg_76	1	0.125
1_cell_neg_77	1	0.125
1_cell_neg_78	1	0.125
1_cell_neg_79	1	0.2916666666666667
1_cell_neg_80	1	0.125
1_cell_neg_81	1	0.25
1_cell_neg_82	1	0.125
1_cell_neg_83	1	0.75
1_cell_neg_84	1	0.001
1_cell_neg_85	1	0.001
1_cell_neg_86	1	0.125
1_cell_neg_87	1	0.001
1_cell_neg_88	1	0.4166666666666667
1_cell_neg_89	1	0.75
1_cell_neg_90	1	0.125
1_cell_neg_91	1	0.125
1_cell_neg_92	1	0.1875
1_cell_neg_93	1	0.125
1_cell_neg_94	1	0.45
1_cell_neg_95	1	0.25
1_cell_neg_96	1	0.001
1_cell_neg_97	1	0.125
1_cell_neg_98	1	0.3333333333333333
1_cell_neg_99	1	0.001
1_cell_neg_100	1	0.3125
1_cell_neg_101	1	0.125
1_cell_neg_102	1	0.125
1_cell_neg_103	1	0.25
1_cell_neg_104	1	0.4375
1_cell_neg_105	1	0.25
1_cell_neg_106	1	0.4375
1_cell_neg_107	1	0.25
1_cell_neg_108	1	0.4375
1_cell_neg_109	1	0.125
1_cell_neg_110	1	0.001
1_cell_neg_111	1	0.2916666666666667
1_cell_neg_112	1	0.001
1_cell_neg_113	1	0.375
1_cell_neg_114	1	0.001
1_cell_neg_115	1	0.275
1_cell_neg_116	1	0.3333333333333333
1_cell_neg_117	1	0.125
1_cell_neg_118	1	0.125
1_cell_neg_119	1	0.001
1_cell_neg_120	1	0.375
1_cell_neg_121	1	0.75
1_cell_neg_122	1	0.5
1_cell_neg_123	1	0.001
1_cell_neg_124	1	0.25
1_cell_neg_125	1	0.625
1_cell_neg_126	1	0.125
1_cell_neg_127	1	0.125
1_cell_neg_128	1	0.125
1_cell_neg_129	1	0.001
1_cell_neg_130	1	0.001
1_cell_neg_131	1	0.16666666666666666
1_cell_neg_132	1	0.001
1_cell_neg_133	1	0.25
1_cell_neg_134	1	0.1875
1_cell_neg_135	1	0.001
1_cell_neg_136	1	0.001
1_cell_neg_137	1	0.625
1_cell_neg_138	1	0.3125
1_cell_neg_139	1	0.1875
1_cell_neg_140	1	0.125
1_cell_neg_141	1	0.125
1_cell_neg_142	1	0.1875
1_cell_neg_143	1	0.001
1_cell_neg_144	1	0.001
1_cell_neg_145	1	0.375
1_cell_neg_146	1	0.25
1_cell_neg_147	1	0.001
1_cell_neg_148	1	0.001
1_cell_neg_149	1	0.2916666666666667
1_cell_neg_150	1	0.25
1_cell_neg_151	1	0.625
1_cell_neg_152	1	0.25
1_cell_neg_153	1	0.125
1_cell_neg_154	1	0.625
1_cell_neg_155	1	0.001
1_cell_neg_156	1	0.16666666666666666
1_cell_neg_157	1	0.001
1_cell_neg_158	1	0.001
1_cell_neg_159	1	0.375
1_cell_neg_160	1	0.001
1_cell_neg_161	1	0.2916666666666667
1_cell_neg_162	1	0.125
1_cell_neg_163	1	0.001
1_cell_neg_164	1	0.375
1_cell_neg_165	1	0.1875
1_cell_neg_166	1	0.375
