3_cell_neg_2	When  my  Treo  270  died  , 	0.0001	0.0001
3_cell_neg_3	I  bought  a  used  270  on  Ebay  . 	0.0001	0.0001
3_cell_neg_4	Eventually  that  one  died  too 	0.25	0.125
3_cell_neg_5	and  I  bought  an  unlocked  650  on  Amazon  . 	0.0001	0.125
3_cell_neg_6	"I  called  Palm  ""  tech  support  "" "	0.0001	0.25
3_cell_neg_7	on  issues 	0.0001	0.125
3_cell_neg_8	I  had  with  it 	0.0001	0.25
3_cell_neg_9	-LRB-  dial  up  networking 	0.0001	0.0001
3_cell_neg_10	did  n't  work  on  internal  browser  with  T-Mobile  -RRB-  . 	0.5	0.0001
3_cell_neg_11	Forgive  me  for  saying  it  , 	0.0001	0.0001
3_cell_neg_12	but  the  guy  at  Palm  support  was  as  dumb  as  dumb  can  be  . 	0.125	0.25
3_cell_neg_13	I  got  someone 	0.0001	0.125
3_cell_neg_14	overseas 	0.0001	0.0001
3_cell_neg_15	who  told 	0.0001	0.0001
3_cell_neg_16	me  one  inaccurate  thing 	0.625	0.125
3_cell_neg_17	after  another  -LRB-  he  insisted 	0.25	0.0001
3_cell_neg_18	that  my  Treo  270  never  allowed  dial  up  networking  with  the  internal  browser  - 	0.5625	0.0001
3_cell_neg_19	even  though  I  told  him  first  hand 	0.0001	0.125
3_cell_neg_20	that  I  used  it  all  the  time  -  did 	0.0001	0.5
3_cell_neg_21	he  think 	0.0001	0.0001
3_cell_neg_22	I  was  lying  to  him  ?  -RRB-  . 	0.125	0.25
3_cell_neg_23	He  knew  nothing 	0.25	0.25
3_cell_neg_24	about  the  phone 	0.0001	0.0001
3_cell_neg_25	and  kept  deferring  to  a  supervisor  ,  constantly  keeping  me  on  hold 	0.25	0.125
3_cell_neg_26	and  it  was  just  a  huge  waste  of  time  . 	0.125	0.1875
3_cell_neg_27	After  a  few  calls  like  this  with  no  resolution 	0.0001	0.0001
3_cell_neg_28	I  gave  up 	0.125	0.0001
3_cell_neg_29	and  decided  to  return  the  650  . 	0.0001	0.0001
3_cell_neg_30	I  then  tried  the  T-Mobile  MDA  . 	0.0001	0.0001
