12_cell_pos_1	positive
12_cell_pos_2	positive
12_cell_pos_3	positive
12_cell_pos_4	positive
12_cell_pos_5	positive
12_cell_pos_6	positive
12_cell_pos_7	positive
12_cell_pos_8	positive
12_cell_pos_9	positive
12_cell_pos_10	positive
12_cell_pos_11	positive
12_cell_pos_12	positive
12_cell_pos_13	positive
12_cell_pos_14	negative
12_cell_pos_15	negative
12_cell_pos_16	negative
12_cell_pos_17	positive
12_cell_pos_18	positive
12_cell_pos_19	negative
12_cell_pos_20	positive
12_cell_pos_21	positive
12_cell_pos_22	positive
12_cell_pos_23	negative
12_cell_pos_24	positive
12_cell_pos_25	positive
12_cell_pos_26	positive
12_cell_pos_27	negative
12_cell_pos_28	negative
12_cell_pos_29	negative
12_cell_pos_30	negative
12_cell_pos_31	negative
12_cell_pos_32	positive
12_cell_pos_33	positive
12_cell_pos_34	positive
12_cell_pos_35	negative
12_cell_pos_36	positive
12_cell_pos_37	positive
12_cell_pos_38	positive
12_cell_pos_39	positive
12_cell_pos_40	positive
12_cell_pos_41	positive
12_cell_pos_42	positive
12_cell_pos_43	negative
12_cell_pos_44	negative
12_cell_pos_45	negative
12_cell_pos_46	negative
12_cell_pos_47	negative
12_cell_pos_48	positive
12_cell_pos_49	positive
12_cell_pos_50	positive
12_cell_pos_51	positive
12_cell_pos_52	positive
12_cell_pos_53	positive
12_cell_pos_54	positive
12_cell_pos_55	positive
12_cell_pos_56	positive
12_cell_pos_57	positive
12_cell_pos_58	negative
12_cell_pos_59	negative
12_cell_pos_60	negative
12_cell_pos_61	negative
12_cell_pos_62	negative
12_cell_pos_63	negative
12_cell_pos_64	negative
12_cell_pos_65	negative
12_cell_pos_66	positive
12_cell_pos_67	negative
12_cell_pos_68	positive
12_cell_pos_69	negative
12_cell_pos_70	negative
12_cell_pos_71	negative
12_cell_pos_72	negative
12_cell_pos_73	positive
12_cell_pos_74	negative
12_cell_pos_75	positive
12_cell_pos_76	negative
12_cell_pos_77	negative
12_cell_pos_78	positive
12_cell_pos_79	negative
12_cell_pos_80	negative
12_cell_pos_81	negative
12_cell_pos_82	negative
12_cell_pos_83	negative
12_cell_pos_84	negative
12_cell_pos_85	negative
12_cell_pos_86	negative
12_cell_pos_87	positive
12_cell_pos_88	positive
12_cell_pos_89	positive
