 3_cell_neg_3	negative	0.0001	0.0001	I  bought  a  used  270  on  Ebay  . 
 3_cell_neg_4	negative	0.25	0.125	Eventually  that  one  died  too 
 3_cell_neg_5	negative	0.0001	0.125	and  I  bought  an  unlocked  650  on  Amazon  . 
 3_cell_neg_6	negative	0.0001	0.25	"I  called  Palm  ""  tech  support  "" "
 3_cell_neg_7	negative	0.0001	0.125	on  issues 
 3_cell_neg_8	negative	0.0001	0.25	I  had  with  it 
 3_cell_neg_9	negative	0.0001	0.0001	-LRB-  dial  up  networking 
 3_cell_neg_10	negative	0.5	0.0001	did  n't  work  on  internal  browser  with  T-Mobile  -RRB-  . 
 3_cell_neg_11	negative	0.0001	0.0001	Forgive  me  for  saying  it  , 
 3_cell_neg_12	negative	0.125	0.25	but  the  guy  at  Palm  support  was  as  dumb  as  dumb  can  be  . 
 3_cell_neg_13	negative	0.0001	0.125	I  got  someone 
 3_cell_neg_14	negative	0.0001	0.0001	overseas 
 3_cell_neg_15	negative	0.0001	0.0001	who  told 
 3_cell_neg_16	negative	0.625	0.125	me  one  inaccurate  thing 
 3_cell_neg_17	negative	0.25	0.0001	after  another  -LRB-  he  insisted 
 3_cell_neg_18	negative	0.5625	0.0001	that  my  Treo  270  never  allowed  dial  up  networking  with  the  internal  browser  - 
 3_cell_neg_19	negative	0.0001	0.125	even  though  I  told  him  first  hand 
 3_cell_neg_20	negative	0.0001	0.5	that  I  used  it  all  the  time  -  did 
 3_cell_neg_21	negative	0.0001	0.0001	he  think 
 3_cell_neg_22	negative	0.125	0.25	I  was  lying  to  him  ?  -RRB-  . 
 3_cell_neg_23	negative	0.25	0.25	He  knew  nothing 
 3_cell_neg_24	negative	0.0001	0.0001	about  the  phone 
 3_cell_neg_25	negative	0.25	0.125	and  kept  deferring  to  a  supervisor  ,  constantly  keeping  me  on  hold 
 3_cell_neg_26	negative	0.125	0.1875	and  it  was  just  a  huge  waste  of  time  . 
 3_cell_neg_27	negative	0.0001	0.0001	After  a  few  calls  like  this  with  no  resolution 
 3_cell_neg_28	negative	0.125	0.0001	I  gave  up 
 3_cell_neg_29	negative	0.0001	0.0001	and  decided  to  return  the  650  . 
 3_cell_neg_30	negative	0.0001	0.0001	I  then  tried  the  T-Mobile  MDA  . 
 3_cell_neg_31	positive	0.3125	0.1875	I  was  uneasy  of  the  idea  of  switching  to  Windows  PocketPC 
 3_cell_neg_32	negative	0.125	0.0001	but  decided  to  give  it  a  try  . 
 3_cell_neg_33	negative	0.0001	0.0001	For  me 
 3_cell_neg_34	positive	0.2916666666666667	0.34375	it  was  a  huge  mistake  -  Pocket  PC  is  a  joke  and  completely  unintuitive  . 
 3_cell_neg_35	positive	0.25	0.25	They  expect  you  to  study 
 3_cell_neg_36	positive	0.0001	0.0001	how  to  use  their  OS 
 3_cell_neg_37	positive	0.0001	0.0001	in  order  to  make  use  of  its  clumsy  interface  . 
 3_cell_neg_38	negative	0.0001	0.125	Friends  tell  me  they  sell  3rd  party  applications 
 3_cell_neg_39	negative	0.0001	0.0001	that  make 
 3_cell_neg_40	negative	0.25	0.625	it  easier 
 3_cell_neg_41	positive	0.0001	0.0001	to  use  ,  but  c'mon  - 
 3_cell_neg_42	positive	0.0001	0.0001	when  you  buy  a  phone 
 3_cell_neg_43	positive	0.25	0.25	you  expect  it  to  work  right  from  the  beginning  - 
 3_cell_neg_44	positive	0.0001	0.21875	I  do  n't  want  to  have  to  spend  time  learning  and  installing  additional  software  for  it  to  work  properly  . 
 3_cell_neg_45	positive	0.0001	0.0001	Finally  , 
 3_cell_neg_46	positive	0.125	0.0001	I  give  up  on  Pocket  PC 
 3_cell_neg_47	positive	0.0001	0.0001	-LRB-  sold  it  on  Ebay  -RRB- 
 3_cell_neg_48	positive	0.125	0.0001	and  give  Palm  another  try 
 3_cell_neg_49	positive	0.0001	0.0001	when  I  see  the  680  come  out  . 
 3_cell_neg_50	positive	0.0001	0.0001	The  dialup 
 3_cell_neg_51	positive	0.375	0.1875	networking  issue  is  no  longer  a  problem  on  the  680 
 3_cell_neg_52	negative	0.0001	0.0001	-LRB- 
 3_cell_neg_53	positive	0.125	0.0001	as  compared  to  the  650  -RRB- 
 3_cell_neg_54	negative	0.0001	0.0001	and 
 3_cell_neg_55	positive	0.0001	0.0001	I  buy 
 3_cell_neg_56	positive	0.0001	0.0001	it  unlocked  directly  from  Palm  . 
 3_cell_neg_57	positive	0.0001	0.0001	Overall  , 
 3_cell_neg_58	positive	0.0001	0.0001	it  's  a  decent  phone 
 3_cell_neg_59	positive	0.5	0.125	and  I  just  feel  way  more  comfortable  with  Palm  OS  over  Pocket  PC  . 
 3_cell_neg_60	negative	0.2916666666666667	0.1875	Palm  customer  support  is  still  useless  and  , 
 3_cell_neg_61	negative	0.0001	0.25	as  others  have  mentioned  , 
 3_cell_neg_62	negative	0.3125	0.25	the  lack  of  a  standard  Mini-USB  connector  is  simply  inexcusable  . 
 3_cell_neg_63	positive	0.125	0.0001	Still  , 
 3_cell_neg_64	positive	0.0001	0.5	I  'm  much  happier  with  Palm-OS  over  Pocket  PC  . 
 3_cell_neg_65	negative	0.0001	0.0001	As  I  use  it  , 
 3_cell_neg_66	negative	0.25	0.25	I  see  that  the  battery  does  n't  seem  to  last  very  long 
 3_cell_neg_67	negative	0.0001	0.0001	-LRB-  just  over  2  hours  of  talktime  at  the  most  -RRB-  . 
 3_cell_neg_68	negative	0.0001	0.25	I  hesitantly  call 
 3_cell_neg_69	negative	0.0001	0.125	Palm  support  and  get  some  flunkie  again  - 
 3_cell_neg_70	negative	0.0001	0.125	"I  decide  to  cut  my  losses  and  stop  wasting  my  time  with  their  ""  support  ""  . "
 3_cell_neg_71	negative	0.0001	0.125	I  'm  just  going  to  buy  a  second  battery  and  second  charger  to  keep  the  phone 
 3_cell_neg_72	negative	0.0001	0.0001	charged  . 
 3_cell_neg_73	negative	0.75	0.125	I  hate  the  idea  of  making  such  a  compromise  , 
 3_cell_neg_74	negative	0.0001	0.0001	but  for  me 
 3_cell_neg_75	negative	0.0001	0.75	it  's  the  lesser  of  two  evils  . 
 3_cell_neg_76	negative	0.125	0.1875	The  fact  that  Palm  would  release  a  phone  with  such  terrible  battery  life  is  indicative  of  their  customer  mindset  . 
 3_cell_neg_77	negative	0.0001	0.375	They  just  do  n't  care  . 
 3_cell_neg_78	negative	0.125	0.3333333333333333	As  clunky  as  my  Windows  MDA  was  ,  its  battery  life  was  at  least  3  to  4  times 
 3_cell_neg_79	negative	0.125	0.0001	what  the  Treo  gives  me 
 3_cell_neg_80	negative	0.0001	0.1875	-LRB-  even  though  the  MDA  has  a  much  bigger  screen  -RRB-  . 
 3_cell_neg_81	negative	0.125	0.25	IMHO  the  Smartphone  market  is  still  going  through  growing  pains  - 
 3_cell_neg_82	negative	0.125	0.4166666666666667	The  original  Handspring  Treo  was  designed  by  good  people  , 
 3_cell_neg_83	negative	0.0001	0.0001	when  Palm  bought  them  out  they  cashed  in  on  the  Treo  product  line 
 3_cell_neg_84	negative	0.0001	0.25	but  the  customer  oriented  mentality  of  Handspring  went  right  out  the  window  -  along  with  any  intelligent  design  evolution  of  the  Treo  . 
 3_cell_neg_85	negative	0.0001	0.875	Most  of  the  better  designed  smartphones  on  the  market 
 3_cell_neg_86	negative	0.0001	0.125	-LRB-  Samsung  ,  Motorola  ,  HTC  Wizard  -RRB- 
 3_cell_neg_87	negative	0.125	0.25	are  all 
 3_cell_neg_88	negative	0.0001	0.0001	made  for  Pocket  PC 
 3_cell_neg_89	negative	0.0001	0.25	because  Microsoft  has  used  it  's  clout 
 3_cell_neg_90	negative	0.0001	0.0001	to  take  over  the  market  . 
