negative	0.0001	0.0001	I  bought  a  used  270  on  Ebay  . 
negative	0.25	0.125	Eventually  that  one  died  too 
negative	0.0001	0.125	and  I  bought  an  unlocked  650  on  Amazon  . 
negative	0.0001	0.25	"I  called  Palm  ""  tech  support  "" "
negative	0.0001	0.125	on  issues 
negative	0.0001	0.25	I  had  with  it 
negative	0.0001	0.0001	-LRB-  dial  up  networking 
negative	0.5	0.0001	did  n't  work  on  internal  browser  with  T-Mobile  -RRB-  . 
negative	0.0001	0.0001	Forgive  me  for  saying  it  , 
negative	0.125	0.25	but  the  guy  at  Palm  support  was  as  dumb  as  dumb  can  be  . 
negative	0.0001	0.125	I  got  someone 
negative	0.0001	0.0001	overseas 
negative	0.0001	0.0001	who  told 
negative	0.625	0.125	me  one  inaccurate  thing 
negative	0.25	0.0001	after  another  -LRB-  he  insisted 
negative	0.5625	0.0001	that  my  Treo  270  never  allowed  dial  up  networking  with  the  internal  browser  - 
negative	0.0001	0.125	even  though  I  told  him  first  hand 
negative	0.0001	0.5	that  I  used  it  all  the  time  -  did 
negative	0.0001	0.0001	he  think 
negative	0.125	0.25	I  was  lying  to  him  ?  -RRB-  . 
negative	0.25	0.25	He  knew  nothing 
negative	0.0001	0.0001	about  the  phone 
negative	0.25	0.125	and  kept  deferring  to  a  supervisor  ,  constantly  keeping  me  on  hold 
negative	0.125	0.1875	and  it  was  just  a  huge  waste  of  time  . 
negative	0.0001	0.0001	After  a  few  calls  like  this  with  no  resolution 
negative	0.125	0.0001	I  gave  up 
negative	0.0001	0.0001	and  decided  to  return  the  650  . 
negative	0.0001	0.0001	I  then  tried  the  T-Mobile  MDA  . 
positive	0.3125	0.1875	I  was  uneasy  of  the  idea  of  switching  to  Windows  PocketPC 
negative	0.125	0.0001	but  decided  to  give  it  a  try  . 
negative	0.0001	0.0001	For  me 
positive	0.2916666666666667	0.34375	it  was  a  huge  mistake  -  Pocket  PC  is  a  joke  and  completely  unintuitive  . 
positive	0.25	0.25	They  expect  you  to  study 
positive	0.0001	0.0001	how  to  use  their  OS 
positive	0.0001	0.0001	in  order  to  make  use  of  its  clumsy  interface  . 
negative	0.0001	0.125	Friends  tell  me  they  sell  3rd  party  applications 
negative	0.0001	0.0001	that  make 
negative	0.25	0.625	it  easier 
positive	0.0001	0.0001	to  use  ,  but  c'mon  - 
positive	0.0001	0.0001	when  you  buy  a  phone 
positive	0.25	0.25	you  expect  it  to  work  right  from  the  beginning  - 
positive	0.0001	0.21875	I  do  n't  want  to  have  to  spend  time  learning  and  installing  additional  software  for  it  to  work  properly  . 
positive	0.0001	0.0001	Finally  , 
positive	0.125	0.0001	I  give  up  on  Pocket  PC 
positive	0.0001	0.0001	-LRB-  sold  it  on  Ebay  -RRB- 
positive	0.125	0.0001	and  give  Palm  another  try 
positive	0.0001	0.0001	when  I  see  the  680  come  out  . 
