18_cell_pos_1	0.001	0.001
18_cell_pos_2	0.001	0.125
18_cell_pos_3	0.001	0.5
18_cell_pos_4	0.001	0.125
18_cell_pos_5	0.001	0.625
18_cell_pos_6	0.001	0.125
18_cell_pos_7	0.375	0.25
18_cell_pos_8	0.375	0.34375
18_cell_pos_9	0.001	0.001
18_cell_pos_10	0.1875	0.5
18_cell_pos_11	0.25	0.001
18_cell_pos_12	0.25	0.125
18_cell_pos_13	0.5625	0.001
18_cell_pos_14	0.001	0.2916666666666667
18_cell_pos_15	0.375	0.5
18_cell_pos_16	0.001	0.75
18_cell_pos_17	0.001	0.25
18_cell_pos_18	0.2916666666666667	0.25
18_cell_pos_19	0.001	0.001
18_cell_pos_20	0.5	0.25
18_cell_pos_21	0.125	0.25
18_cell_pos_22	0.001	0.375
18_cell_pos_23	0.125	0.3125
18_cell_pos_24	0.25	0.125
18_cell_pos_25	0.25	0.125
18_cell_pos_26	0.375	0.4375
18_cell_pos_27	0.001	0.001
18_cell_pos_28	0.125	0.125
18_cell_pos_29	0.16666666666666666	0.175
18_cell_pos_30	0.001	0.001
18_cell_pos_31	0.001	0.25
18_cell_pos_32	0.125	0.001
18_cell_pos_33	0.25	0.001
18_cell_pos_34	0.001	0.5
18_cell_pos_35	0.001	0.125
18_cell_pos_36	0.125	0.001
18_cell_pos_37	0.25	0.25
18_cell_pos_38	0.001	0.001
18_cell_pos_39	0.001	0.75
18_cell_pos_40	0.5	0.001
18_cell_pos_41	0.001	0.001
18_cell_pos_42	0.001	0.001
18_cell_pos_43	0.125	0.375
18_cell_pos_44	0.2916666666666667	0.3333333333333333
18_cell_pos_45	0.001	0.125
18_cell_pos_46	0.3125	0.125
18_cell_pos_47	0.001	0.001
18_cell_pos_48	0.25	0.21875
18_cell_pos_49	0.001	0.001
18_cell_pos_50	0.001	0.125
18_cell_pos_51	0.001	0.001
18_cell_pos_52	0.001	0.001
18_cell_pos_53	0.125	0.25
18_cell_pos_54	0.625	0.001
18_cell_pos_55	0.001	0.001
18_cell_pos_56	0.001	0.001
18_cell_pos_57	0.125	0.25
18_cell_pos_58	0.001	0.125
18_cell_pos_59	0.001	0.001
18_cell_pos_60	0.4583333333333333	0.001
18_cell_pos_61	0.125	0.5
18_cell_pos_62	0.001	0.001
18_cell_pos_63	0.3125	0.3125
18_cell_pos_64	0.125	0.5
18_cell_pos_65	0.001	0.001
18_cell_pos_66	0.001	0.001
18_cell_pos_67	0.001	0.25
