18_cell_pos_1	positive
18_cell_pos_2	positive
18_cell_pos_3	positive
18_cell_pos_4	positive
18_cell_pos_5	positive
18_cell_pos_6	positive
18_cell_pos_7	positive
18_cell_pos_8	positive
18_cell_pos_9	positive
18_cell_pos_10	positive
18_cell_pos_11	negative
18_cell_pos_12	negative
18_cell_pos_13	positive
18_cell_pos_14	negative
18_cell_pos_15	positive
18_cell_pos_16	positive
18_cell_pos_17	positive
18_cell_pos_18	positive
18_cell_pos_19	positive
18_cell_pos_20	positive
18_cell_pos_21	positive
18_cell_pos_22	positive
18_cell_pos_23	positive
18_cell_pos_24	negative
18_cell_pos_25	negative
18_cell_pos_26	negative
18_cell_pos_27	negative
18_cell_pos_28	negative
18_cell_pos_29	positive
18_cell_pos_30	positive
18_cell_pos_31	positive
18_cell_pos_32	positive
18_cell_pos_33	positive
18_cell_pos_34	positive
18_cell_pos_35	positive
18_cell_pos_36	positive
18_cell_pos_37	positive
18_cell_pos_38	positive
18_cell_pos_39	positive
18_cell_pos_40	positive
18_cell_pos_41	positive
18_cell_pos_42	positive
18_cell_pos_43	positive
18_cell_pos_44	negative
18_cell_pos_45	positive
18_cell_pos_46	positive
18_cell_pos_47	negative
18_cell_pos_48	negative
18_cell_pos_49	negative
18_cell_pos_50	negative
18_cell_pos_51	negative
18_cell_pos_52	negative
18_cell_pos_53	negative
18_cell_pos_54	negative
18_cell_pos_55	negative
18_cell_pos_56	negative
18_cell_pos_57	negative
18_cell_pos_58	negative
18_cell_pos_59	negative
18_cell_pos_60	positive
18_cell_pos_61	positive
18_cell_pos_62	positive
18_cell_pos_63	positive
18_cell_pos_64	positive
18_cell_pos_65	negative
18_cell_pos_66	positive
18_cell_pos_67	positive
