 6_cell_neg_3	negative	0.0001	0.0001	The  phone  would  n't  charge  . 
 6_cell_neg_4	negative	0.0001	0.25	I  called  customer  service 
 6_cell_neg_5	negative	0.625	0.25	and  explained  the  problem  . 
 6_cell_neg_6	negative	0.0001	0.0001	They  said 
 6_cell_neg_7	negative	0.0001	0.0001	did 
 6_cell_neg_8	negative	0.0001	0.1875	I  want  a  charger  or  another  phone  . 
 6_cell_neg_9	negative	0.3333333333333333	0.1875	I  replied  that  I  could  not  tell  if  it  was  the  charger  or  the  phone 
 6_cell_neg_10	negative	0.375	0.4166666666666667	that  was  at  fault  so  please  send  a  new  kit  . 
 6_cell_neg_11	negative	0.0001	0.0001	I  received  a  phone 
 6_cell_neg_12	negative	0.625	0.125	but  not  a  charger 
 6_cell_neg_13	negative	0.0001	0.0001	and  it  also  would  n't  charge  . 
 6_cell_neg_14	negative	0.0001	0.25	I  called  customer  service 
 6_cell_neg_15	negative	0.0001	0.25	and  explained 
 6_cell_neg_16	negative	0.0001	0.125	the  issue 
 6_cell_neg_17	negative	0.0001	0.0001	and 
 6_cell_neg_18	negative	0.375	0.1875	it  must  be  the  charger  at  fault  . 
 6_cell_neg_19	negative	0.0001	0.0001	The  rep  said 
 6_cell_neg_20	negative	0.625	0.25	they  would  not  send  a  new  charger  , 
 6_cell_neg_21	negative	0.0001	0.25	that  I  would  have  to  purchase  one  . 
 6_cell_neg_22	negative	0.0001	0.0001	I  said 
 6_cell_neg_23	negative	0.0001	0.375	this  did  n't  make  any  sense  , 
 6_cell_neg_24	negative	0.0001	0.0001	according  to  the  offer 
 6_cell_neg_25	negative	0.0001	0.0001	I  could  return  the  phone  for  a  full  refund 
 6_cell_neg_26	negative	0.0001	0.0001	and  does  that  mean 
 6_cell_neg_27	negative	0.0001	0.25	that  to  get  a  new  phone 
 6_cell_neg_28	negative	0.25	0.25	and  charge  I  need 
 6_cell_neg_29	negative	0.0001	0.0001	to  return  the  phones  for  a  refund 
 6_cell_neg_30	negative	0.0001	0.125	and  then  order  another  one  to  get  a  charger  ? 
 6_cell_neg_31	negative	0.0001	0.0001	The  support  rep  said 
 6_cell_neg_32	negative	0.0001	0.1875	yes  and  that  I  had  to  make  up  my  mind  -  either  return  the  phone  or  purchase  a  charger  . 
 6_cell_neg_33	negative	0.0001	0.0001	I  asked  to  speak  to  a  supervisor  . 
 6_cell_neg_34	negative	0.0001	0.0001	The  customer  support  rep  kept 
 6_cell_neg_35	negative	0.0001	0.0001	going  off  line 
 6_cell_neg_36	negative	0.0001	0.0001	-LRB-  to  talk  to  someone  ?  -RRB- 
 6_cell_neg_37	negative	0.375	0.125	but  refused  or  could  n't  get  a  supervisor 
 6_cell_neg_38	negative	0.0001	0.0001	to  talk  to  me  . 
 6_cell_neg_39	negative	0.375	0.0001	She  then  asked  for  the  ESN  number  of  the  phone  . 
 6_cell_neg_40	negative	0.0001	0.0001	When  I  said 
 6_cell_neg_41	negative	0.0001	0.0001	I  did  n't  know 
 6_cell_neg_42	negative	0.375	0.25	what  an  '  ESN  '  number  she  indignantly  explained 
 6_cell_neg_43	negative	0.25	0.25	that  it  was  like  a  serial  number  on  the  back  of  the  phone  . 
 6_cell_neg_44	negative	0.625	0.5	I  'm  not  clear 
 6_cell_neg_45	negative	0.25	0.25	why  she  needed  this  , 
 6_cell_neg_46	negative	0.0001	0.25	since  I  have  n't  activated  the  phone 
 6_cell_neg_47	negative	0.0001	0.125	and  I  already  referenced  the  order 
 6_cell_neg_48	negative	0.375	0.0001	-LRB-  vmu  -RRB-  number  . 
 6_cell_neg_49	negative	0.125	0.25	At  any  rate  I  had  been  on  the  phone  now  for  over  40  min  with  the  support  rep 
 6_cell_neg_50	negative	0.28125	0.3333333333333333	-LRB-  obviously  not  very  cost  effective  for  virgin  mobile  -RRB- 
 6_cell_neg_51	negative	0.125	0.25	and  at  least  she  was  trying  to  track  down  some  info  -  or  so  I  thought  -  she  finally  came  back  on  line 
