negative	0.0001	0.0001	The  phone  would  n't  charge  . 
negative	0.0001	0.25	I  called  customer  service 
negative	0.625	0.25	and  explained  the  problem  . 
negative	0.0001	0.0001	They  said 
negative	0.0001	0.0001	did 
negative	0.0001	0.1875	I  want  a  charger  or  another  phone  . 
negative	0.3333333333333333	0.1875	I  replied  that  I  could  not  tell  if  it  was  the  charger  or  the  phone 
negative	0.375	0.4166666666666667	that  was  at  fault  so  please  send  a  new  kit  . 
negative	0.0001	0.0001	I  received  a  phone 
negative	0.625	0.125	but  not  a  charger 
negative	0.0001	0.0001	and  it  also  would  n't  charge  . 
negative	0.0001	0.25	I  called  customer  service 
negative	0.0001	0.25	and  explained 
negative	0.0001	0.125	the  issue 
negative	0.0001	0.0001	and 
negative	0.375	0.1875	it  must  be  the  charger  at  fault  . 
negative	0.0001	0.0001	The  rep  said 
negative	0.625	0.25	they  would  not  send  a  new  charger  , 
negative	0.0001	0.25	that  I  would  have  to  purchase  one  . 
negative	0.0001	0.0001	I  said 
negative	0.0001	0.375	this  did  n't  make  any  sense  , 
negative	0.0001	0.0001	according  to  the  offer 
negative	0.0001	0.0001	I  could  return  the  phone  for  a  full  refund 
negative	0.0001	0.0001	and  does  that  mean 
negative	0.0001	0.25	that  to  get  a  new  phone 
negative	0.25	0.25	and  charge  I  need 
negative	0.0001	0.0001	to  return  the  phones  for  a  refund 
negative	0.0001	0.125	and  then  order  another  one  to  get  a  charger  ? 
negative	0.0001	0.0001	The  support  rep  said 
negative	0.0001	0.1875	yes  and  that  I  had  to  make  up  my  mind  -  either  return  the  phone  or  purchase  a  charger  . 
negative	0.0001	0.0001	I  asked  to  speak  to  a  supervisor  . 
negative	0.0001	0.0001	The  customer  support  rep  kept 
negative	0.0001	0.0001	going  off  line 
negative	0.0001	0.0001	-LRB-  to  talk  to  someone  ?  -RRB- 
negative	0.375	0.125	but  refused  or  could  n't  get  a  supervisor 
negative	0.0001	0.0001	to  talk  to  me  . 
negative	0.375	0.0001	She  then  asked  for  the  ESN  number  of  the  phone  . 
negative	0.0001	0.0001	When  I  said 
negative	0.0001	0.0001	I  did  n't  know 
negative	0.375	0.25	what  an  '  ESN  '  number  she  indignantly  explained 
negative	0.25	0.25	that  it  was  like  a  serial  number  on  the  back  of  the  phone  . 
negative	0.625	0.5	I  'm  not  clear 
negative	0.25	0.25	why  she  needed  this  , 
negative	0.0001	0.25	since  I  have  n't  activated  the  phone 
negative	0.0001	0.125	and  I  already  referenced  the  order 
negative	0.375	0.0001	-LRB-  vmu  -RRB-  number  . 
negative	0.125	0.25	At  any  rate  I  had  been  on  the  phone  now  for  over  40  min  with  the  support  rep 
negative	0.28125	0.3333333333333333	-LRB-  obviously  not  very  cost  effective  for  virgin  mobile  -RRB- 
negative	0.125	0.25	and  at  least  she  was  trying  to  track  down  some  info  -  or  so  I  thought  -  she  finally  came  back  on  line 
negative	0.0001	0.0001	and  said 
negative	0.125	0.25	that  the  computer  was  down 
negative	0.0001	0.25	and  she  could  n't  handle  my  order  -  that  I  would  have  to  call  back  . 
negative	0.0001	0.25	I  called  back  ,  had  to  work  my  way 
negative	0.0001	0.0001	thru  the  answering  system 
negative	0.0001	0.125	and  got  thru  to  RMA  and  a  fellow 
negative	0.0001	0.25	named  Mike  . 
negative	0.0001	0.25	Mike  explained 
negative	0.0001	0.125	that  they  could  n't  send  a  charger 
negative	0.0001	0.0001	-LRB-  none  in  stock  -RRB- 
negative	0.0001	0.25	and  that  I  would  have  to  send  the  entire  phone  back  - 
negative	0.125	0.25	which  is  what  I  am  now  doing  - 
negative	0.0001	0.0001	60  +  minutes  after  the  initial  call  . 
negative	0.0001	0.25	I  have  to  say 
negative	0.2916666666666667	0.375	that  my  interactions  with  virgin  mobile  so  far  has  not  been  positive  . 
negative	0.5	0.375	They  customer  service  staff  is  obviously  poorly  trained  and  not  empowered  to  make  decisions  . 
positive	0.125	0.25	The  interfaces  with  support  are  youth 
negative	0.4583333333333333	0.1875	geared  -  not  a  bad  thing  except  when  it  is  at  the  expense  of  treating  adults  courteously  and  professionally  . 
negative	0.125	0.25	I  am 
negative	0.0001	0.0001	sending  the  phone  back  for  a  refund 
negative	0.0001	0.0001	and  re-considering  the  provider  for  pay-as-you-go  service  . 
negative	0.0001	0.0001	01/26/2007  . 
positive	0.625	0.1875	I  got  this  phone  2  weeks  back  although  I  have  seen  this  with  my  cousin  in  Singapore  quite  sometime  back  . 
positive	0.375	0.20833333333333331	Just  right  off  the  box  ,  the  phone  is  quite  impressive  . 
negative	0.125	0.25	Many  complain  about  the  response  time  -  yes  ,  this  phone  is  slow 
positive	0.375	0.0001	but  does  n't  bother  me 
positive	0.25	0.625	-  far  better  than  my  windows  machine  Overall  ,  very  good  phone 
positive	0.0001	0.0001	for  what  it  offers  . 
positive	0.0001	0.0001	Pros  : 
positive	0.25	0.25	\*  This  phone  tops  in  ergonomics  ,  ease  of  use  ,  presentation  ,  features  ,  Bluetooth  ,  speakerphone  and  call  quality  . 
positive	0.125	0.25	\*  Wi-fi  is  worth 
positive	0.0001	0.0001	mentioning  separately  . 
positive	0.125	0.25	It  is  simply  superb  . 
positive	0.125	0.4375	\*  Nokia  's  connection  manager  is  far  superior  than  anyone  else  in  the  market  . 
positive	0.25	0.25	It  handles  very 
positive	0.0001	0.25	efficiently  that  one  can  easily  choose  between  several  access  points 
positive	0.25	0.5	and  save  lots  of  money  . 
positive	0.0001	0.125	I  accidentally 
positive	0.125	0.25	downloaded  a  big  chunk  of  data 
positive	0.0001	0.0001	and  going  to  pay  through  my  nose  next  month  ! 
positive	0.0001	0.0001	\*  All  the  apps 
positive	0.0001	0.0001	that 
positive	0.375	0.5	come  with  this  phone  are  quite  good  . 
positive	0.125	0.25	\*  BT  sync  with  my  apple  is  just  fine  with  iSync  . 
positive	0.0001	0.0001	Also  I  transfer  music\/themes\/ringtones 
positive	0.0001	0.0001	using  data  cable  from  my  Wintel  . 
