7_gourmet_pos_1	positive	False	7_gourmet_pos_0	\*\*\*\*\*
7_gourmet_pos_2	positive	False	7_gourmet_pos_1	Tazo 's China Green Tips Green Tea is a slightly stronger green tea than Tazo 's Zen ,
7_gourmet_pos_3	positive	False	7_gourmet_pos_2	and I liked
7_gourmet_pos_4	positive	False	7_gourmet_pos_3	"that it does n't contain Tazo 's omnipresent "" natural flavors """
7_gourmet_pos_5	positive	False	7_gourmet_pos_4	that almost all of their other teas contain ,
7_gourmet_pos_6	positive	False	7_gourmet_pos_5	which to me is not an advantage .
7_gourmet_pos_7	positive	False	7_gourmet_pos_6	"I like a natural , real taste with real ingredients sans vague "" natural flavors """
7_gourmet_pos_8	positive	False	7_gourmet_pos_7	and sans flavorings , sans essences , etc .
7_gourmet_pos_9	positive	False	7_gourmet_pos_8	China Green Tips delivers this in a cleaner , purer way than Tazo 's other teas .
7_gourmet_pos_10	positive	False	7_gourmet_pos_9	I liked this green tea !
7_gourmet_pos_11	positive	False	7_gourmet_pos_10	The ingredients in China Green Tips are simply spring-harvested green teas from China .
7_gourmet_pos_12	positive	False	7_gourmet_pos_11	It contains caffeine .
7_gourmet_pos_13	positive	False	7_gourmet_pos_12	Note that this review is for the loose tea leaves
7_gourmet_pos_14	positive	False	7_gourmet_pos_13	-LRB- in other words , no tea bags ! -RRB- .
7_gourmet_pos_15	positive	False	7_gourmet_pos_14	Tazo is an interesting company
7_gourmet_pos_16	positive	False	7_gourmet_pos_15	that makes only super premium teas .
7_gourmet_pos_17	positive	True	7_gourmet_pos_16	They are socially responsible ,
7_gourmet_pos_18	positive	False	7_gourmet_pos_17	"based in Portland , and have the motto , "" The Reincarnation of Tea "" ."
7_gourmet_pos_19	positive	False	7_gourmet_pos_18	Tazo is owned by Starbucks .
7_gourmet_pos_20	positive	False	7_gourmet_pos_19	Their web site is fun and quirky , with a Zen-type focus , definitely worth checking out .
7_gourmet_pos_21	negative	False	7_gourmet_pos_20	It is unclear ,
7_gourmet_pos_22	negative	False	7_gourmet_pos_21	though , from their web site ,
7_gourmet_pos_23	negative	False	7_gourmet_pos_22	how many of their ingredients are organic or kosher ,
7_gourmet_pos_24	negative	False	7_gourmet_pos_23	"and they do use some "" natural flavors """
7_gourmet_pos_25	negative	False	7_gourmet_pos_24	in their teas
7_gourmet_pos_26	positive	False	7_gourmet_pos_25	--
7_gourmet_pos_27	negative	False	7_gourmet_pos_26	this wording seems a little vague and unnecessary for a super premium tea .
7_gourmet_pos_28	negative	False	7_gourmet_pos_27	"China Green Tips has none of these "" natural flavors """
7_gourmet_pos_29	negative	False	7_gourmet_pos_28	and it shows in the quality and cleanliness of the tea experience .
7_gourmet_pos_30	positive	False	7_gourmet_pos_29	On the accompanying information with the product ,
7_gourmet_pos_31	positive	False	7_gourmet_pos_30	Tazo writes ,
7_gourmet_pos_32	positive	False	7_gourmet_pos_31	"a traditional Chinese green tea with a delicate fresh taste and a light green liquor . """
7_gourmet_pos_33	positive	False	7_gourmet_pos_32	This is the perfect way to describe this tea !
7_gourmet_pos_34	positive	False	7_gourmet_pos_33	"On their web site , Tazo describes the flavor profile of China Green Tips as "" grassy , vegetative , sweet , ricey "" ."
7_gourmet_pos_35	positive	False	7_gourmet_pos_34	"Tazo describes the aroma as "" vegetative , popcorn "" ."
7_gourmet_pos_36	positive	True	7_gourmet_pos_35	I would rate this tea , and Tazo in general , as very good -- better than premium teas like Stash or Celestial Seasonings --
7_gourmet_pos_37	negative	False	7_gourmet_pos_36	but not as good as Numi or Aspen .
7_gourmet_pos_38	positive	False	7_gourmet_pos_37	Still , this tea is excellent , so I 'm breaking my tradition with Tazo teas
7_gourmet_pos_39	positive	False	7_gourmet_pos_38	and giving it five stars .
7_gourmet_pos_40	positive	False	7_gourmet_pos_39	If you enjoy super premium teas ,
7_gourmet_pos_41	positive	False	7_gourmet_pos_40	and are stuck with Tazo for some reason , choose China Green Tips
7_gourmet_pos_42	positive	False	7_gourmet_pos_41	and you will be quite satisfied .
7_gourmet_pos_43	positive	False	7_gourmet_pos_42	I ca n't honestly say that
7_gourmet_pos_44	positive	False	7_gourmet_pos_43	about any other Tazo tea .
7_gourmet_pos_45	negative	False	7_gourmet_pos_44	\*\*\*\*
