14_kitchen_pos_1	0.25	0.25
14_kitchen_pos_2	0.375	0.125
14_kitchen_pos_3	0.125	0.25
14_kitchen_pos_4	0.125	0.25
14_kitchen_pos_5	0.16666666666666666	0.325
14_kitchen_pos_6	0.35	0.3333333333333333
14_kitchen_pos_7	0.5	0.125
14_kitchen_pos_8	0.4375	0.375
14_kitchen_pos_9	0.001	0.001
14_kitchen_pos_10	0.001	0.625
14_kitchen_pos_11	0.001	0.25
14_kitchen_pos_12	0.001	0.001
14_kitchen_pos_13	0.175	0.375
14_kitchen_pos_14	0.25	0.001
14_kitchen_pos_15	0.1875	0.25
14_kitchen_pos_16	0.625	0.001
14_kitchen_pos_17	0.001	0.001
14_kitchen_pos_18	0.125	0.625
14_kitchen_pos_19	0.001	0.001
14_kitchen_pos_20	0.001	0.001
14_kitchen_pos_21	0.001	0.001
14_kitchen_pos_22	0.001	0.001
14_kitchen_pos_23	0.001	0.5
14_kitchen_pos_24	0.125	0.25
14_kitchen_pos_25	0.001	0.001
14_kitchen_pos_26	0.125	0.001
14_kitchen_pos_27	0.3	0.45
14_kitchen_pos_28	0.25	0.125
14_kitchen_pos_29	0.001	0.125
14_kitchen_pos_30	0.001	0.001
14_kitchen_pos_31	0.125	0.3333333333333333
14_kitchen_pos_32	0.1875	0.1875
14_kitchen_pos_33	0.001	0.001
14_kitchen_pos_34	0.5	0.25
14_kitchen_pos_35	0.25	0.4375
