5_cell_neg_1	positive
5_cell_neg_2	positive
5_cell_neg_3	negative
5_cell_neg_4	positive
5_cell_neg_5	positive
5_cell_neg_6	positive
5_cell_neg_7	positive
5_cell_neg_8	positive
5_cell_neg_9	negative
5_cell_neg_10	negative
5_cell_neg_11	negative
5_cell_neg_12	negative
5_cell_neg_13	negative
5_cell_neg_14	negative
5_cell_neg_15	negative
5_cell_neg_16	negative
5_cell_neg_17	negative
5_cell_neg_18	negative
5_cell_neg_19	negative
5_cell_neg_20	negative
5_cell_neg_21	negative
5_cell_neg_22	negative
5_cell_neg_23	negative
5_cell_neg_24	negative
5_cell_neg_25	positive
5_cell_neg_26	positive
5_cell_neg_27	negative
5_cell_neg_28	negative
5_cell_neg_29	positive
5_cell_neg_30	negative
5_cell_neg_31	negative
5_cell_neg_32	negative
5_cell_neg_33	negative
5_cell_neg_34	negative
5_cell_neg_35	negative
5_cell_neg_36	negative
5_cell_neg_37	negative
5_cell_neg_38	negative
5_cell_neg_39	negative
5_cell_neg_40	positive
5_cell_neg_41	negative
5_cell_neg_42	negative
5_cell_neg_43	negative
5_cell_neg_44	negative
5_cell_neg_45	negative
5_cell_neg_46	negative
5_cell_neg_47	negative
5_cell_neg_48	negative
5_cell_neg_49	negative
5_cell_neg_50	negative
5_cell_neg_51	negative
5_cell_neg_52	negative
5_cell_neg_53	negative
5_cell_neg_54	negative
5_cell_neg_55	negative
5_cell_neg_56	negative
5_cell_neg_57	negative
5_cell_neg_58	positive
5_cell_neg_59	positive
5_cell_neg_60	positive
5_cell_neg_61	negative
5_cell_neg_62	negative
5_cell_neg_63	negative
5_cell_neg_64	negative
5_cell_neg_65	negative
5_cell_neg_66	negative
5_cell_neg_67	negative
5_cell_neg_68	negative
5_cell_neg_69	negative
5_cell_neg_70	negative
5_cell_neg_71	negative
5_cell_neg_72	negative
5_cell_neg_73	negative
5_cell_neg_74	negative
5_cell_neg_75	negative
