positive	0.125	0.25	it  would  be  . 
negative	0.125	0.16666666666666666	And  I  am  a  devoted  Amazon  shopper  . 
negative	0.125	0.21875	My  concern  was  always  whether  Amazon  was  up  to  the  daunting  task  of  selling  cell  phones  and  service  plans  .  .  . 
negative	0.0001	0.25	a  concern 
negative	0.0001	0.3125	that  has  proved  well  founded  . 
negative	0.125	0.1875	I  was  originally  concerned 
negative	0.0001	0.0001	because  of  feedback 
negative	0.0001	0.25	I  had  read  on  this  site 
negative	0.5	0.375	"indicating  the  Pearl  ""  shipped  hot  ,  ""  with  an  active  SIM  , "
negative	0.0001	0.0001	which  meant  for  those 
negative	0.125	0.375	that  --  like  me  -  were  upgrading 
negative	0.0001	0.375	-LRB-  vs  .  new  service  -RRB-  , 
negative	0.0001	0.0001	their  existing  phone  would  stop  working 
negative	0.125	0.3125	while  the  new  phone  was  en  route  . 
positive	0.125	0.4375	To  be  fair  , 
positive	0.5625	0.125	that  did  NOT  happen  ;  however  , 
negative	0.625	0.125	I  received  the  Pearl  with  a  SIM  card  that  the  phone  would  not  accept  . 
negative	0.0001	0.0001	The  instructions 
negative	0.125	0.25	that  are  sent  with  the  phone  say 
negative	0.125	0.25	that  all  you  have  to  do  is  insert  the  SIM  ,  turn  on  the  phone  , 
negative	0.0001	0.0001	and  it  will  work  . 
negative	0.0001	0.0001	And  , 
negative	0.0001	0.0001	if  it  does  n't  work  , 
negative	0.0001	0.0001	it  says  , 
negative	0.0001	0.1875	do  n't  call  Cingular  ,  call  Amazon  . 
negative	0.0001	0.0001	I  followed  the  instructions 
negative	0.0001	0.0001	--  phone  did  n't  work  , 
negative	0.0001	0.1875	I  called  Amazon  , 
negative	0.0001	0.0001	at  which  point  the  CSR  told  me 
negative	0.125	0.25	that  he  had  all  my  information  and  someone  would  be  contacting  me  in  48  HOURS  !  !  ! 
negative	0.875	0.0001	Unfortunately  , 
negative	0.0001	0.25	I  let  the  poor  guy  have  it  .  .  . 
negative	0.0001	0.375	I  told  him  what  I  truly  believe  , 
negative	0.20833333333333331	0.20833333333333331	which  is  that  it  is  COMPLETELY  unacceptable  to  tell  me 
negative	0.0001	0.25	I  have  to  wait  2  days  just  to  talk  to  someone  about 
negative	0.0001	0.0001	why  my  phone  - 
negative	0.125	0.25	which  is  supposed  to  work  out  of  the  box  --  is  n't  working  . 
positive	0.0001	0.0001	So  -  5  Stars  for  the  phone 
positive	0.0001	0.0001	itself  .  .  . 
positive	0.0001	0.0001	awesome  ! 
negative	0.0001	0.125	2  stars  for  Amazon  .  .  . 
negative	0.625	0.25	they  do  NOT  have  the  kinks 
negative	0.0001	0.25	worked  out  yet  . 
negative	0.0001	0.625	On  a  positive  note  -- 
negative	0.375	0.25	I  immediately  called  Cingular  , 
negative	0.625	0.0001	and  they  resolved  the  problem  for  me  on  the  spot 
negative	0.375	0.25	-LRB-  SIM  was  not  activated  \/  in  the  system  -RRB- 
positive	0.0001	0.0001	I  bought  this  phone  as  part  of  the  Sprint\/Nextel  SERO  plan  . 
negative	0.0001	0.0001	I  used  it  for  about  14  days  before  deciding 
