7_kitchen_neg_1	0.001	0.001
7_kitchen_neg_2	0.001	0.25
7_kitchen_neg_3	0.125	0.25
7_kitchen_neg_4	0.3	0.25
7_kitchen_neg_5	0.001	0.001
7_kitchen_neg_6	0.001	0.001
7_kitchen_neg_7	0.001	0.001
7_kitchen_neg_8	0.001	0.5625
7_kitchen_neg_9	0.25	0.5
7_kitchen_neg_10	0.001	0.001
7_kitchen_neg_11	0.25	0.25
7_kitchen_neg_12	0.001	0.125
7_kitchen_neg_13	0.001	0.25
7_kitchen_neg_14	0.001	0.875
7_kitchen_neg_15	0.25	0.001
7_kitchen_neg_16	0.25	0.125
7_kitchen_neg_17	0.125	0.001
7_kitchen_neg_18	0.16666666666666666	0.1875
7_kitchen_neg_19	0.001	0.001
7_kitchen_neg_20	0.001	0.001
7_kitchen_neg_21	0.125	0.1875
7_kitchen_neg_22	0.625	0.001
7_kitchen_neg_23	0.4375	0.75
7_kitchen_neg_24	0.001	0.001
7_kitchen_neg_25	0.001	0.25
7_kitchen_neg_26	0.5	0.3125
7_kitchen_neg_27	0.125	0.25
7_kitchen_neg_28	0.1875	0.25
7_kitchen_neg_29	0.1875	0.125
7_kitchen_neg_30	0.20833333333333334	0.20833333333333334
7_kitchen_neg_31	0.625	0.25
7_kitchen_neg_32	0.001	0.125
7_kitchen_neg_33	0.25	0.001
7_kitchen_neg_34	0.001	0.5
7_kitchen_neg_35	0.001	0.001
7_kitchen_neg_36	0.001	0.001
7_kitchen_neg_37	0.001	0.001
7_kitchen_neg_38	0.125	0.5
7_kitchen_neg_39	0.3125	0.25
7_kitchen_neg_40	0.4583333333333333	0.25
7_kitchen_neg_41	0.25	0.375
7_kitchen_neg_42	0.625	0.125
7_kitchen_neg_43	0.001	0.125
7_kitchen_neg_44	0.125	0.001
7_kitchen_neg_45	0.5	0.125
7_kitchen_neg_46	0.001	0.001
7_kitchen_neg_47	0.625	0.125
7_kitchen_neg_48	0.5	0.625
