1_s3044 0.04089866137793573
1_s3039 0.03121496016458726
1_s3040 0.014983180879001886
1_s3042 0.001
1_s3036 0.001
1_s3033 0.028565609197471916
1_s3034 0.001
1_s3031 0.04682244024688089
1_s3028 0.03405268381591337
1_s3026 0.001
1_s3023 0.001
1_s3024 0.001
1_s3019 0.001
1_s3014 0.06242992032917452
1_s3015 0.001
1_s3017 0.001
1_s3012 0.001
1_s3010 0.001
1_s3005 0.001
1_s3006 0.001
1_s3008 0.001
1_s3003 0.001
1_s3001 0.001
1_s2998 0.03162470869232697
1_s2993 0.001
1_s2994 0.001
1_s2996 0.001
1_s2988 0.001
1_s2989 0.001
1_s2986 0.03405268381591337
1_s2983 0.001
1_s2984 0.001
1_s2980 0.001
1_s2975 0.03825664660400783
1_s2976 0.001
1_s2978 0.001
1_s2973 0.026960305591139853
1_s2971 0.10594774654848327
1_s2968 0.001
1_s2969 0.001
10_s5042 0.001
10_s5038 0.001
10_s5033 0.001
10_s5034 0.001
10_s5036 0.001
10_s5030 0.08883174572363145
10_s5031 0.001
10_s5026 0.001
10_s5024 0.001
10_s5021 0.001
10_s5022 0.001
10_s5019 0.001
10_s5016 0.001
10_s5017 0.001
10_s5011 0.001
10_s5012 0.001
10_s5003 0.001
10_s5000 0.001
10_s5001 0.001
10_s5005 0.001
10_s5007 0.001
10_s5009 0.001
10_s4998 0.001
10_s4996 0.001
10_s4994 0.001
10_s4989 0.02231443166940565
10_s4986 0.001
10_s4987 0.001
10_s4991 0.001
10_s4982 0.001
10_s4983 0.001
10_s4980 0.11831109376469026
10_s4978 0.001
10_s4976 0.001
10_s4974 0.001
10_s4972 0.001
10_s4970 0.04142731322419372
10_s4968 0.05555555555555555
10_s4966 0.001
10_s4964 0.001
10_s4962 0.001
10_s4959 0.001
10_s4960 0.056962555683266365
100_s5040 0.029555324236227993
100_s5038 0.001
100_s5036 0.001
100_s5034 0.001
100_s5029 0.001
100_s5027 0.001
100_s5025 0.001
100_s5024 0.001
100_s5031 0.025992331988208713
100_s5019 0.06262706377562034
100_s5016 0.001
100_s5017 0.001
100_s5021 0.001
100_s5014 0.001
100_s5011 0.001
100_s5009 0.001
100_s5007 0.1552378115221478
100_s5004 0.026255399682955694
100_s5005 0.03526072801288615
100_s5002 0.001
100_s5000 0.001
100_s4997 0.016340822265489243
100_s4994 0.001
100_s4995 0.001
100_s4992 0.001
100_s4988 0.001
100_s4989 0.001
100_s4983 0.001
100_s4984 0.001
100_s4979 0.04429608318781574
100_s4980 0.001
100_s4976 0.001
100_s4977 0.001
100_s4974 0.001
100_s4970 0.001
100_s4971 0.001
100_s4965 0.03469328711961259
100_s4966 0.02635488929715357
100_s4968 0.03209019710839666
101_s1461 0.001
101_s1459 0.001
101_s1457 0.001
101_s1455 0.06363551219992604
101_s1453 0.001
101_s1451 0.001
101_s1449 0.001
101_s1447 0.001
101_s1445 0.001
101_s1443 0.001
101_s1439 0.001
101_s1440 0.11181490002956702
101_s1436 0.001
101_s1434 0.001
101_s1432 0.001
101_s1429 0.001
101_s1430 0.001
101_s1427 0.001
101_s1425 0.001
101_s1423 0.001
101_s1421 0.001
101_s1417 0.001
101_s1418 0.001
101_s1415 0.001
101_s1413 0.001
101_s1411 0.001
