20_cell_neg_1	0.001	0.375
20_cell_neg_2	0.001	0.001
20_cell_neg_3	0.125	0.21875
20_cell_neg_4	0.25	0.1875
20_cell_neg_5	0.001	0.25
20_cell_neg_6	0.001	0.25
20_cell_neg_7	0.001	0.001
20_cell_neg_8	0.375	0.25
20_cell_neg_9	0.001	0.125
20_cell_neg_10	0.001	0.001
20_cell_neg_11	0.34375	0.1875
20_cell_neg_12	0.625	0.3125
20_cell_neg_13	0.125	0.1875
20_cell_neg_14	0.001	0.25
20_cell_neg_15	0.4166666666666667	0.1875
20_cell_neg_16	0.75	0.20833333333333334
20_cell_neg_17	0.001	0.001
20_cell_neg_18	0.125	0.3333333333333333
20_cell_neg_19	0.001	0.001
20_cell_neg_20	0.001	0.375
20_cell_neg_21	0.25	0.25
20_cell_neg_22	0.25	0.25
20_cell_neg_23	0.1875	0.25
20_cell_neg_24	0.001	0.001
20_cell_neg_25	0.001	0.5
20_cell_neg_26	0.1875	0.20833333333333334
20_cell_neg_27	0.001	0.375
20_cell_neg_28	0.625	0.001
20_cell_neg_29	0.625	0.125
20_cell_neg_30	0.125	0.1875
20_cell_neg_31	0.25	0.25
20_cell_neg_32	0.001	0.001
20_cell_neg_33	0.25	0.25
20_cell_neg_34	0.5	0.375
20_cell_neg_35	0.001	0.001
