5_cell_neg_2	and  have  loved  them 	0.0001	0.375
5_cell_neg_3	-LRB- 	0.0001	0.0001
5_cell_neg_4	I  think 	0.0001	0.0001
5_cell_neg_5	I  had  three  different  models  over  the  years  -RRB-  . 	0.0001	0.4375
5_cell_neg_6	I  wanted  a  smart  phone 	0.625	0.25
5_cell_neg_7	so  I  could  check  my  email 	0.0001	0.5
5_cell_neg_8	so  I  gravitated  to  the  Treo  680  so  I  could  stay  with  a  Palm  product  and  so  I  could  stay  with  my  current  mobile  provider  ,  Cingular  . 	0.0001	0.0001
5_cell_neg_9	Now  I  am 	0.125	0.25
5_cell_neg_10	counting  the  days 	0.125	0.0001
5_cell_neg_11	until  my  2  year  commitment  ends 	0.0001	0.5
5_cell_neg_12	so  I  can  punt  this  awful  ,  awful  product  . 	0.875	0.0001
5_cell_neg_13	I  may  even  bite  the  bullet 	0.0001	0.125
5_cell_neg_14	and  pay  off  my  commitment  early 	0.0001	0.5
5_cell_neg_15	just  so  I  can  get  rid  of  it  . 	0.0001	0.125
5_cell_neg_16	The  battery  problem  is  huge  . 	0.375	0.25
5_cell_neg_17	You  must  remember  to  stick  this  in  a  charger 	0.0001	0.125
5_cell_neg_18	whenever  you  can  . 	0.0001	0.0001
5_cell_neg_19	If  you  forget  and  leave  it  in  your  pocket  overnight  then  it  will  be  dead  the  next  day  . 	0.125	0.25
5_cell_neg_20	I  have  turned  off  every  thing 	0.0001	0.25
5_cell_neg_21	I  can  find  that  sucks  power 	0.0001	0.0001
5_cell_neg_22	and  it  still  drains  amazingly  fast  . 	0.125	0.125
5_cell_neg_23	It  wo  n't  even  last  a  day  if  you  make  very  many  calls  . 	0.25	0.1875
5_cell_neg_24	The  reception  is  terrible  . 	0.125	0.375
5_cell_neg_25	I  `  ve  had  a  Cingular  phone  for  a  long  time  and  was  able  to  get  good  reception  over  most  of  So  . 	0.125	0.35
5_cell_neg_26	California 	0.0001	0.0001
5_cell_neg_27	-LRB-  except  for  my  house  of  course  -RRB-  . 	0.0001	0.0001
5_cell_neg_28	With  this  phone 	0.0001	0.0001
5_cell_neg_29	I  think 	0.0001	0.0001
5_cell_neg_30	you  have  to  be  right  underneath  an  antenna 	0.125	0.25
5_cell_neg_31	to  get  a  signal  . 	0.0001	0.125
5_cell_neg_32	I  was  on  a  conference 	0.125	0.25
5_cell_neg_33	call  yesterday 	0.0001	0.0001
5_cell_neg_34	and  got  dropped  twice  . 	0.0001	0.125
5_cell_neg_35	I  am  envious  everytime 	0.125	0.25
5_cell_neg_36	I  get  in  an  elevator  with  someone 	0.0001	0.125
5_cell_neg_37	who  can  talk  on  their  cell  phone 	0.0001	0.0001
5_cell_neg_38	because  mine  will  freeze  up  any  time 	0.0001	0.0001
5_cell_neg_39	I  try  that  . 	0.0001	0.0001
5_cell_neg_40	Yes  , 	0.0001	0.25
5_cell_neg_41	it  freezes  up  often  . 	0.0001	0.0001
5_cell_neg_42	The  only  way  I  have  found  to  unfreeze  it  is  to  take  out  the  battery 	0.125	0.25
5_cell_neg_43	and  let  it  do  a  hard  reboot  . 	0.75	0.0001
5_cell_neg_44	The  versa  mail  program  that  it  came  with  from  Cingular  is  hard  to  work  with  . 	0.4375	0.25
5_cell_neg_45	You  must  leave  your  work  computer  on  to  check  the  corporate  mail  . 	0.0001	0.5
5_cell_neg_46	That  means  if  I  am  traveling  with  my  computer  , 	0.125	0.25
5_cell_neg_47	the  phone  's  corporate  mail  program  will  not  work  . 	0.625	0.0001
5_cell_neg_48	It  often  will  not  sync  anyway  . 	0.625	0.0001
5_cell_neg_49	I  do  n't  think  the  browser 	0.5	0.0001
5_cell_neg_50	that  comes  with  the  phone  will  work  with  Java  ,  so  I  can  not  check  my  Yahoo  mail  either  . 	0.6875	0.3125
5_cell_neg_51	I  tried 	0.0001	0.0001
5_cell_neg_52	going  back  and  forth  to  the  pre-Java  version  of  Yahoo 	0.75	0.125
5_cell_neg_53	and  that  is  too  much  of  a  pain  . 	0.375	0.1875
5_cell_neg_54	I  get  all  kinds  of  weird  messages  with  the  phone  . 	0.0001	0.125
5_cell_neg_55	I  have  n't  ever  been  able  to  sync  up  the  Palm  features  because  of  some  legacy  files  from  my  previus  palm  software  ,  something 	0.125	0.20833333333333334
5_cell_neg_56	that  never  happened 	0.625	0.0001
5_cell_neg_57	when  I  upgraded  before  . 	0.0001	0.5
5_cell_neg_58	Yes  , 	0.0001	0.25
5_cell_neg_59	there  is  a  manual 	0.125	0.25
5_cell_neg_60	that  is  huge  . 	0.125	0.25
5_cell_neg_61	It  is  hard  to  use  on  line  so  I  guess 	0.125	0.16666666666666666
5_cell_neg_62	I  need 	0.25	0.25
5_cell_neg_63	to  bite  the  bullet 	0.0001	0.0001
5_cell_neg_64	and  print  out  the  whole  thing 	0.0001	0.125
5_cell_neg_65	and  then  take  a  week  of  vacation 	0.0001	0.0001
5_cell_neg_66	to  read  it 	0.0001	0.0001
5_cell_neg_67	and  see  if  I  can  make  any 	0.0001	0.0001
5_cell_neg_68	of  these  neat  functions  that  I  read  about  work  . 	0.0001	0.0001
5_cell_neg_69	Hardly  a  week  goes  by  that  I  do  n't  actively  think 	0.0001	0.3125
5_cell_neg_70	how  much  I  hate  this  phone  . 	0.75	0.0001
5_cell_neg_71	I  actually  signed  on  to  Amazon  today 	0.0001	0.20833333333333334
5_cell_neg_72	just  to  write  this 	0.0001	0.0001
5_cell_neg_73	because  the  phone  was  n't  working  properly  today  . 	0.125	0.20833333333333334
5_cell_neg_74	What  a  piece 	0.0001	0.0001
5_cell_neg_75	of  junk  ! 	0.375	0.0001
7_cell_pos_1	Almost  2  years  ago  ,  my  fiance  and  I  signed  up  for  a  2-year  contract  with  Verizon  . 	0.0001	0.25
7_cell_pos_2	We  got  a  great  deal  for  both  phones  . 	0.0001	0.125
