3_cell_neg_1	positive
3_cell_neg_2	negative
3_cell_neg_3	negative
3_cell_neg_4	negative
3_cell_neg_5	negative
3_cell_neg_6	negative
3_cell_neg_7	negative
3_cell_neg_8	negative
3_cell_neg_9	negative
3_cell_neg_10	negative
3_cell_neg_11	negative
3_cell_neg_12	negative
3_cell_neg_13	negative
3_cell_neg_14	negative
3_cell_neg_15	negative
3_cell_neg_16	negative
3_cell_neg_17	negative
3_cell_neg_18	negative
3_cell_neg_19	negative
3_cell_neg_20	negative
3_cell_neg_21	negative
3_cell_neg_22	negative
3_cell_neg_23	negative
3_cell_neg_24	negative
3_cell_neg_25	negative
3_cell_neg_26	negative
3_cell_neg_27	negative
3_cell_neg_28	negative
3_cell_neg_29	negative
3_cell_neg_30	negative
3_cell_neg_31	negative
3_cell_neg_32	negative
3_cell_neg_33	negative
3_cell_neg_34	negative
3_cell_neg_35	negative
3_cell_neg_36	negative
3_cell_neg_37	negative
3_cell_neg_38	positive
3_cell_neg_39	negative
3_cell_neg_40	negative
3_cell_neg_41	negative
3_cell_neg_42	negative
3_cell_neg_43	negative
3_cell_neg_44	negative
3_cell_neg_45	negative
3_cell_neg_46	negative
3_cell_neg_47	negative
3_cell_neg_48	positive
3_cell_neg_49	positive
3_cell_neg_50	positive
3_cell_neg_51	positive
3_cell_neg_52	negative
3_cell_neg_53	positive
3_cell_neg_54	negative
3_cell_neg_55	positive
3_cell_neg_56	positive
3_cell_neg_57	positive
3_cell_neg_58	positive
3_cell_neg_59	positive
3_cell_neg_60	negative
3_cell_neg_61	negative
3_cell_neg_62	negative
3_cell_neg_63	positive
3_cell_neg_64	positive
3_cell_neg_65	negative
3_cell_neg_66	negative
3_cell_neg_67	negative
3_cell_neg_68	negative
3_cell_neg_69	negative
3_cell_neg_70	negative
3_cell_neg_71	negative
3_cell_neg_72	negative
3_cell_neg_73	negative
3_cell_neg_74	negative
3_cell_neg_75	negative
3_cell_neg_76	negative
3_cell_neg_77	negative
3_cell_neg_78	negative
3_cell_neg_79	negative
3_cell_neg_80	negative
3_cell_neg_81	negative
3_cell_neg_82	negative
3_cell_neg_83	negative
3_cell_neg_84	negative
3_cell_neg_85	negative
3_cell_neg_86	negative
3_cell_neg_87	negative
3_cell_neg_88	negative
3_cell_neg_89	negative
3_cell_neg_90	negative
3_cell_neg_91	negative
3_cell_neg_92	positive
3_cell_neg_93	negative
3_cell_neg_94	positive
