1	possentiment	0.3235372392522709	0.5019764703593711	0.3677532563946817
1	negsentiment	0.5068861954947688	0.3209299483986772	0.367715761925116
2	possentiment	0.44332967166299986	0.6106964551396395	0.5295591395109852
2	negsentiment	0.6163065193113798	0.4451723627848849	0.5295676322963638
3	possentiment	0.2917842023399346	0.4830744770140674	0.2749916572811077
3	negsentiment	0.4888827280616121	0.2902868692714543	0.27513765486171954
4	possentiment	0.4777982078375585	0.318147244315736	0.307378079436903
4	negsentiment	0.315969611133906	0.47337000660990414	0.30734665661136246
5	possentiment	0.5946423704262472	0.3241135077989794	0.43661979579262417
5	negsentiment	0.32702511186516986	0.5895672892609825	0.43661429451632744
6	possentiment	0.4875147713900685	0.44838018323075596	0.4225730521410397
6	negsentiment	0.45864374170458555	0.4846485436825575	0.42257305214104035
7	possentiment	0.4571818885745811	0.5990591613614732	0.5628566108502799
7	negsentiment	0.603305269836927	0.4517207039246842	0.5629563621370719
8	possentiment	0.34462671231870723	0.4531156231605967	0.3180910829548172
8	negsentiment	0.45205994482181466	0.3428399663298022	0.31804924695194847
9	possentiment	0.3892884964017043	0.4249549126621126	0.3321234472049689
9	negsentiment	0.42337841491254014	0.3864289886915457	0.33208462732919247
10	possentiment	0.45171284705289166	0.40731856962881635	0.3985341931775316
10	negsentiment	0.41614949756024583	0.4485443726098477	0.39858808313424027
