17_cell_pos_1	positive	False	17_cell_pos_0	This is a great phone
17_cell_pos_2	positive	False	17_cell_pos_1	that I ` ve used for a year
17_cell_pos_3	positive	False	17_cell_pos_2	now .
17_cell_pos_4	positive	False	17_cell_pos_3	I 'd like to highlight the standout features
17_cell_pos_5	positive	False	17_cell_pos_4	that make this phone unique , especially at its price .
17_cell_pos_6	negative	False	17_cell_pos_5	MP3 player .
17_cell_pos_7	positive	False	17_cell_pos_6	Just get an adapter for the usb port
17_cell_pos_8	positive	False	17_cell_pos_7	-LRB- a few bucks on eBay -RRB-
17_cell_pos_9	positive	False	17_cell_pos_8	and
17_cell_pos_10	positive	False	17_cell_pos_9	you can plug in your stereo headphones .
17_cell_pos_11	negative	False	17_cell_pos_10	Too bad they have n't offered an update to the Motorola Digital Audio Player .
17_cell_pos_12	positive	False	17_cell_pos_11	MicroSD slot .
17_cell_pos_13	positive	False	17_cell_pos_12	You can take a MicroSD card , put it into the included adapter
17_cell_pos_14	positive	False	17_cell_pos_13	and plug into an SD slot
17_cell_pos_15	positive	False	17_cell_pos_14	on your computer and copy MP3s
17_cell_pos_16	positive	False	17_cell_pos_15	-LRB- you can take any mp3
17_cell_pos_17	positive	False	17_cell_pos_16	and make it your ringtone ,
17_cell_pos_18	positive	False	17_cell_pos_17	cropping
17_cell_pos_19	positive	False	17_cell_pos_18	it will make
17_cell_pos_20	positive	False	17_cell_pos_19	it more effective -RRB- , 3GP videos
17_cell_pos_21	positive	False	17_cell_pos_20	-LRB- animation looks great ,
17_cell_pos_22	positive	False	17_cell_pos_21	but the sound was slightly out of sync , search the web for video converters to convert your content -RRB- , or pictures .
17_cell_pos_23	positive	False	17_cell_pos_22	I love
17_cell_pos_24	positive	False	17_cell_pos_23	making my own ringtones
17_cell_pos_25	positive	False	17_cell_pos_24	and not having to buy them .
17_cell_pos_26	positive	False	17_cell_pos_25	Bluetooth .
17_cell_pos_27	positive	False	17_cell_pos_26	I got an Explorer 320 headset for $ 20
17_cell_pos_28	positive	False	17_cell_pos_27	and
17_cell_pos_29	positive	False	17_cell_pos_28	it works great with it .
17_cell_pos_30	positive	False	17_cell_pos_29	Battery .
17_cell_pos_31	positive	False	17_cell_pos_30	Easily exchangeable .
17_cell_pos_32	positive	False	17_cell_pos_31	Easily slide off the cover and pop in a fresh one .
17_cell_pos_33	negative	False	17_cell_pos_32	The battery life is n't very long ,
17_cell_pos_34	positive	False	17_cell_pos_33	so it 's good to have a spare battery ,
17_cell_pos_35	positive	False	17_cell_pos_34	they ` re cheap .
17_cell_pos_36	positive	False	17_cell_pos_35	Video camera .
17_cell_pos_37	negative	True	17_cell_pos_36	Not high quality video ,
17_cell_pos_38	positive	False	17_cell_pos_37	but its something the old RAZR could n't do .
17_cell_pos_39	positive	False	17_cell_pos_38	Customization .
17_cell_pos_40	positive	False	17_cell_pos_39	I love customization .
17_cell_pos_41	positive	False	17_cell_pos_40	You can set up the hotkey on the side of the phone , the two on the top of the keypad , and the directional pad to go directly to most functions of the phone .
17_cell_pos_42	positive	False	17_cell_pos_41	It even has a shortcut list to list all your favorite features .
17_cell_pos_43	positive	False	17_cell_pos_42	You can easily make any picture
17_cell_pos_44	positive	False	17_cell_pos_43	including pics
17_cell_pos_45	positive	False	17_cell_pos_44	you take into your wallpaper .
17_cell_pos_46	positive	False	17_cell_pos_45	Also you can find replacement faceplates to make your phone unique .
17_cell_pos_47	positive	False	17_cell_pos_46	Speakerphone .
17_cell_pos_48	positive	False	17_cell_pos_47	Works even when closed .
17_cell_pos_49	positive	False	17_cell_pos_48	Good for using automated phone menu systems and
17_cell_pos_50	positive	False	17_cell_pos_49	when you ` re put on hold .
17_cell_pos_51	positive	False	17_cell_pos_50	The speaker is loud and great for ringtones and mp3s .
17_cell_pos_52	positive	False	17_cell_pos_51	The plastic may resonate at certain sounds though .
17_cell_pos_53	positive	False	17_cell_pos_52	Vibrating alert .
17_cell_pos_54	positive	False	17_cell_pos_53	VIBE THEN RING !
17_cell_pos_55	negative	False	17_cell_pos_54	Why does n't every phone have this ? ?
17_cell_pos_56	positive	False	17_cell_pos_55	It should be the default standard for all phones .
