4_cell_pos_1	positive
4_cell_pos_2	positive
4_cell_pos_3	negative
4_cell_pos_4	negative
4_cell_pos_5	negative
4_cell_pos_6	positive
4_cell_pos_7	positive
4_cell_pos_8	positive
4_cell_pos_9	negative
4_cell_pos_10	negative
4_cell_pos_11	negative
4_cell_pos_12	negative
4_cell_pos_13	positive
4_cell_pos_14	positive
4_cell_pos_15	positive
4_cell_pos_16	positive
4_cell_pos_17	positive
4_cell_pos_18	negative
4_cell_pos_19	negative
4_cell_pos_20	negative
4_cell_pos_21	negative
4_cell_pos_22	negative
4_cell_pos_23	negative
4_cell_pos_24	negative
4_cell_pos_25	positive
4_cell_pos_26	positive
4_cell_pos_27	positive
4_cell_pos_28	positive
4_cell_pos_29	positive
4_cell_pos_30	positive
4_cell_pos_31	positive
4_cell_pos_32	positive
4_cell_pos_33	positive
4_cell_pos_34	positive
4_cell_pos_35	negative
4_cell_pos_36	negative
4_cell_pos_37	negative
4_cell_pos_38	negative
4_cell_pos_39	negative
4_cell_pos_40	negative
4_cell_pos_41	negative
4_cell_pos_42	negative
4_cell_pos_43	negative
4_cell_pos_44	negative
4_cell_pos_45	positive
4_cell_pos_46	negative
4_cell_pos_47	negative
4_cell_pos_48	negative
4_cell_pos_49	negative
4_cell_pos_50	negative
4_cell_pos_51	negative
4_cell_pos_52	negative
4_cell_pos_53	negative
4_cell_pos_54	negative
4_cell_pos_55	negative
4_cell_pos_56	negative
4_cell_pos_57	negative
4_cell_pos_58	negative
4_cell_pos_59	negative
4_cell_pos_60	positive
4_cell_pos_61	negative
4_cell_pos_62	negative
4_cell_pos_63	negative
4_cell_pos_64	negative
4_cell_pos_65	negative
4_cell_pos_66	negative
4_cell_pos_67	negative
4_cell_pos_68	negative
4_cell_pos_69	positive
4_cell_pos_70	positive
4_cell_pos_71	positive
4_cell_pos_72	negative
4_cell_pos_73	negative
4_cell_pos_74	negative
4_cell_pos_75	negative
4_cell_pos_76	negative
4_cell_pos_77	positive
4_cell_pos_78	positive
4_cell_pos_79	negative
4_cell_pos_80	negative
4_cell_pos_81	positive
4_cell_pos_82	negative
4_cell_pos_83	negative
4_cell_pos_84	negative
4_cell_pos_85	negative
4_cell_pos_86	negative
4_cell_pos_87	negative
4_cell_pos_88	negative
4_cell_pos_89	negative
4_cell_pos_90	negative
4_cell_pos_91	positive
4_cell_pos_92	negative
4_cell_pos_93	negative
4_cell_pos_94	negative
4_cell_pos_95	negative
4_cell_pos_96	positive
4_cell_pos_97	positive
4_cell_pos_98	negative
4_cell_pos_99	negative
4_cell_pos_100	negative
4_cell_pos_101	negative
4_cell_pos_102	negative
4_cell_pos_103	positive
4_cell_pos_104	positive
4_cell_pos_105	positive
4_cell_pos_106	negative
4_cell_pos_107	negative
4_cell_pos_108	negative
4_cell_pos_109	negative
4_cell_pos_110	negative
4_cell_pos_111	negative
4_cell_pos_112	negative
4_cell_pos_113	negative
4_cell_pos_114	positive
4_cell_pos_115	negative
