2_cell_neg_1	3
2_cell_neg_2	3
2_cell_neg_3	3
2_cell_neg_4	1
2_cell_neg_5	1
2_cell_neg_6	1
2_cell_neg_7	1
2_cell_neg_8	1
2_cell_neg_9	1
2_cell_neg_10	1
2_cell_neg_11	1
2_cell_neg_12	3
2_cell_neg_13	1
2_cell_neg_14	1
2_cell_neg_15	1
2_cell_neg_16	1
2_cell_neg_17	1
2_cell_neg_18	1
2_cell_neg_19	1
2_cell_neg_20	1
2_cell_neg_21	1
2_cell_neg_22	1
2_cell_neg_23	1
2_cell_neg_24	1
2_cell_neg_25	3
2_cell_neg_26	3
2_cell_neg_27	1
2_cell_neg_28	1
2_cell_neg_29	1
2_cell_neg_30	1
2_cell_neg_31	1
2_cell_neg_32	1
2_cell_neg_33	1
2_cell_neg_34	1
2_cell_neg_35	1
2_cell_neg_36	1
2_cell_neg_37	1
2_cell_neg_38	1
2_cell_neg_39	1
2_cell_neg_40	3
2_cell_neg_41	1
2_cell_neg_42	1
2_cell_neg_43	1
2_cell_neg_44	1
2_cell_neg_45	1
2_cell_neg_46	1
2_cell_neg_47	1
2_cell_neg_48	3
2_cell_neg_49	3
2_cell_neg_50	2
2_cell_neg_51	1
2_cell_neg_52	1
2_cell_neg_53	1
2_cell_neg_54	1
2_cell_neg_55	1
2_cell_neg_56	1
2_cell_neg_57	1
2_cell_neg_58	1
2_cell_neg_59	1
2_cell_neg_60	1
2_cell_neg_61	1
2_cell_neg_62	1
2_cell_neg_63	1
2_cell_neg_64	1
2_cell_neg_65	1
2_cell_neg_66	3
2_cell_neg_67	3
2_cell_neg_68	1
2_cell_neg_69	1
2_cell_neg_70	1
2_cell_neg_71	1
2_cell_neg_72	1
2_cell_neg_73	1
2_cell_neg_74	3
2_cell_neg_75	1
2_cell_neg_76	1
2_cell_neg_77	1
2_cell_neg_78	1
2_cell_neg_79	1
2_cell_neg_80	1
2_cell_neg_81	1
2_cell_neg_82	1
2_cell_neg_83	1
2_cell_neg_84	1
2_cell_neg_85	1
2_cell_neg_86	1
2_cell_neg_87	1
2_cell_neg_88	1
2_cell_neg_89	2
2_cell_neg_90	3
2_cell_neg_91	1
2_cell_neg_92	1
2_cell_neg_93	1
2_cell_neg_94	1
2_cell_neg_95	2
2_cell_neg_96	2
9_cell_neg_1	3
9_cell_neg_2	1
9_cell_neg_3	1
9_cell_neg_4	1
9_cell_neg_5	1
9_cell_neg_6	1
9_cell_neg_7	1
9_cell_neg_8	1
9_cell_neg_9	1
9_cell_neg_10	1
9_cell_neg_11	1
