7_cell_pos_1	positive
7_cell_pos_2	positive
7_cell_pos_3	positive
7_cell_pos_4	positive
7_cell_pos_5	positive
7_cell_pos_6	positive
7_cell_pos_7	positive
7_cell_pos_8	positive
7_cell_pos_9	positive
7_cell_pos_10	positive
7_cell_pos_11	positive
7_cell_pos_12	positive
7_cell_pos_13	positive
7_cell_pos_14	positive
7_cell_pos_15	positive
7_cell_pos_16	positive
7_cell_pos_17	negative
7_cell_pos_18	negative
7_cell_pos_19	positive
7_cell_pos_20	positive
7_cell_pos_21	positive
7_cell_pos_22	positive
7_cell_pos_23	positive
7_cell_pos_24	positive
7_cell_pos_25	positive
7_cell_pos_26	positive
7_cell_pos_27	positive
7_cell_pos_28	positive
7_cell_pos_29	positive
7_cell_pos_30	positive
7_cell_pos_31	positive
7_cell_pos_32	positive
7_cell_pos_33	positive
7_cell_pos_34	positive
7_cell_pos_35	positive
7_cell_pos_36	positive
7_cell_pos_37	positive
7_cell_pos_38	positive
7_cell_pos_39	positive
7_cell_pos_40	positive
7_cell_pos_41	positive
7_cell_pos_42	positive
7_cell_pos_43	positive
7_cell_pos_44	positive
7_cell_pos_45	positive
7_cell_pos_46	positive
7_cell_pos_47	positive
7_cell_pos_48	positive
7_cell_pos_49	positive
7_cell_pos_50	positive
7_cell_pos_51	positive
7_cell_pos_52	positive
7_cell_pos_53	positive
7_cell_pos_54	positive
7_cell_pos_55	positive
7_cell_pos_56	positive
7_cell_pos_57	positive
7_cell_pos_58	positive
7_cell_pos_59	positive
7_cell_pos_60	positive
7_cell_pos_61	positive
7_cell_pos_62	positive
7_cell_pos_63	positive
7_cell_pos_64	positive
7_cell_pos_65	positive
7_cell_pos_66	positive
7_cell_pos_67	positive
7_cell_pos_68	positive
7_cell_pos_69	positive
7_cell_pos_70	positive
7_cell_pos_71	positive
7_cell_pos_72	positive
7_cell_pos_73	positive
7_cell_pos_74	positive
7_cell_pos_75	positive
7_cell_pos_76	positive
7_cell_pos_77	positive
7_cell_pos_78	positive
7_cell_pos_79	negative
7_cell_pos_80	negative
7_cell_pos_81	negative
7_cell_pos_82	negative
7_cell_pos_83	negative
7_cell_pos_84	negative
7_cell_pos_85	negative
7_cell_pos_86	negative
7_cell_pos_87	negative
7_cell_pos_88	negative
7_cell_pos_89	negative
7_cell_pos_90	negative
7_cell_pos_91	negative
7_cell_pos_92	negative
7_cell_pos_93	negative
7_cell_pos_94	negative
7_cell_pos_95	negative
7_cell_pos_96	negative
7_cell_pos_97	negative
7_cell_pos_98	positive
7_cell_pos_99	positive
7_cell_pos_100	positive
7_cell_pos_101	positive
7_cell_pos_102	positive
