6_cell_pos_1	0.001	0.001
6_cell_pos_2	0.001	0.001
6_cell_pos_3	0.001	0.8
6_cell_pos_4	0.001	0.2
6_cell_pos_5	0.001	0.2
6_cell_pos_6	0.001	0.4
6_cell_pos_7	0.5	0.001
6_cell_pos_8	0.001	0.001
6_cell_pos_9	0.5	0.001
6_cell_pos_10	0.001	0.001
6_cell_pos_11	0.001	0.2
6_cell_pos_12	0.001	0.001
6_cell_pos_13	0.001	0.001
6_cell_pos_14	0.5	0.001
6_cell_pos_15	0.001	0.6
6_cell_pos_16	0.001	0.8
6_cell_pos_17	0.001	0.2
6_cell_pos_18	0.001	0.001
6_cell_pos_19	0.4	0.001
6_cell_pos_20	0.001	0.001
6_cell_pos_21	0.001	0.001
6_cell_pos_22	0.001	0.2
6_cell_pos_23	0.06733333333333334	0.3336666666666666
6_cell_pos_24	0.001	0.6
6_cell_pos_25	0.2505	1.0
6_cell_pos_26	0.001	0.2
6_cell_pos_27	0.001	0.4
6_cell_pos_28	0.4	0.001
6_cell_pos_29	0.001	0.001
6_cell_pos_30	0.001	0.001
6_cell_pos_31	0.001	0.001
6_cell_pos_32	0.001	0.001
6_cell_pos_33	0.2505	0.6
6_cell_pos_34	0.001	0.2
6_cell_pos_35	0.001	0.001
6_cell_pos_36	0.2505	0.2
6_cell_pos_37	0.001	0.001
6_cell_pos_38	0.5	0.001
6_cell_pos_39	0.20066666666666666	0.20033333333333336
6_cell_pos_40	0.001	0.001
6_cell_pos_41	0.001	0.001
6_cell_pos_42	0.001	0.001
6_cell_pos_43	0.001	0.2
6_cell_pos_44	0.2505	0.6
6_cell_pos_45	0.001	0.001
6_cell_pos_46	0.2	0.001
6_cell_pos_47	0.8	0.001
6_cell_pos_48	0.001	0.4
6_cell_pos_49	0.001	0.4
6_cell_pos_50	0.20066666666666666	0.13366666666666668
6_cell_pos_51	0.001	0.001
6_cell_pos_52	0.001	0.001
6_cell_pos_53	0.001	0.001
6_cell_pos_54	0.001	0.001
6_cell_pos_55	0.001	0.6
6_cell_pos_56	0.2505	0.4
6_cell_pos_57	0.001	0.2
6_cell_pos_58	0.001	0.001
6_cell_pos_59	0.001	0.001
6_cell_pos_60	0.6	0.001
6_cell_pos_61	0.001	0.6
6_cell_pos_62	0.001	0.001
6_cell_pos_63	0.8	0.001
6_cell_pos_64	0.001	0.001
6_cell_pos_65	0.001	0.001
6_cell_pos_66	0.001	0.30000000000000004
6_cell_pos_67	0.001	0.001
6_cell_pos_68	0.5	0.001
6_cell_pos_69	0.001	0.001
6_cell_pos_70	0.40049999999999997	0.1005
6_cell_pos_71	0.3333333333333333	0.001
6_cell_pos_72	0.001	0.001
6_cell_pos_73	0.4	0.001
6_cell_pos_74	0.2	0.001
6_cell_pos_75	0.001	0.001
6_cell_pos_76	0.001	0.001
6_cell_pos_77	0.001	0.001
6_cell_pos_78	0.001	0.001
6_cell_pos_79	0.45	0.001
6_cell_pos_80	0.5	0.001
6_cell_pos_81	0.001	0.001
6_cell_pos_82	0.001	0.001
6_cell_pos_83	0.001	0.001
6_cell_pos_84	0.001	0.2
6_cell_pos_85	0.001	0.2
6_cell_pos_86	0.001	0.001
6_cell_pos_87	0.001	0.8
6_cell_pos_88	0.001	0.4
6_cell_pos_89	0.001	0.001
6_cell_pos_90	0.35	0.001
6_cell_pos_91	0.001	0.2
6_cell_pos_92	0.001	0.001
6_cell_pos_93	0.001	0.001
6_cell_pos_94	0.001	0.001
6_cell_pos_95	0.001	0.001
