positive	0.0001	0.0001	a  lot  of  people  say 
positive	0.1875	0.4166666666666667	that  Motorola  's  hardware  was  very  good  , 
negative	0.125	0.25	but  that  their  software  left  a  lot  to  be  desired  . 
positive	0.5	0.125	Nonetheless  I  decided  to  try  this  phone  out 
positive	0.0001	0.375	when  it  came  time  to  start  a  new  cell  plan  . 
positive	0.0001	0.25	I  had  made  the  decision 
positive	0.0001	0.0001	to  switch  to  T-mobile 
positive	0.25	0.75	and  this  looked  like  one  of  the  best  phone  options  . 
negative	0.0001	0.25	Right  off  the  bat 
negative	0.0001	0.0001	I  found  out 
negative	0.1875	0.25	that  the  people  who  criticized  Moto  's  software  were  right  on  the  money  . 
negative	0.40625	0.2916666666666667	There  are  a  host  of  poorly  designed  software  aspects  of  this  phone  ,  not  the  least  of  which  is  the  --  frankly  --  idiotic  way 
negative	0.125	0.25	the  phone  book  is  designed  . 
positive	0.0001	0.125	Eventually  I  made  peace  with  all  of  the  things 
positive	0.5	0.25	I  disliked  about  the  V360  since  at  least  it  seemed  to  work  well  enough  as  a  phone  . 
negative	0.0001	0.0001	As  time  went  by  I  started  noticing 
negative	0.1875	0.25	that  I  was  missing  a  lot  of  calls  . 
negative	0.125	0.25	The  phone  would  be  in  my  bag  or  in  my  pocket  or  sitting  on  my  desk 
negative	0.0001	0.25	when  suddenly  it  would  ring  with  the  voicemail  notification  from  a  message  that  I  had  received  anywhere  from  minutes 
negative	0.0001	0.0001	to  hours 
negative	0.0001	0.0001	before  . 
negative	0.0001	0.0001	During  the  course  of  the  last  few  months 
negative	0.3125	0.3125	-LRB-  the  phone  is  less  than  a  year  old  -RRB- 
negative	0.0001	0.25	I  `  ve  also  found  that  it  has  begun 
negative	0.0001	0.0001	crashing  . 
negative	0.0001	0.0001	A  lot  . 
negative	0.25	0.0001	"Opening  or  closing  it  will  result  in  a  ""  white  screen  of  death  .  "" "
negative	0.125	0.1875	Putting  it  on  the  charger  will  cause  it  to  switch  back  and  forth  between  the  messages  that  it  is  charging  , 
negative	0.40625	0.25	that  it  is  unable  to  charge  and  that  it  's  SIM  card  can  not  be  found  , 
negative	0.0001	0.0001	after  a  few  minutes 
negative	0.0001	0.0001	of  which  it  will  simply  shut  itself  off  . 
negative	0.0001	0.125	With  a  full  battery  charge  it  will  continually  shut  itself  off  . 
negative	0.125	0.25	At  this  point  I  am 
negative	0.125	0.375	forced  to  conclude 
negative	0.25	0.375	that  this  phone  is  an  absolute  piece  of  junk  . 
negative	0.125	0.3125	I  am  also  forced  to  conclude 
negative	0.125	0.25	that  it  is  n't  the  only  model 
negative	0.125	0.25	which  is  . 
negative	0.0001	0.4166666666666667	None  of  my  coworkers  has  ever  had  a  good  experience  with  a  Motorola  phone  . 
negative	0.625	0.25	My  wife  's  Motorola  has  shown  its  own  host  of  problems  . 
negative	0.0001	0.0001	People  working  for  T-mobile  at  several  stores 
negative	0.0001	0.25	I  have  visited  have  confided 
negative	0.375	0.0001	that  they  never  ,  ever  recommend  Motorola  phones  to  anyone  . 
negative	0.0001	0.0001	In  fact 
negative	0.0001	0.0001	I  `  ve  had  T-mobile  employees  urge 
negative	0.625	0.0001	me  to  not  buy  any  phones  from  them  , 
negative	0.5	0.5	but  rather  to  shop  for  an  unlocked  Nokia  online  . 
negative	0.0001	0.0001	So  that  's  what  I  'm  going  to  do  . 
negative	0.0001	0.375	Until  I  can  buy  a  new  phone 
negative	0.125	0.375	all  I  can  do  is  recharge  this  phone  every  night  ,  restart  it  five  or  six  times  a  day  , 
negative	0.4375	0.125	and  keep  apologizing  to  my  friends  ,  family  and  employers  for  always  missing  their  calls 
positive	0.0001	0.0001	So  I  bought  this  thing 
positive	0.0001	0.125	based  on  the  Amazon  reviews 
positive	0.0001	0.5	and  saved  a  bundle  over  the  local  retail  cost 
positive	0.0001	0.125	-LRB-  yeah  Amazon  !  -RRB-  , 
positive	0.625	0.0001	but  that  's  not 
positive	0.0001	0.125	why  I  'm  writing  this  review  . 
positive	0.5	0.125	I  'd  like  to  talk  about  the  performance  and  comfort  of  the  Earboom  . 
positive	0.375	0.34375	The  eargel  thingies  are  designed  quite  well  ,  of  the  three  different  sizes  for  each  ear 
positive	0.0001	0.0001	you  `  re  bound  to  find  one 
positive	0.1875	0.5	that  fits  very  comfortably  . 
negative	0.0001	0.0001	Turns  out  I  could  n't  find  any 
negative	0.25	0.125	that  fit  my  right  ear  comfortably  for  extended  periods  of  use 
positive	0.5625	0.0001	but  found  a  perfect  fit  in  my  mate  on  the  other  side  . 
negative	0.0001	0.375	My  wife  had  the  exact  opposite  experience  -  hopefully  our  daughter  will  inherit  more  symmetrical  ears  ! 
positive	0.625	0.125	I  hate  jogging  so  ca  n't  comment  on  the  fit  during  that  activity 
positive	0.0001	0.75	but  can  say  the  gels  fit 
positive	0.0001	0.25	suprising  well  in  the  folds  of  your  ear 
positive	0.2916666666666667	0.25	and  the  boom  is  quite  secure 
positive	0.0001	0.0001	when  installed  . 
positive	0.5	0.25	I  'd  have  to  imagine 
positive	0.125	0.25	it  'd  take  a  big  hit 
positive	0.0001	0.375	to  knock  it  loose  once  in  place  . 
positive	0.125	0.3125	Sound  quality  from  the  earbud  is  decent  , 
negative	0.25	0.125	but  I  feel 
negative	0.25	0.125	the  Earboom  lacks  some  fidelity  ,  especially  the  higher  frequencies  . 
negative	0.4583333333333333	0.25	Normally  this  is  not  a  problem  , 
negative	0.0001	0.0001	but  it  can  sometimes  make  the  person 
negative	0.125	0.0001	you  `  re  talking  to  sound  like  Isaac  Hayes  . 
positive	0.16666666666666666	0.175	The  speaker  is  plently  loud  and  the  lack  of  high  frequencies  allows  you  to  tune  into  the  tonal  range 
positive	0.0001	0.0001	where  us  humans  tend  to  converse  , 
positive	0.0001	0.25	without  having  the  voices 
positive	0.125	0.0001	washed  over  with  background  noise  . 
positive	0.375	0.0001	The  gels  block  an  appropriate  amount  of  external  sounds 
positive	0.0001	0.5	allowing  you  to  concentrate  on  the  discussion  at  hand  without  impeding  your  ability 
positive	0.0001	0.125	to  hear  say 
positive	0.0001	0.0001	an  ambulance  while  driving  . 
positive	0.25	0.25	There  is  a  small  slot  on  the  gels 
positive	0.0001	0.0001	that  funnels  some  external  noise  to  your  drum  , 
positive	0.0001	0.75	while  the  rest  of  the  gel  fits  snug  to  the  ear 
positive	0.5	0.0001	blocking  out  other  stray  noise  paths  . 
positive	0.0001	0.0001	I  `  ve  asked  people 
positive	0.0001	0.0001	how  I  sound 
positive	0.125	0.375	and  thus  far  the  feedback  has  been  positive  , 
negative	0.125	0.3333333333333333	my  voice  comes  through  loud  and  clear  despite  the  boom  's  apparent  lack  of  length  , 
positive	0.0001	0.125	reinforcing  my  belief 
positive	0.375	0.125	that  size  DOES  N'T  matter  . 
negative	0.0001	0.0001	In  fact  , 
negative	0.25	0.21875	I  have  found  the  mic  to  be  very  sensitive  to  even  small  sounds  . 
negative	0.0001	0.0001	Forget  talking  on  the  phone 
negative	0.0001	0.125	and  subtly  typing  on  the  keyboard  our  mouse  click  surfing  - 
negative	0.0001	0.0001	they  `  ll  hear  every  click  . 
negative	0.0001	0.0001	Another  example  , 
negative	0.125	0.25	I  was  in  my  house 
negative	0.625	0.0001	and  the  person  on  the  other  end  could  hear  the  kids 
negative	0.0001	0.0001	playing  in  the  pool  40  feet  away 
negative	0.0001	0.0001	with  the  house  windows  closed  !  ! 
negative	0.125	0.25	Yes  ,  the  mic  is  that  sensitive  . 
negative	0.0001	0.125	Even  while  driving  they  could  hear 
negative	0.0001	0.0001	when  I  shifted  gears  . 
positive	0.4583333333333333	0.0001	Not  that  it  's  obtrusive  to  the  other  person  on  the  phone  , 
positive	0.125	0.5	it  's  just  good  to  be  aware 
positive	0.0001	0.0001	they  can  hear  it  all  . 
positive	0.375	0.125	What  more  to  say  about  such  a  simple  device  . 
positive	0.25	0.25	Form  Fit  and  Function  are  all  there  and  I  would  recommend  this  product  . 
negative	0.0001	0.0001	In  fact  , 
positive	0.0001	0.0001	I  just  ordered  another  - 
positive	0.0001	0.25	it  makes  a  great  gift 
positive	0.375	0.35	I  have  been  using  a  Chemex  10-cup  coffee  maker  for  several  weeks  and  have  never  had  such  good  coffee  before  in  my  life  . 
positive	0.1875	0.20833333333333331	I  am  constantly  looking  forward  to  my  next  pot  of  coffee  ! 
negative	0.125	0.1875	There  is  a  downside  to  this  coffee  maker  : 
negative	0.125	0.25	it  is  a  more  manual  procedure  than  what  you  are  used  to  , 
negative	0.125	0.0001	and  it  also  takes  a  couple  of  pots 
negative	0.0001	0.0001	to  learn 
negative	0.0001	0.25	how  to  use  this  most  efficiently  . 
negative	0.0001	0.0001	The  first  time  I  tried  to  use  mine  , 
negative	0.25	0.1875	I  had  ground  my  coffee  way  too  finely  and  it  just  took  forever  ! 
negative	0.125	0.25	The  big  time  consumers  : 
negative	0.0001	0.25	you  have  to  boil  your  water  separately 
negative	0.0001	0.25	-LRB-  you  do  have  a  water  kettle  right  ?  -RRB- 
negative	0.0001	0.25	and  then  you  have  to  gradually  pour  the  boiled  water  through  the  Chemex  . 
negative	0.125	0.25	This  means  that  while  the  coffee  is  brewing  , 
negative	0.125	0.1875	you  are  pouring  ,  or  watching  ,  or  giving  the  filter  area  a  bit  of  a  stir  . 
positive	0.0001	0.0001	Now  the  up  side  : 
positive	0.625	0.875	you  will  never  ever  ever  drink  a  better  cup  of  coffee  . 
positive	0.0001	0.0001	I  use  filtered  water  ,  freshly  ground  home  roasted  beans  ,  and  this  Chemex  to  produce  the  finest  coffee 
positive	0.0001	0.25	I  have  ever  had  the  pleasure  of  drinking  . 
positive	0.125	0.25	And  this  coffee  is  a  pleasure  ! 
positive	0.0001	0.0001	In  fact  , 
positive	0.125	0.375	I  `  ve  totally  given  up  using  cream  and  sugar 
