 7_cell_neg_3	positive	0.0001	0.0001	a  lot  of  people  say 
 7_cell_neg_4	positive	0.1875	0.4166666666666667	that  Motorola  's  hardware  was  very  good  , 
 7_cell_neg_5	negative	0.125	0.25	but  that  their  software  left  a  lot  to  be  desired  . 
 7_cell_neg_6	positive	0.5	0.125	Nonetheless  I  decided  to  try  this  phone  out 
 7_cell_neg_7	positive	0.0001	0.375	when  it  came  time  to  start  a  new  cell  plan  . 
 7_cell_neg_8	positive	0.0001	0.25	I  had  made  the  decision 
 7_cell_neg_9	positive	0.0001	0.0001	to  switch  to  T-mobile 
 7_cell_neg_10	positive	0.25	0.75	and  this  looked  like  one  of  the  best  phone  options  . 
 7_cell_neg_11	negative	0.0001	0.25	Right  off  the  bat 
 7_cell_neg_12	negative	0.0001	0.0001	I  found  out 
 7_cell_neg_13	negative	0.1875	0.25	that  the  people  who  criticized  Moto  's  software  were  right  on  the  money  . 
 7_cell_neg_14	negative	0.40625	0.2916666666666667	There  are  a  host  of  poorly  designed  software  aspects  of  this  phone  ,  not  the  least  of  which  is  the  --  frankly  --  idiotic  way 
 7_cell_neg_15	negative	0.125	0.25	the  phone  book  is  designed  . 
 7_cell_neg_16	positive	0.0001	0.125	Eventually  I  made  peace  with  all  of  the  things 
 7_cell_neg_17	positive	0.5	0.25	I  disliked  about  the  V360  since  at  least  it  seemed  to  work  well  enough  as  a  phone  . 
 7_cell_neg_18	negative	0.0001	0.0001	As  time  went  by  I  started  noticing 
 7_cell_neg_19	negative	0.1875	0.25	that  I  was  missing  a  lot  of  calls  . 
 7_cell_neg_20	negative	0.125	0.25	The  phone  would  be  in  my  bag  or  in  my  pocket  or  sitting  on  my  desk 
 7_cell_neg_21	negative	0.0001	0.25	when  suddenly  it  would  ring  with  the  voicemail  notification  from  a  message  that  I  had  received  anywhere  from  minutes 
 7_cell_neg_22	negative	0.0001	0.0001	to  hours 
 7_cell_neg_23	negative	0.0001	0.0001	before  . 
 7_cell_neg_24	negative	0.0001	0.0001	During  the  course  of  the  last  few  months 
 7_cell_neg_25	negative	0.3125	0.3125	-LRB-  the  phone  is  less  than  a  year  old  -RRB- 
 7_cell_neg_26	negative	0.0001	0.25	I  `  ve  also  found  that  it  has  begun 
 7_cell_neg_27	negative	0.0001	0.0001	crashing  . 
 7_cell_neg_28	negative	0.0001	0.0001	A  lot  . 
 7_cell_neg_29	negative	0.25	0.0001	"Opening  or  closing  it  will  result  in  a  ""  white  screen  of  death  .  "" "
 7_cell_neg_30	negative	0.125	0.1875	Putting  it  on  the  charger  will  cause  it  to  switch  back  and  forth  between  the  messages  that  it  is  charging  , 
 7_cell_neg_31	negative	0.40625	0.25	that  it  is  unable  to  charge  and  that  it  's  SIM  card  can  not  be  found  , 
 7_cell_neg_32	negative	0.0001	0.0001	after  a  few  minutes 
 7_cell_neg_33	negative	0.0001	0.0001	of  which  it  will  simply  shut  itself  off  . 
 7_cell_neg_34	negative	0.0001	0.125	With  a  full  battery  charge  it  will  continually  shut  itself  off  . 
 7_cell_neg_35	negative	0.125	0.25	At  this  point  I  am 
 7_cell_neg_36	negative	0.125	0.375	forced  to  conclude 
 7_cell_neg_37	negative	0.25	0.375	that  this  phone  is  an  absolute  piece  of  junk  . 
 7_cell_neg_38	negative	0.125	0.3125	I  am  also  forced  to  conclude 
 7_cell_neg_39	negative	0.125	0.25	that  it  is  n't  the  only  model 
 7_cell_neg_40	negative	0.125	0.25	which  is  . 
 7_cell_neg_41	negative	0.0001	0.4166666666666667	None  of  my  coworkers  has  ever  had  a  good  experience  with  a  Motorola  phone  . 
 7_cell_neg_42	negative	0.625	0.25	My  wife  's  Motorola  has  shown  its  own  host  of  problems  . 
 7_cell_neg_43	negative	0.0001	0.0001	People  working  for  T-mobile  at  several  stores 
 7_cell_neg_44	negative	0.0001	0.25	I  have  visited  have  confided 
 7_cell_neg_45	negative	0.375	0.0001	that  they  never  ,  ever  recommend  Motorola  phones  to  anyone  . 
 7_cell_neg_46	negative	0.0001	0.0001	In  fact 
 7_cell_neg_47	negative	0.0001	0.0001	I  `  ve  had  T-mobile  employees  urge 
 7_cell_neg_48	negative	0.625	0.0001	me  to  not  buy  any  phones  from  them  , 
 7_cell_neg_49	negative	0.5	0.5	but  rather  to  shop  for  an  unlocked  Nokia  online  . 
 7_cell_neg_50	negative	0.0001	0.0001	So  that  's  what  I  'm  going  to  do  . 
 7_cell_neg_51	negative	0.0001	0.375	Until  I  can  buy  a  new  phone 
 7_cell_neg_52	negative	0.125	0.375	all  I  can  do  is  recharge  this  phone  every  night  ,  restart  it  five  or  six  times  a  day  , 
 7_cell_neg_53	negative	0.4375	0.125	and  keep  apologizing  to  my  friends  ,  family  and  employers  for  always  missing  their  calls 
 18_cell_pos_1	positive	0.0001	0.0001	So  I  bought  this  thing 
 18_cell_pos_2	positive	0.0001	0.125	based  on  the  Amazon  reviews 
 18_cell_pos_3	positive	0.0001	0.5	and  saved  a  bundle  over  the  local  retail  cost 
 18_cell_pos_4	positive	0.0001	0.125	-LRB-  yeah  Amazon  !  -RRB-  , 
 18_cell_pos_5	positive	0.625	0.0001	but  that  's  not 
 18_cell_pos_6	positive	0.0001	0.125	why  I  'm  writing  this  review  . 
 18_cell_pos_7	positive	0.5	0.125	I  'd  like  to  talk  about  the  performance  and  comfort  of  the  Earboom  . 
 18_cell_pos_8	positive	0.375	0.34375	The  eargel  thingies  are  designed  quite  well  ,  of  the  three  different  sizes  for  each  ear 
 18_cell_pos_9	positive	0.0001	0.0001	you  `  re  bound  to  find  one 
 18_cell_pos_10	positive	0.1875	0.5	that  fits  very  comfortably  . 
 18_cell_pos_11	negative	0.0001	0.0001	Turns  out  I  could  n't  find  any 
 18_cell_pos_12	negative	0.25	0.125	that  fit  my  right  ear  comfortably  for  extended  periods  of  use 
 18_cell_pos_13	positive	0.5625	0.0001	but  found  a  perfect  fit  in  my  mate  on  the  other  side  . 
 18_cell_pos_14	negative	0.0001	0.375	My  wife  had  the  exact  opposite  experience  -  hopefully  our  daughter  will  inherit  more  symmetrical  ears  ! 
 18_cell_pos_15	positive	0.625	0.125	I  hate  jogging  so  ca  n't  comment  on  the  fit  during  that  activity 
 18_cell_pos_16	positive	0.0001	0.75	but  can  say  the  gels  fit 
 18_cell_pos_17	positive	0.0001	0.25	suprising  well  in  the  folds  of  your  ear 
 18_cell_pos_18	positive	0.2916666666666667	0.25	and  the  boom  is  quite  secure 
 18_cell_pos_19	positive	0.0001	0.0001	when  installed  . 
 18_cell_pos_20	positive	0.5	0.25	I  'd  have  to  imagine 
 18_cell_pos_21	positive	0.125	0.25	it  'd  take  a  big  hit 
 18_cell_pos_22	positive	0.0001	0.375	to  knock  it  loose  once  in  place  . 
 18_cell_pos_23	positive	0.125	0.3125	Sound  quality  from  the  earbud  is  decent  , 
 18_cell_pos_24	negative	0.25	0.125	but  I  feel 
 18_cell_pos_25	negative	0.25	0.125	the  Earboom  lacks  some  fidelity  ,  especially  the  higher  frequencies  . 
 18_cell_pos_26	negative	0.4583333333333333	0.25	Normally  this  is  not  a  problem  , 
 18_cell_pos_27	negative	0.0001	0.0001	but  it  can  sometimes  make  the  person 
 18_cell_pos_28	negative	0.125	0.0001	you  `  re  talking  to  sound  like  Isaac  Hayes  . 
 18_cell_pos_29	positive	0.16666666666666666	0.175	The  speaker  is  plently  loud  and  the  lack  of  high  frequencies  allows  you  to  tune  into  the  tonal  range 
 18_cell_pos_30	positive	0.0001	0.0001	where  us  humans  tend  to  converse  , 
 18_cell_pos_31	positive	0.0001	0.25	without  having  the  voices 
 18_cell_pos_32	positive	0.125	0.0001	washed  over  with  background  noise  . 
 18_cell_pos_33	positive	0.375	0.0001	The  gels  block  an  appropriate  amount  of  external  sounds 
 18_cell_pos_34	positive	0.0001	0.5	allowing  you  to  concentrate  on  the  discussion  at  hand  without  impeding  your  ability 
 18_cell_pos_35	positive	0.0001	0.125	to  hear  say 
 18_cell_pos_36	positive	0.0001	0.0001	an  ambulance  while  driving  . 
 18_cell_pos_37	positive	0.25	0.25	There  is  a  small  slot  on  the  gels 
 18_cell_pos_38	positive	0.0001	0.0001	that  funnels  some  external  noise  to  your  drum  , 
 18_cell_pos_39	positive	0.0001	0.75	while  the  rest  of  the  gel  fits  snug  to  the  ear 
 18_cell_pos_40	positive	0.5	0.0001	blocking  out  other  stray  noise  paths  . 
 18_cell_pos_41	positive	0.0001	0.0001	I  `  ve  asked  people 
 18_cell_pos_42	positive	0.0001	0.0001	how  I  sound 
 18_cell_pos_43	positive	0.125	0.375	and  thus  far  the  feedback  has  been  positive  , 
 18_cell_pos_44	negative	0.125	0.3333333333333333	my  voice  comes  through  loud  and  clear  despite  the  boom  's  apparent  lack  of  length  , 
 18_cell_pos_45	positive	0.0001	0.125	reinforcing  my  belief 
 18_cell_pos_46	positive	0.375	0.125	that  size  DOES  N'T  matter  . 
 18_cell_pos_47	negative	0.0001	0.0001	In  fact  , 
 18_cell_pos_48	negative	0.25	0.21875	I  have  found  the  mic  to  be  very  sensitive  to  even  small  sounds  . 
 18_cell_pos_49	negative	0.0001	0.0001	Forget  talking  on  the  phone 
 18_cell_pos_50	negative	0.0001	0.125	and  subtly  typing  on  the  keyboard  our  mouse  click  surfing  - 
 18_cell_pos_51	negative	0.0001	0.0001	they  `  ll  hear  every  click  . 
 18_cell_pos_52	negative	0.0001	0.0001	Another  example  , 
 18_cell_pos_53	negative	0.125	0.25	I  was  in  my  house 
 18_cell_pos_54	negative	0.625	0.0001	and  the  person  on  the  other  end  could  hear  the  kids 
 18_cell_pos_55	negative	0.0001	0.0001	playing  in  the  pool  40  feet  away 
 18_cell_pos_56	negative	0.0001	0.0001	with  the  house  windows  closed  !  ! 
 18_cell_pos_57	negative	0.125	0.25	Yes  ,  the  mic  is  that  sensitive  . 
 18_cell_pos_58	negative	0.0001	0.125	Even  while  driving  they  could  hear 
 18_cell_pos_59	negative	0.0001	0.0001	when  I  shifted  gears  . 
 18_cell_pos_60	positive	0.4583333333333333	0.0001	Not  that  it  's  obtrusive  to  the  other  person  on  the  phone  , 
 18_cell_pos_61	positive	0.125	0.5	it  's  just  good  to  be  aware 
 18_cell_pos_62	positive	0.0001	0.0001	they  can  hear  it  all  . 
 18_cell_pos_63	positive	0.375	0.125	What  more  to  say  about  such  a  simple  device  . 
 18_cell_pos_64	positive	0.25	0.25	Form  Fit  and  Function  are  all  there  and  I  would  recommend  this  product  . 
 18_cell_pos_65	negative	0.0001	0.0001	In  fact  , 
 18_cell_pos_66	positive	0.0001	0.0001	I  just  ordered  another  - 
 18_cell_pos_67	positive	0.0001	0.25	it  makes  a  great  gift 
 13_kitchen_pos_1	positive	0.375	0.35	I  have  been  using  a  Chemex  10-cup  coffee  maker  for  several  weeks  and  have  never  had  such  good  coffee  before  in  my  life  . 
