PhraseID	Polarity
9_cell_neg_1	0
9_cell_neg_2	-1
9_cell_neg_3	0
9_cell_neg_4	0
9_cell_neg_5	0
9_cell_neg_6	1
9_cell_neg_7	1
9_cell_neg_8	1
9_cell_neg_9	0
9_cell_neg_10	0
9_cell_neg_11	0
9_cell_neg_12	0
9_cell_neg_13	-1
9_cell_neg_14	0
9_cell_neg_15	-1
9_cell_neg_16	1
9_cell_neg_17	1
9_cell_neg_18	1
9_cell_neg_19	0
9_cell_neg_20	0
9_cell_neg_21	0
9_cell_neg_22	-1
9_cell_neg_23	-1
9_cell_neg_24	0
9_cell_neg_25	0
9_cell_neg_26	1
9_cell_neg_27	1
9_cell_neg_28	0
9_cell_neg_29	1
9_cell_neg_30	0
9_cell_neg_31	-1
9_cell_neg_32	1
9_cell_neg_33	0
9_cell_neg_34	1
9_cell_neg_35	0
9_cell_neg_36	0
9_cell_neg_37	0
9_cell_neg_38	0
9_cell_neg_39	1
9_cell_neg_40	0
9_cell_neg_41	1
9_cell_neg_42	0
9_cell_neg_43	0
9_cell_neg_44	1
9_cell_neg_45	1
9_cell_neg_46	1
9_cell_neg_47	1
9_cell_neg_48	1
9_cell_neg_49	1
9_cell_neg_50	0
9_cell_neg_51	0
9_cell_neg_52	0
9_cell_neg_53	-1
9_cell_neg_54	0
9_cell_neg_55	0
9_cell_neg_56	1
9_cell_neg_57	0
9_cell_neg_58	-1
9_cell_neg_59	0
9_cell_neg_60	1
9_cell_neg_61	1
9_cell_neg_62	1
9_cell_neg_63	-1
9_cell_neg_64	0
9_cell_neg_65	0
9_cell_neg_66	1
9_cell_neg_67	0
9_cell_neg_68	1
9_cell_neg_69	-1
9_cell_neg_70	1
9_cell_neg_71	1
15_cell_pos_1	1
15_cell_pos_2	1
15_cell_pos_3	1
15_cell_pos_4	0
15_cell_pos_5	0
15_cell_pos_6	0
15_cell_pos_7	1
15_cell_pos_8	1
15_cell_pos_9	-1
15_cell_pos_10	0
15_cell_pos_11	0
15_cell_pos_12	1
15_cell_pos_13	1
15_cell_pos_14	1
15_cell_pos_15	0
15_cell_pos_16	1
15_cell_pos_17	1
15_cell_pos_18	1
15_cell_pos_19	0
15_cell_pos_20	1
15_cell_pos_21	0
15_cell_pos_22	0
15_cell_pos_23	0
15_cell_pos_24	-1
15_cell_pos_25	0
15_cell_pos_26	-1
15_cell_pos_27	0
15_cell_pos_28	-1
15_cell_pos_29	-1
15_cell_pos_30	1
15_cell_pos_31	1
15_cell_pos_32	1
15_cell_pos_33	-1
15_cell_pos_34	0
15_cell_pos_35	-1
15_cell_pos_36	1
15_cell_pos_37	0
15_cell_pos_38	1
15_cell_pos_39	0
15_cell_pos_40	1
15_cell_pos_41	1
15_cell_pos_42	1
15_cell_pos_43	1
15_cell_pos_44	1
15_cell_pos_45	-1
15_cell_pos_46	1
15_cell_pos_47	0
15_cell_pos_48	-1
15_cell_pos_49	1
15_cell_pos_50	1
15_cell_pos_51	-1
15_cell_pos_52	0
15_cell_pos_53	-1
15_cell_pos_54	0
15_cell_pos_55	-1
15_cell_pos_56	0
15_cell_pos_57	1
15_cell_pos_58	1
15_cell_pos_59	0
15_cell_pos_60	1
15_cell_pos_61	-1
15_cell_pos_62	0
15_cell_pos_63	-1
15_cell_pos_64	1
15_cell_pos_65	0
15_cell_pos_66	0
15_cell_pos_67	1
15_cell_pos_68	0
15_cell_pos_69	1
15_cell_pos_70	0
15_cell_pos_71	-1
15_cell_pos_72	0
15_cell_pos_73	1
15_cell_pos_74	0
15_cell_pos_75	0
15_cell_pos_76	0
15_cell_pos_77	-1
15_cell_pos_78	1
15_cell_pos_79	0
15_cell_pos_80	0
15_cell_pos_81	0
15_cell_pos_82	1
15_cell_pos_83	0
15_cell_pos_84	-1
15_cell_pos_85	0
15_cell_pos_86	0
15_cell_pos_87	1
15_cell_pos_88	1
8_kitchen_pos_1	-1
8_kitchen_pos_2	0
8_kitchen_pos_3	1
8_kitchen_pos_4	0
8_kitchen_pos_5	1
8_kitchen_pos_6	0
8_kitchen_pos_7	1
8_kitchen_pos_8	1
8_kitchen_pos_9	0
8_kitchen_pos_10	-1
8_kitchen_pos_11	0
8_kitchen_pos_12	1
8_kitchen_pos_13	-1
8_kitchen_pos_14	-1
8_kitchen_pos_15	1
8_kitchen_pos_16	0
8_kitchen_pos_17	0
8_kitchen_pos_18	0
8_kitchen_pos_19	-1
8_kitchen_pos_20	1
8_kitchen_pos_21	0
8_kitchen_pos_22	0
8_kitchen_pos_23	1
8_kitchen_pos_24	1
8_kitchen_pos_25	0
8_kitchen_pos_26	-1
8_kitchen_pos_27	-1
8_kitchen_pos_28	1
8_kitchen_pos_29	1
8_kitchen_pos_30	0
8_kitchen_pos_31	1
8_kitchen_pos_32	0
8_kitchen_pos_33	0
8_kitchen_pos_34	0
8_kitchen_pos_35	-1
8_kitchen_pos_36	1
8_kitchen_pos_37	0
8_kitchen_pos_38	-1
8_kitchen_pos_39	0
8_kitchen_pos_40	0
8_kitchen_pos_41	0
8_kitchen_pos_42	0
8_kitchen_pos_43	0
8_kitchen_pos_44	0
8_kitchen_pos_45	-1
8_kitchen_pos_46	0
8_kitchen_pos_47	1
8_kitchen_pos_48	-1
8_kitchen_pos_49	1
8_kitchen_pos_50	1
8_kitchen_pos_51	0
8_kitchen_pos_52	-1
8_kitchen_pos_53	1
8_kitchen_pos_54	0
8_kitchen_pos_55	0
8_kitchen_pos_56	0
8_kitchen_pos_57	-1
8_kitchen_pos_58	1
8_kitchen_pos_59	-1
8_kitchen_pos_60	0
8_kitchen_pos_61	1
8_kitchen_pos_62	-1
8_kitchen_pos_63	0
8_kitchen_pos_64	0
8_kitchen_pos_65	0
8_kitchen_pos_66	-1
8_kitchen_pos_67	0
8_kitchen_pos_68	1
8_kitchen_pos_69	0
8_kitchen_pos_70	0
8_kitchen_pos_71	1
11_kitchen_neg_1	1
11_kitchen_neg_2	1
11_kitchen_neg_3	0
11_kitchen_neg_4	1
11_kitchen_neg_5	0
11_kitchen_neg_6	-1
11_kitchen_neg_7	1
11_kitchen_neg_8	-1
11_kitchen_neg_9	-1
11_kitchen_neg_10	-1
11_kitchen_neg_11	1
11_kitchen_neg_12	-1
11_kitchen_neg_13	-1
11_kitchen_neg_14	-1
11_kitchen_neg_15	0
11_kitchen_neg_16	1
11_kitchen_neg_17	0
11_kitchen_neg_18	0
11_kitchen_neg_19	1
11_kitchen_neg_20	0
11_kitchen_neg_21	1
11_kitchen_neg_22	0
11_kitchen_neg_23	0
11_kitchen_neg_24	0
11_kitchen_neg_25	-1
11_kitchen_neg_26	-1
11_kitchen_neg_27	1
11_kitchen_neg_28	0
11_kitchen_neg_29	0
11_kitchen_neg_30	1
11_kitchen_neg_31	0
11_kitchen_neg_32	0
11_kitchen_neg_33	1
11_kitchen_neg_34	1
11_kitchen_neg_35	0
11_kitchen_neg_36	0
11_kitchen_neg_37	1
11_kitchen_neg_38	1
11_kitchen_neg_39	1
11_kitchen_neg_40	1
11_kitchen_neg_41	1
11_kitchen_neg_42	0
11_kitchen_neg_43	1
11_kitchen_neg_44	0
11_kitchen_neg_45	-1
11_kitchen_neg_46	1
11_kitchen_neg_47	0
11_kitchen_neg_48	1
11_kitchen_neg_49	1
11_kitchen_neg_50	-1
18_gourmet_pos_1	-1
18_gourmet_pos_2	1
18_gourmet_pos_3	-1
18_gourmet_pos_4	1
18_gourmet_pos_5	1
18_gourmet_pos_6	0
18_gourmet_pos_7	0
18_gourmet_pos_8	1
18_gourmet_pos_9	-1
18_gourmet_pos_10	0
18_gourmet_pos_11	1
18_gourmet_pos_12	-1
18_gourmet_pos_13	-1
18_gourmet_pos_14	-1
18_gourmet_pos_15	-1
18_gourmet_pos_16	-1
18_gourmet_pos_17	1
18_gourmet_pos_18	0
18_gourmet_pos_19	1
18_gourmet_pos_20	1
18_gourmet_pos_21	0
18_gourmet_pos_22	-1
18_gourmet_pos_23	-1
18_gourmet_pos_24	0
18_gourmet_pos_25	0
18_gourmet_pos_26	1
18_gourmet_pos_27	1
18_gourmet_pos_28	0
18_gourmet_pos_29	0
18_gourmet_pos_30	-1
18_gourmet_pos_31	0
18_gourmet_pos_32	1
18_gourmet_pos_33	0
18_gourmet_pos_34	1
18_gourmet_pos_35	-1
18_gourmet_pos_36	1
18_gourmet_pos_37	1
18_gourmet_pos_38	0
18_gourmet_pos_39	0
18_gourmet_pos_40	1
