14_cell_neg_2	and  I  knew 	0.0001	0.0001
14_cell_neg_3	it  would  be  . 	0.125	0.25
14_cell_neg_4	And  I  am  a  devoted  Amazon  shopper  . 	0.125	0.16666666666666666
14_cell_neg_5	My  concern  was  always  whether  Amazon  was  up  to  the  daunting  task  of  selling  cell  phones  and  service  plans  .  .  . 	0.125	0.21875
14_cell_neg_6	a  concern 	0.0001	0.25
14_cell_neg_7	that  has  proved  well  founded  . 	0.0001	0.3125
14_cell_neg_8	I  was  originally  concerned 	0.125	0.1875
14_cell_neg_9	because  of  feedback 	0.0001	0.0001
14_cell_neg_10	I  had  read  on  this  site 	0.0001	0.25
14_cell_neg_11	"indicating  the  Pearl  ""  shipped  hot  ,  ""  with  an  active  SIM  , "	0.5	0.375
14_cell_neg_12	which  meant  for  those 	0.0001	0.0001
14_cell_neg_13	that  --  like  me  -  were  upgrading 	0.125	0.375
14_cell_neg_14	-LRB-  vs  .  new  service  -RRB-  , 	0.0001	0.375
14_cell_neg_15	their  existing  phone  would  stop  working 	0.0001	0.0001
14_cell_neg_16	while  the  new  phone  was  en  route  . 	0.125	0.3125
14_cell_neg_17	To  be  fair  , 	0.125	0.4375
14_cell_neg_18	that  did  NOT  happen  ;  however  , 	0.5625	0.125
14_cell_neg_19	I  received  the  Pearl  with  a  SIM  card  that  the  phone  would  not  accept  . 	0.625	0.125
14_cell_neg_20	The  instructions 	0.0001	0.0001
14_cell_neg_21	that  are  sent  with  the  phone  say 	0.125	0.25
14_cell_neg_22	that  all  you  have  to  do  is  insert  the  SIM  ,  turn  on  the  phone  , 	0.125	0.25
14_cell_neg_23	and  it  will  work  . 	0.0001	0.0001
14_cell_neg_24	And  , 	0.0001	0.0001
14_cell_neg_25	if  it  does  n't  work  , 	0.0001	0.0001
14_cell_neg_26	it  says  , 	0.0001	0.0001
14_cell_neg_27	do  n't  call  Cingular  ,  call  Amazon  . 	0.0001	0.1875
14_cell_neg_28	I  followed  the  instructions 	0.0001	0.0001
14_cell_neg_29	--  phone  did  n't  work  , 	0.0001	0.0001
14_cell_neg_30	I  called  Amazon  , 	0.0001	0.1875
14_cell_neg_31	at  which  point  the  CSR  told  me 	0.0001	0.0001
14_cell_neg_32	that  he  had  all  my  information  and  someone  would  be  contacting  me  in  48  HOURS  !  !  ! 	0.125	0.25
14_cell_neg_33	Unfortunately  , 	0.875	0.0001
14_cell_neg_34	I  let  the  poor  guy  have  it  .  .  . 	0.0001	0.25
14_cell_neg_35	I  told  him  what  I  truly  believe  , 	0.0001	0.375
14_cell_neg_36	which  is  that  it  is  COMPLETELY  unacceptable  to  tell  me 	0.20833333333333334	0.20833333333333334
14_cell_neg_37	I  have  to  wait  2  days  just  to  talk  to  someone  about 	0.0001	0.25
14_cell_neg_38	why  my  phone  - 	0.0001	0.0001
14_cell_neg_39	which  is  supposed  to  work  out  of  the  box  --  is  n't  working  . 	0.125	0.25
14_cell_neg_40	So  -  5  Stars  for  the  phone 	0.0001	0.0001
14_cell_neg_41	itself  .  .  . 	0.0001	0.0001
14_cell_neg_42	awesome  ! 	0.0001	0.0001
14_cell_neg_43	2  stars  for  Amazon  .  .  . 	0.0001	0.125
14_cell_neg_44	they  do  NOT  have  the  kinks 	0.625	0.25
14_cell_neg_45	worked  out  yet  . 	0.0001	0.25
14_cell_neg_46	On  a  positive  note  -- 	0.0001	0.625
14_cell_neg_47	I  immediately  called  Cingular  , 	0.375	0.25
14_cell_neg_48	and  they  resolved  the  problem  for  me  on  the  spot 	0.625	0.0001
