13_kitchen_neg_1	0.375	0.001
13_kitchen_neg_2	0.125	0.25
13_kitchen_neg_3	0.1875	0.25
13_kitchen_neg_4	0.001	0.001
13_kitchen_neg_5	0.001	0.001
13_kitchen_neg_6	0.625	0.001
13_kitchen_neg_7	0.001	0.001
13_kitchen_neg_8	0.001	0.25
13_kitchen_neg_9	0.1875	0.15625
13_kitchen_neg_10	0.25	0.001
13_kitchen_neg_11	0.5	0.5
13_kitchen_neg_12	0.1875	0.1875
13_kitchen_neg_13	0.001	0.25
13_kitchen_neg_14	0.375	0.25
13_kitchen_neg_15	0.20833333333333334	0.25
13_kitchen_neg_16	0.625	0.001
13_kitchen_neg_17	0.375	0.001
13_kitchen_neg_18	0.001	0.375
13_kitchen_neg_19	0.125	0.25
13_kitchen_neg_20	0.001	0.001
13_kitchen_neg_21	0.625	0.625
13_kitchen_neg_22	0.625	0.001
13_kitchen_neg_23	0.5	0.5
13_kitchen_neg_24	0.125	0.25
13_kitchen_neg_25	0.20833333333333334	0.25
13_kitchen_neg_26	0.001	0.001
13_kitchen_neg_27	0.001	0.001
13_kitchen_neg_28	0.001	0.001
13_kitchen_neg_29	0.3333333333333333	0.125
13_kitchen_neg_30	0.125	0.25
13_kitchen_neg_31	0.125	0.1875
