1_cell_pos_1	positive
1_cell_pos_2	negative
1_cell_pos_3	negative
1_cell_pos_4	negative
1_cell_pos_5	negative
1_cell_pos_6	positive
1_cell_pos_7	negative
1_cell_pos_8	positive
1_cell_pos_9	positive
1_cell_pos_10	positive
1_cell_pos_11	positive
1_cell_pos_12	negative
1_cell_pos_13	negative
1_cell_pos_14	negative
1_cell_pos_15	positive
1_cell_pos_16	positive
1_cell_pos_17	positive
1_cell_pos_18	negative
1_cell_pos_19	negative
1_cell_pos_20	negative
1_cell_pos_21	negative
1_cell_pos_22	negative
1_cell_pos_23	positive
1_cell_pos_24	positive
1_cell_pos_25	positive
1_cell_pos_26	positive
1_cell_pos_27	positive
1_cell_pos_28	positive
1_cell_pos_29	positive
1_cell_pos_30	negative
1_cell_pos_31	negative
1_cell_pos_32	negative
1_cell_pos_33	positive
1_cell_pos_34	positive
1_cell_pos_35	positive
1_cell_pos_36	negative
1_cell_pos_37	positive
1_cell_pos_38	positive
1_cell_pos_39	positive
1_cell_pos_40	positive
1_cell_pos_41	positive
1_cell_pos_42	negative
1_cell_pos_43	negative
1_cell_pos_44	negative
1_cell_pos_45	negative
1_cell_pos_46	negative
1_cell_pos_47	negative
1_cell_pos_48	negative
1_cell_pos_49	negative
1_cell_pos_50	negative
1_cell_pos_51	negative
1_cell_pos_52	positive
1_cell_pos_53	positive
1_cell_pos_54	positive
1_cell_pos_55	positive
1_cell_pos_56	positive
1_cell_pos_57	positive
1_cell_pos_58	negative
1_cell_pos_59	negative
1_cell_pos_60	negative
1_cell_pos_61	negative
1_cell_pos_62	positive
1_cell_pos_63	positive
1_cell_pos_64	positive
1_cell_pos_65	positive
1_cell_pos_66	positive
1_cell_pos_67	negative
1_cell_pos_68	negative
1_cell_pos_69	negative
1_cell_pos_70	negative
1_cell_pos_71	negative
1_cell_pos_72	negative
1_cell_pos_73	negative
1_cell_pos_74	negative
1_cell_pos_75	negative
1_cell_pos_76	positive
1_cell_pos_77	positive
1_cell_pos_78	positive
1_cell_pos_79	positive
1_cell_pos_80	positive
1_cell_pos_81	positive
1_cell_pos_82	positive
1_cell_pos_83	positive
1_cell_pos_84	negative
1_cell_pos_85	negative
1_cell_pos_86	negative
1_cell_pos_87	negative
1_cell_pos_88	negative
1_cell_pos_89	positive
1_cell_pos_90	positive
1_cell_pos_91	positive
1_cell_pos_92	negative
1_cell_pos_93	negative
1_cell_pos_94	negative
1_cell_pos_95	negative
1_cell_pos_96	negative
1_cell_pos_97	negative
1_cell_pos_98	negative
1_cell_pos_99	positive
1_cell_pos_100	positive
1_cell_pos_101	positive
1_cell_pos_102	positive
1_cell_pos_103	positive
1_cell_pos_104	positive
1_cell_pos_105	positive
1_cell_pos_106	positive
1_cell_pos_107	positive
1_cell_pos_108	positive
1_cell_pos_109	positive
1_cell_pos_110	positive
1_cell_pos_111	negative
1_cell_pos_112	positive
1_cell_pos_113	positive
1_cell_pos_114	positive
1_cell_pos_115	positive
1_cell_pos_116	positive
1_cell_pos_117	positive
1_cell_pos_118	positive
1_cell_pos_119	positive
1_cell_pos_120	positive
1_cell_pos_121	positive
1_cell_pos_122	positive
1_cell_pos_123	positive
1_cell_pos_124	positive
1_cell_pos_125	positive
1_cell_pos_126	positive
1_cell_pos_127	negative
1_cell_pos_128	positive
1_cell_pos_129	negative
1_cell_pos_130	negative
1_cell_pos_131	negative
1_cell_pos_132	negative
1_cell_pos_133	negative
1_cell_pos_134	negative
1_cell_pos_135	negative
1_cell_pos_136	negative
1_cell_pos_137	negative
1_cell_pos_138	negative
1_cell_pos_139	positive
1_cell_pos_140	negative
1_cell_pos_141	negative
1_cell_pos_142	negative
1_cell_pos_143	negative
