11_cell_neg_30	11_cell_neg_31
11_cell_neg_39	11_cell_neg_40
13_cell_neg_33	13_cell_neg_34
19_cell_pos_12	19_cell_pos_13
19_cell_pos_13	19_cell_pos_14
19_cell_pos_15	19_cell_pos_16
19_cell_pos_23	19_cell_pos_24
19_cell_pos_26	19_cell_pos_27
19_cell_pos_60	19_cell_pos_61
6_cell_pos_17	6_cell_pos_18
6_cell_pos_20	6_cell_pos_21
6_cell_pos_25	6_cell_pos_26
6_cell_pos_38	6_cell_pos_39
6_cell_pos_42	6_cell_pos_43
6_cell_pos_72	6_cell_pos_73
6_cell_pos_80	6_cell_pos_81
6_cell_pos_90	6_cell_pos_91
6_gourmet_neg_12	6_gourmet_neg_13
14_kitchen_neg_26	14_kitchen_neg_27
4_kitchen_neg_5	4_kitchen_neg_6
4_kitchen_neg_6	4_kitchen_neg_7
10_kitchen_pos_10	10_kitchen_pos_11
10_kitchen_pos_37	10_kitchen_pos_38
10_kitchen_pos_68	10_kitchen_pos_69
1_kitchen_pos_36	1_kitchen_pos_37
1_kitchen_pos_45	1_kitchen_pos_46
1_kitchen_pos_49	1_kitchen_pos_50
1_kitchen_pos_114	1_kitchen_pos_115
1_kitchen_pos_152	1_kitchen_pos_153
1_kitchen_pos_153	1_kitchen_pos_154
1_kitchen_pos_167	1_kitchen_pos_168
1_kitchen_pos_168	1_kitchen_pos_169
