 13_cell_neg_3	negative	0.1875	0.25	Compared  to  the  Blackberry  ,  the  Microsoft  operating  system  is  very  cumbersome 
 13_cell_neg_4	negative	0.0001	0.0001	-LRB-  for  me  -RRB- 
 13_cell_neg_5	negative	0.125	0.25	and  was  somewhat  frustrating  to  set  up  initially  . 
 13_cell_neg_6	positive	0.0001	0.625	On  the  plus  side  , 
 13_cell_neg_7	positive	0.0001	0.5	the  Blackjack  has  good  battery  life  , 
 13_cell_neg_8	positive	0.125	0.25	the  screen  is  excellent 
 13_cell_neg_9	positive	0.0001	0.5	and  it  has  the  best  reception 
 13_cell_neg_10	positive	0.0001	0.0001	I  `  ve  ever  experienced  . 
 13_cell_neg_11	negative	0.2916666666666667	0.25	The  reason  I  only  gave  the  phone  2  stars  is  because  after  just  3  months  of  moderate  use  the  ink 
 13_cell_neg_12	negative	0.0001	0.0001	-LRB-  ie  : 
 13_cell_neg_13	negative	0.0001	0.0001	the  numbers  -RRB- 
 13_cell_neg_14	negative	0.0001	0.0001	began 
 13_cell_neg_15	negative	0.25	0.0001	wearing  off  the  keys  . 
 13_cell_neg_16	negative	0.1875	0.16666666666666666	It  's  to  the  point  now  where  the  phone  is  pretty  much  unusable  , 
 13_cell_neg_17	negative	0.0001	0.0001	especially 
 13_cell_neg_18	negative	0.0001	0.0001	when  it  's  backlit  . 
 13_cell_neg_19	negative	0.0001	0.25	I  called  Cingular  first  , 
 13_cell_neg_20	negative	0.0001	0.0001	who  passed  me  on  the  Samsung 
 13_cell_neg_21	negative	0.0001	0.0001	where  ,  after  2  hours  on  the  phone  , 
 13_cell_neg_22	negative	0.125	0.25	I  was  told 
 13_cell_neg_23	negative	0.1875	0.25	that  my  only  option  was  to  send  the  phone  -LRB-  my  primary  source  of  communication  -RRB- 
 13_cell_neg_24	negative	0.0001	0.0001	to  their  service  center 
 13_cell_neg_25	negative	0.0001	0.0001	and  wait  3  weeks  . 
 13_cell_neg_26	negative	0.25	0.375	To  my  surprise  , 
 13_cell_neg_27	negative	0.0001	0.0001	they  went  on  to  say 
 13_cell_neg_28	negative	0.0001	0.0001	that  ,  at  their  discretion  , 
 13_cell_neg_29	negative	0.0001	0.0001	they  might  also  charge  me  for  the  repair  . 
 13_cell_neg_30	negative	0.125	0.20833333333333334	I  `  ve  read  comments  on  these  reviews  were  people 
 13_cell_neg_31	negative	0.75	0.0001	complained  about  service 
 13_cell_neg_32	negative	0.375	0.0001	and  I  always  just  assumed 
 13_cell_neg_33	negative	0.125	0.4375	they  were  exaggerating 
 13_cell_neg_34	negative	0.0001	0.0001	but  now  that  I  `  ve  encountered  this  , 
 13_cell_neg_35	negative	0.0001	0.0001	I  do  feel 
 13_cell_neg_36	negative	0.0001	0.0001	it  's  worth 
 13_cell_neg_37	negative	0.0001	0.125	considering  . 
 13_cell_neg_38	negative	0.0001	0.125	If  you  `  re  thinking  about  a  Blackjack  , 
 13_cell_neg_39	negative	0.125	0.2916666666666667	I  encourage  you  to  be  aware 
 13_cell_neg_40	negative	0.25	0.0001	that  ,  for  one  ,  the  ink  may  inexplicably  wear  off  the  keys  , 
 13_cell_neg_41	negative	0.0001	0.0001	and  , 
 13_cell_neg_42	negative	0.125	0.3125	that  you  may  well  be  on  your  own 
 13_cell_neg_43	negative	0.0001	0.0001	when  it  comes  to  service  . 
 13_cell_neg_44	negative	0.25	0.34375	I  feel  that  it  's  reasonable  to  expect  a  device  as  expensive 
 13_cell_neg_45	negative	0.5	0.375	as  this  to  remain  functional  for  at  least  3  months  and  if  not  ,  the  company  who  sold  it  should  assume  responsibility  for  making  it  right  . 
 6_cell_pos_1	positive	0.0001	0.125	Two  week  review 
 6_cell_pos_2	positive	0.0001	0.125	I  got  this  phone  to  use  as  a  phone 
 6_cell_pos_3	positive	0.1875	0.4583333333333333	and  am  very  happy  with  it  . 
 6_cell_pos_4	positive	0.125	0.21875	I  have  had  it  about  two  weeks  now  so  this  is  the  early  review  . 
 6_cell_pos_5	positive	0.0001	0.0001	First  ,  the  qualifier  . 
 6_cell_pos_6	positive	0.0001	0.5625	I  have  a  nice  canon  camera 
 6_cell_pos_7	positive	0.0001	0.25	and  do  n't  want  to  use  my  phone 
 6_cell_pos_8	positive	0.0001	0.0001	to  take  pictures  . 
 6_cell_pos_9	positive	0.0001	0.25	I  do  n't  want  to  use  my  phone 
 6_cell_pos_10	positive	0.0001	0.0001	to  listen  to  music  or  surf  the  internet  either  , 
 6_cell_pos_11	positive	0.0001	0.25	I  just  want  it  to  make  and  receive  calls  and  maybe  a  text  here  and  there  . 
 6_cell_pos_12	negative	0.125	0.25	If  you  are  one  of  those  people 
 6_cell_pos_13	negative	0.0001	0.4375	that  has  a  different  agenda  for  your  phone  , 
 6_cell_pos_14	negative	0.375	0.25	then  this  is  probably  not  the  phone  for  you  . 
 6_cell_pos_15	positive	0.0001	0.5	The  Good 
