negative	0.1875	0.25	Compared  to  the  Blackberry  ,  the  Microsoft  operating  system  is  very  cumbersome 
negative	0.0001	0.0001	-LRB-  for  me  -RRB- 
negative	0.125	0.25	and  was  somewhat  frustrating  to  set  up  initially  . 
positive	0.0001	0.625	On  the  plus  side  , 
positive	0.0001	0.5	the  Blackjack  has  good  battery  life  , 
positive	0.125	0.25	the  screen  is  excellent 
positive	0.0001	0.5	and  it  has  the  best  reception 
positive	0.0001	0.0001	I  `  ve  ever  experienced  . 
negative	0.2916666666666667	0.25	The  reason  I  only  gave  the  phone  2  stars  is  because  after  just  3  months  of  moderate  use  the  ink 
negative	0.0001	0.0001	-LRB-  ie  : 
negative	0.0001	0.0001	the  numbers  -RRB- 
negative	0.0001	0.0001	began 
negative	0.25	0.0001	wearing  off  the  keys  . 
negative	0.1875	0.16666666666666666	It  's  to  the  point  now  where  the  phone  is  pretty  much  unusable  , 
negative	0.0001	0.0001	especially 
negative	0.0001	0.0001	when  it  's  backlit  . 
negative	0.0001	0.25	I  called  Cingular  first  , 
negative	0.0001	0.0001	who  passed  me  on  the  Samsung 
negative	0.0001	0.0001	where  ,  after  2  hours  on  the  phone  , 
negative	0.125	0.25	I  was  told 
negative	0.1875	0.25	that  my  only  option  was  to  send  the  phone  -LRB-  my  primary  source  of  communication  -RRB- 
negative	0.0001	0.0001	to  their  service  center 
negative	0.0001	0.0001	and  wait  3  weeks  . 
negative	0.25	0.375	To  my  surprise  , 
negative	0.0001	0.0001	they  went  on  to  say 
negative	0.0001	0.0001	that  ,  at  their  discretion  , 
negative	0.0001	0.0001	they  might  also  charge  me  for  the  repair  . 
negative	0.125	0.20833333333333331	I  `  ve  read  comments  on  these  reviews  were  people 
negative	0.75	0.0001	complained  about  service 
negative	0.375	0.0001	and  I  always  just  assumed 
negative	0.125	0.4375	they  were  exaggerating 
negative	0.0001	0.0001	but  now  that  I  `  ve  encountered  this  , 
negative	0.0001	0.0001	I  do  feel 
negative	0.0001	0.0001	it  's  worth 
negative	0.0001	0.125	considering  . 
negative	0.0001	0.125	If  you  `  re  thinking  about  a  Blackjack  , 
negative	0.125	0.2916666666666667	I  encourage  you  to  be  aware 
negative	0.25	0.0001	that  ,  for  one  ,  the  ink  may  inexplicably  wear  off  the  keys  , 
negative	0.0001	0.0001	and  , 
negative	0.125	0.3125	that  you  may  well  be  on  your  own 
negative	0.0001	0.0001	when  it  comes  to  service  . 
negative	0.25	0.34375	I  feel  that  it  's  reasonable  to  expect  a  device  as  expensive 
negative	0.5	0.375	as  this  to  remain  functional  for  at  least  3  months  and  if  not  ,  the  company  who  sold  it  should  assume  responsibility  for  making  it  right  . 
positive	0.0001	0.125	Two  week  review 
positive	0.0001	0.125	I  got  this  phone  to  use  as  a  phone 
positive	0.1875	0.4583333333333333	and  am  very  happy  with  it  . 
positive	0.125	0.21875	I  have  had  it  about  two  weeks  now  so  this  is  the  early  review  . 
positive	0.0001	0.0001	First  ,  the  qualifier  . 
positive	0.0001	0.5625	I  have  a  nice  canon  camera 
positive	0.0001	0.25	and  do  n't  want  to  use  my  phone 
positive	0.0001	0.0001	to  take  pictures  . 
positive	0.0001	0.25	I  do  n't  want  to  use  my  phone 
positive	0.0001	0.0001	to  listen  to  music  or  surf  the  internet  either  , 
positive	0.0001	0.25	I  just  want  it  to  make  and  receive  calls  and  maybe  a  text  here  and  there  . 
negative	0.125	0.25	If  you  are  one  of  those  people 
negative	0.0001	0.4375	that  has  a  different  agenda  for  your  phone  , 
negative	0.375	0.25	then  this  is  probably  not  the  phone  for  you  . 
positive	0.0001	0.5	The  Good 
positive	0.25	0.1875	Size  is  great  . 
positive	0.125	0.375	This  phone  is  comparable  to  a  Hershey  bar  in  thickness  and  width  , 
positive	0.0001	0.0001	but  shorter  . 
positive	0.25	0.4375	It  fits  in  my  pants  or  shirt  pocket  without  feeling  bulky  . 
positive	0.0001	0.125	It  makes  a  razr  feel  thick  , 
positive	0.125	0.1875	but  I  am  guessing 
positive	0.125	0.375	it  is  comparable  to  a  slvr  . 
positive	0.375	0.4583333333333333	The  Slice  has  good  sound  quality  for  such  a  small  phone  . 
positive	0.0001	0.5	It  also  has  good  reception  . 
positive	0.375	0.5	Sprints  network  is  not  the  best  in  my  area  , 
positive	0.125	0.20833333333333331	but  my  slice  has  been  able  to  connect 
positive	0.125	0.2916666666666667	wherever  I  am  and  maintains  a  strong  connection  even  with  1  bar  . 
positive	0.1875	0.16666666666666666	When  I  was  in  the  car  ,  the  road  noise  got  too  loud  to  hear  , 
positive	0.0001	0.0001	but 
positive	0.0001	0.0001	when  I  hit  the  speakerphone  button 
positive	0.125	0.0001	I  could  hear  fine  , 
positive	0.0001	0.0001	and  keep  my  hands  on  the  wheel  . 
positive	0.25	0.25	Virgin  is  definitely  the  most  affordable  option  if  you  are  not  planning  to  use  the  phone  a  lot  . 
positive	0.25	0.1875	I  expect  to  spend  between  $  150  and  $  200  this  first  year  , 
positive	0.0001	0.0001	including  the  $  50  up  front  for  the  phone  . 
positive	0.16666666666666666	0.1875	The  cheapest  monthly  plan  on  the  big  carriers  would  cost  me  at  least  500  over  a  the  same  period  with  local  taxes 
positive	0.0001	0.0001	and  fees  included  . 
positive	0.0001	0.25	Although  I  have  n't  tried  them  , 
positive	0.1875	0.25	it  looks  like  the  monthly  plans  with  Virgin  are  pretty  reasonable  too  if  I  start 
positive	0.25	0.125	getting  into  that  kind  of  usage  level  . 
positive	0.375	0.0001	Many  of  the  other  Virgin  phones  look  like  toys  . 
positive	0.0001	0.25	Although  this  ones  name  sounds  like  a  toy  and  people  under  18  recognize  it  , 
