positive	0.125	0.25	3  months  after  VM  's  warranty  was  up 
positive	0.0001	0.25	and  i  had  just  purchased  a  $  20  phone 
positive	0.0001	0.25	card  +  had  airtime  credits 
positive	0.375	0.25	which  were  not  refundable  . 
negative	0.375	0.25	Now  i  am  not  a  teen 
positive	0.5625	0.0001	and  my  phone  and  things  do  not  receive  harsh  treatment  . 
positive	0.0001	0.375	My  kyocera  slider  actually  looked  like  new 
positive	0.16666666666666666	0.1875	when  it  died  with  no  scratches  what-so-ever  so  i  was  pretty  upset  . 
negative	0.0001	0.0001	After  multiple  calls  and  2  emails  to  VM 
negative	0.16666666666666666	0.28125	it  was  pretty  clear  they  were  n't  going  to  do  anything  to  help  . 
negative	0.125	0.25	I  was  offered  a  replacement  slider  at  $  20  . 
negative	0.0001	0.375	Obviously  I  did  n't  want  the  same  one 
negative	0.0001	0.0001	that  could  possibly  die  on  me 
negative	0.125	0.25	after  a  couple  of  months  so  like  i  was  saying 
negative	0.625	0.25	I  had  no  other  recourse 
negative	0.0001	0.0001	but  to  purchase  this  Audiovox  8610  . 
negative	0.0001	0.0001	By  the  way  AFTER 
negative	0.0001	0.0001	I  PURCHASED  THE  PHONE  AT  A  LOCAL  STORE  IN  TOWN 
negative	0.0001	0.0001	-LRB- 
negative	0.0001	0.25	when  i  called  to  activate  the  phone  -RRB- 
negative	0.0001	0.25	they  have  the  nerve 
negative	0.0001	0.0001	to  tell  me  that  I  could  `  ve  purchased  the  same  8610  from  them  at  a  discount  price  of  $  24.99 
negative	0.0001	0.0001	because  the  slider  died  . 
negative	0.125	0.0001	The  f  !  @  %  ng  idiots  ! 
negative	0.0001	0.0001	HELLO  COULD  YA  NOT  HAVE  TOLD  ME  SOONER  ?  ?  ? 
negative	0.0001	0.125	and  after  i  spent 
negative	0.0001	0.0001	$  50  +  tax  . 
negative	0.0001	0.0001	sheesh  ! 
negative	0.0001	0.25	Anyway  back  to  the  phone  review  .  . 
negative	0.1875	0.25	the  ringer  is  indeed  low 
